benchmark,num_gcds,run,size_bytes,latency_us
osu_allreduce,6,3,16384,120.56
osu_allreduce,6,3,32768,133.79
osu_allreduce,6,3,65536,117.98
osu_allreduce,6,3,131072,111.55
osu_allreduce,6,3,262144,119.97
osu_allreduce,6,3,524288,110.09
osu_allreduce,6,3,1048576,599.97
osu_allreduce,6,4,4,4.22
osu_allreduce,6,4,8,3.74
osu_allreduce,6,4,16,3.45
osu_allreduce,6,4,32,3.65
osu_allreduce,6,4,64,3.71
osu_allreduce,6,4,128,3.61
osu_allreduce,6,4,256,23.00
osu_allreduce,6,4,512,47.02
osu_allreduce,6,4,1024,49.64
osu_allreduce,6,4,2048,49.76
osu_allreduce,6,4,4096,71.24
osu_allreduce,6,4,8192,70.90
osu_allreduce,6,4,16384,123.94
osu_allreduce,6,4,32768,132.10
osu_allreduce,6,4,65536,122.01
osu_allreduce,6,4,131072,118.78
osu_allreduce,6,4,262144,123.70
osu_allreduce,6,4,524288,109.42
osu_allreduce,6,4,1048576,592.10
osu_allreduce,6,5,4,4.12
osu_allreduce,6,5,8,3.77
osu_allreduce,6,5,16,3.78
osu_allreduce,6,5,32,3.93
osu_allreduce,6,5,64,3.72
osu_allreduce,6,5,128,3.89
osu_allreduce,6,5,256,23.74
osu_allreduce,6,5,512,47.60
osu_allreduce,6,5,1024,50.40
osu_allreduce,6,5,2048,49.82
osu_allreduce,6,5,4096,71.14
osu_allreduce,6,5,8192,70.51
osu_allreduce,6,5,16384,125.73
osu_allreduce,6,5,32768,129.61
osu_allreduce,6,5,65536,122.00
osu_allreduce,6,5,131072,120.86
osu_allreduce,6,5,262144,131.34
osu_allreduce,6,5,524288,109.92
osu_allreduce,6,5,1048576,591.45
osu_allreduce,6,6,4,4.02
osu_allreduce,6,6,8,3.71
osu_allreduce,6,6,16,3.62
osu_allreduce,6,6,32,3.44
osu_allreduce,6,6,64,3.48
osu_allreduce,6,6,128,3.85
osu_allreduce,6,6,256,22.22
osu_allreduce,6,6,512,46.64
osu_allreduce,6,6,1024,49.37
osu_allreduce,6,6,2048,49.13
osu_allreduce,6,6,4096,70.25
osu_allreduce,6,6,8192,70.65
osu_allreduce,6,6,16384,127.68
osu_allreduce,6,6,32768,131.88
osu_allreduce,6,6,65536,124.35
osu_allreduce,6,6,131072,124.35
osu_allreduce,6,6,262144,131.17
osu_allreduce,6,6,524288,109.59
osu_allreduce,6,6,1048576,589.41
osu_allreduce,8,2,4,4.81
osu_allreduce,8,2,8,4.78
osu_allreduce,8,2,16,4.71
osu_allreduce,8,2,32,4.66
osu_allreduce,8,2,64,4.72
osu_allreduce,8,2,128,4.82
osu_allreduce,8,2,256,23.25
osu_allreduce,8,2,512,45.42
osu_allreduce,8,2,1024,49.17
osu_allreduce,8,2,2048,48.48
osu_allreduce,8,2,4096,94.63
osu_allreduce,8,2,8192,134.31
osu_allreduce,8,2,16384,132.84
osu_allreduce,8,2,32768,135.18
osu_allreduce,8,2,65536,135.84
osu_allreduce,8,2,131072,138.05
osu_allreduce,8,2,262144,140.62
osu_allreduce,8,2,524288,149.25
osu_allreduce,8,2,1048576,167.06
osu_allreduce,8,3,4,4.81
osu_allreduce,8,3,8,4.72
osu_allreduce,8,3,16,4.60
osu_allreduce,8,3,32,4.60
osu_allreduce,8,3,64,4.73
osu_allreduce,8,3,128,4.73
osu_allreduce,8,3,256,22.74
osu_allreduce,8,3,512,45.11
osu_allreduce,8,3,1024,49.10
osu_allreduce,8,3,2048,47.87
osu_allreduce,8,3,4096,92.70
osu_allreduce,8,3,8192,130.08
osu_allreduce,8,3,16384,129.47
osu_allreduce,8,3,32768,131.85
osu_allreduce,8,3,65536,133.37
osu_allreduce,8,3,131072,135.03
osu_allreduce,8,3,262144,137.84
osu_allreduce,8,3,524288,146.40
osu_allreduce,8,3,1048576,164.92
osu_allreduce,8,4,4,4.86
osu_allreduce,8,4,8,4.76
osu_allreduce,8,4,16,4.69
osu_allreduce,8,4,32,4.69
osu_allreduce,8,4,64,4.71
osu_allreduce,8,4,128,4.81
osu_allreduce,8,4,256,23.62
osu_allreduce,8,4,512,45.78
osu_allreduce,8,4,1024,49.78
osu_allreduce,8,4,2048,48.86
osu_allreduce,8,4,4096,93.56
osu_allreduce,8,4,8192,132.70
osu_allreduce,8,4,16384,131.87
osu_allreduce,8,4,32768,133.71
osu_allreduce,8,4,65536,134.35
osu_allreduce,8,4,131072,136.76
osu_allreduce,8,4,262144,139.54
osu_allreduce,8,4,524288,148.71
osu_allreduce,8,4,1048576,167.21
osu_allreduce,8,5,4,4.87
osu_allreduce,8,5,8,4.63
osu_allreduce,8,5,16,4.54
osu_allreduce,8,5,32,4.63
osu_allreduce,8,5,64,4.65
osu_allreduce,8,5,128,4.63
osu_allreduce,8,5,256,22.85
osu_allreduce,8,5,512,45.22
osu_allreduce,8,5,1024,48.69
osu_allreduce,8,5,2048,48.68
osu_allreduce,8,5,4096,94.66
osu_allreduce,8,5,8192,129.66
osu_allreduce,8,5,16384,129.81
osu_allreduce,8,5,32768,132.00
osu_allreduce,8,5,65536,133.20
osu_allreduce,8,5,131072,134.61
osu_allreduce,8,5,262144,138.03
osu_allreduce,8,5,524288,144.72
osu_allreduce,8,5,1048576,162.90
osu_allreduce,8,6,4,4.96
osu_allreduce,8,6,8,4.66
osu_allreduce,8,6,16,4.57
osu_allreduce,8,6,32,4.58
osu_allreduce,8,6,64,4.63
osu_allreduce,8,6,128,4.70
osu_allreduce,8,6,256,22.81
osu_allreduce,8,6,512,44.95
osu_allreduce,8,6,1024,48.75
osu_allreduce,8,6,2048,47.96
osu_allreduce,8,6,4096,92.80
osu_allreduce,8,6,8192,129.03
osu_allreduce,8,6,16384,128.93
osu_allreduce,8,6,32768,132.32
osu_allreduce,8,6,65536,133.17
osu_allreduce,8,6,131072,134.59
osu_allreduce,8,6,262144,138.04
osu_allreduce,8,6,524288,145.53
osu_allreduce,8,6,1048576,164.41
