benchmark,num_gcds,run,size_bytes,latency_us
osu_allreduce,2,2,4,26.04
osu_allreduce,2,2,8,27.29
osu_allreduce,2,2,16,25.06
osu_allreduce,2,2,32,25.08
osu_allreduce,2,2,64,25.26
osu_allreduce,2,2,128,25.39
osu_allreduce,2,2,256,25.42
osu_allreduce,2,2,512,25.70
osu_allreduce,2,2,1024,26.09
osu_allreduce,2,2,2048,26.59
osu_allreduce,2,2,4096,31.30
osu_allreduce,2,2,8192,32.04
osu_allreduce,2,2,16384,45.11
osu_allreduce,2,2,32768,48.75
osu_allreduce,2,2,65536,56.65
osu_allreduce,2,2,131072,75.87
osu_allreduce,2,2,262144,110.04
osu_allreduce,2,2,524288,177.03
osu_allreduce,2,2,1048576,307.07
osu_allreduce,2,3,4,26.25
osu_allreduce,2,3,8,27.38
osu_allreduce,2,3,16,25.43
osu_allreduce,2,3,32,25.40
osu_allreduce,2,3,64,25.44
osu_allreduce,2,3,128,25.40
osu_allreduce,2,3,256,25.45
osu_allreduce,2,3,512,26.02
osu_allreduce,2,3,1024,26.14
osu_allreduce,2,3,2048,26.84
osu_allreduce,2,3,4096,32.44
osu_allreduce,2,3,8192,32.61
osu_allreduce,2,3,16384,47.06
osu_allreduce,2,3,32768,50.75
osu_allreduce,2,3,65536,59.54
osu_allreduce,2,3,131072,77.81
osu_allreduce,2,3,262144,112.74
osu_allreduce,2,3,524288,178.36
osu_allreduce,2,3,1048576,312.39
osu_allreduce,2,4,4,26.10
osu_allreduce,2,4,8,27.38
osu_allreduce,2,4,16,25.33
osu_allreduce,2,4,32,25.43
osu_allreduce,2,4,64,25.43
osu_allreduce,2,4,128,25.58
osu_allreduce,2,4,256,25.51
osu_allreduce,2,4,512,25.79
osu_allreduce,2,4,1024,26.38
osu_allreduce,2,4,2048,27.04
osu_allreduce,2,4,4096,32.12
osu_allreduce,2,4,8192,32.74
osu_allreduce,2,4,16384,46.60
osu_allreduce,2,4,32768,49.71
osu_allreduce,2,4,65536,58.75
osu_allreduce,2,4,131072,77.06
osu_allreduce,2,4,262144,111.78
osu_allreduce,2,4,524288,180.33
osu_allreduce,2,4,1048576,313.86
osu_allreduce,2,5,4,26.47
osu_allreduce,2,5,8,27.57
