
################################################################
# intra_pkg_OAM0   GCD(0,1)   tier=intra_pkg   num_links=4
# Hypothesis: intra-package, 4 links, ~100 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.50
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.51
256                     0.52
512                     4.86
1024                    4.69
2048                    4.91
4096                   13.88
8192                   13.74
16384                  13.70
32768                  13.97
65536                  14.03
131072                 14.46
262144                 15.34
524288                 17.13
1048576                20.81
2097152                27.86
4194304                42.81
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.53
2                       0.51
4                       0.51
8                       0.51
16                      0.50
32                      0.50
64                      0.50
128                     0.52
256                     0.52
512                     4.81
1024                    4.71
2048                    4.86
4096                   14.22
8192                   14.32
16384                  14.59
32768                  14.78
65536                  14.75
131072                 15.12
262144                 16.00
524288                 17.79
1048576                21.27
2097152                28.33
4194304                43.47
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.50
256                     0.51
512                     4.83
1024                    4.68
2048                    4.86
4096                   14.29
8192                   14.33
16384                  14.40
32768                  14.55
65536                  14.73
131072                 15.46
262144                 16.08
524288                 17.79
1048576                21.42
2097152                28.42
4194304                43.63
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.50
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.50
256                     0.51
512                     4.81
1024                    4.78
2048                    4.98
4096                   13.93
8192                   13.68
16384                  13.78
32768                  13.83
65536                  14.10
131072                 14.46
262144                 15.34
524288                 17.21
1048576                20.62
2097152                27.75
4194304                42.94

################################################################
# intra_pkg_OAM2   GCD(4,5)   tier=intra_pkg   num_links=4
# Hypothesis: intra-package, 4 links, ~100 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.51
4                       0.51
8                       0.50
16                      0.49
32                      0.49
64                      0.49
128                     0.50
256                     0.52
512                     4.77
1024                    4.69
2048                    4.78
4096                   14.02
8192                   14.11
16384                  14.33
32768                  14.47
65536                  14.48
131072                 15.03
262144                 15.89
524288                 17.69
1048576                21.05
2097152                28.17
4194304                43.39
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.50
4                       0.50
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.51
256                     0.53
512                     4.74
1024                    4.66
2048                    4.84
4096                   13.61
8192                   13.53
16384                  13.60
32768                  13.89
65536                  14.00
131072                 14.51
262144                 15.08
524288                 16.93
1048576                20.50
2097152                27.52
4194304                42.69
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.50
128                     0.51
256                     0.52
512                     4.70
1024                    4.71
2048                    4.79
4096                   13.86
8192                   13.95
16384                  14.09
32768                  14.18
65536                  14.41
131072                 14.98
262144                 15.60
524288                 17.32
1048576                20.97
2097152                28.07
4194304                43.19
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.53
2                       0.51
4                       0.51
8                       0.51
16                      0.51
32                      0.51
64                      0.52
128                     0.52
256                     0.54
512                     4.71
1024                    4.68
2048                    4.84
4096                   14.05
8192                   14.14
16384                  14.26
32768                  14.36
65536                  14.47
131072                 14.96
262144                 15.88
524288                 17.67
1048576                21.06
2097152                28.34
4194304                43.43
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.51
4                       0.49
8                       0.49
16                      0.50
32                      0.50
64                      0.50
128                     0.51
256                     0.52
512                     4.98
1024                    4.83
2048                    4.80
4096                   13.89
8192                   13.74
16384                  13.89
32768                  14.05
65536                  14.64
131072                 14.63
262144                 15.55
524288                 17.31
1048576                21.25
2097152                27.93
4194304                43.05

################################################################
# intra_pkg_OAM3   GCD(6,7)   tier=intra_pkg   num_links=4
# Hypothesis: intra-package, 4 links, ~100 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.50
128                     0.51
256                     0.52
512                     4.87
1024                    4.72
2048                    4.84
4096                   14.23
8192                   14.24
16384                  14.24
32768                  14.35
65536                  14.83
131072                 15.10
262144                 15.92
524288                 17.70
1048576                21.28
2097152                28.37
4194304                43.54
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.48
8                       0.49
16                      0.48
32                      0.48
64                      0.49
128                     0.50
256                     0.51
512                     4.83
1024                    4.70
2048                    4.90
4096                   13.66
8192                   13.26
16384                  13.43
32768                  13.57
65536                  13.71
131072                 14.04
262144                 14.98
524288                 16.83
1048576                20.22
2097152                27.33
4194304                42.38
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.49
8                       0.49
16                      0.48
32                      0.49
64                      0.49
128                     0.50
256                     0.51
512                     4.87
1024                    4.75
2048                    4.89
4096                   14.24
8192                   14.31
16384                  14.41
32768                  14.53
65536                  14.74
131072                 15.12
262144                 16.03
524288                 17.80
1048576                21.28
2097152                28.44
4194304                43.76
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.50
128                     0.51
256                     0.52
512                     4.85
1024                    4.75
2048                    4.88
4096                   14.30
8192                   14.01
16384                  13.77
32768                  13.83
65536                  13.67
131072                 13.97
262144                 14.85
524288                 16.75
1048576                20.13
2097152                27.23
4194304                42.42
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.50
64                      0.50
128                     0.51
256                     0.52
512                     4.85
1024                    4.77
2048                    4.87
4096                   14.17
8192                   14.09
16384                  14.17
32768                  14.29
65536                  14.46
131072                 14.87
262144                 15.74
524288                 17.95
1048576                21.24
2097152                28.22
4194304                43.46

################################################################
# inter_pkg_2link_06   GCD(0,6)   tier=inter_pkg_2link   num_links=2
# Hypothesis: inter-package, 2 links, ~70 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.50
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.51
256                     0.52
512                     4.89
1024                    4.72
2048                    4.91
4096                   11.16
8192                   11.28
16384                  11.39
32768                  11.57
65536                  11.85
131072                 12.73
262144                 14.40
524288                 17.74
1048576                25.38
2097152                40.15
4194304                70.61
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.53
2                       0.50
4                       0.50
8                       0.50
16                      0.51
32                      0.50
64                      0.50
128                     0.51
256                     0.53
512                     4.97
1024                    4.76
2048                    4.89
4096                   11.15
8192                   11.27
16384                  11.34
32768                  11.54
65536                  11.80
131072                 12.51
262144                 14.37
524288                 17.74
1048576                25.27
2097152                40.09
4194304                70.63
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.48
4                       0.48
8                       0.48
16                      0.48
32                      0.48
64                      0.48
128                     0.50
256                     0.51
512                     4.94
1024                    4.76
2048                    4.99
4096                   11.02
8192                   11.19
16384                  11.26
32768                  11.52
65536                  11.68
131072                 12.46
262144                 14.19
524288                 17.78
1048576                25.32
2097152                40.10
4194304                70.64
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.50
8                       0.49
16                      0.49
32                      0.51
64                      0.50
128                     0.51
256                     0.53
512                     4.90
1024                    4.81
2048                    4.90
4096                   11.10
8192                   11.24
16384                  11.45
32768                  11.65
65536                  11.79
131072                 12.53
262144                 14.19
524288                 17.81
1048576                25.90
2097152                39.89
4194304                69.53
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.50
256                     0.52
512                     4.90
1024                    4.72
2048                    4.87
4096                   11.18
8192                   11.32
16384                  11.57
32768                  11.79
65536                  12.01
131072                 12.67
262144                 14.26
524288                 17.86
1048576                25.55
2097152                40.27
4194304                70.65

################################################################
# inter_pkg_2link_24   GCD(2,4)   tier=inter_pkg_2link   num_links=2
# Hypothesis: inter-package, 2 links, ~70 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.51
256                     0.51
512                     4.83
1024                    4.67
2048                    4.86
4096                   11.03
8192                   11.08
16384                  11.14
32768                  11.33
65536                  11.63
131072                 12.32
262144                 14.02
524288                 17.68
1048576                25.08
2097152                39.96
4194304                70.46
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.50
64                      0.49
128                     0.50
256                     0.52
512                     4.90
1024                    4.69
2048                    4.79
4096                   11.13
8192                   10.96
16384                  10.88
32768                  11.08
65536                  11.25
131072                 12.11
262144                 13.83
524288                 17.46
1048576                24.88
2097152                39.67
4194304                69.66
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.48
8                       0.48
16                      0.48
32                      0.48
64                      0.49
128                     0.50
256                     0.51
512                     4.79
1024                    4.68
2048                    4.77
4096                   11.02
8192                   11.13
16384                  11.25
32768                  11.65
65536                  11.72
131072                 12.43
262144                 14.32
524288                 17.75
1048576                25.33
2097152                40.05
4194304                70.58
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.50
256                     0.52
512                     4.84
1024                    4.72
2048                    4.92
4096                   10.93
8192                   10.75
16384                  10.91
32768                  11.13
65536                  11.36
131072                 12.13
262144                 13.77
524288                 17.41
1048576                24.86
2097152                39.63
4194304                70.03
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.50
4                       0.50
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.50
256                     0.52
512                     4.80
1024                    4.64
2048                    4.72
4096                   11.03
8192                   11.17
16384                  11.24
32768                  11.41
65536                  11.70
131072                 12.38
262144                 14.06
524288                 17.76
1048576                25.32
2097152                40.08
4194304                70.51

################################################################
# inter_pkg_1link_02   GCD(0,2)   tier=inter_pkg_1link   num_links=1
# Hypothesis: inter-package, 1 link, ~35 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.50
256                     0.51
512                     4.89
1024                    4.77
2048                    4.87
4096                    5.02
8192                    5.22
16384                   6.08
32768                   6.32
65536                   7.24
131072                  8.94
262144                 12.55
524288                 19.33
1048576                33.15
2097152                61.17
4194304               118.47
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.52
4                       0.50
8                       0.50
16                      0.50
32                      0.50
64                      0.50
128                     0.51
256                     0.53
512                     4.91
1024                    4.70
2048                    4.91
4096                    5.13
8192                    5.40
16384                   6.09
32768                   6.35
65536                   7.34
131072                  9.10
262144                 12.69
524288                 19.35
1048576                33.21
2097152                61.26
4194304               118.49
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.51
256                     0.52
512                     4.82
1024                    4.72
2048                    4.87
4096                    5.03
8192                    5.31
16384                   6.09
32768                   6.39
65536                   7.25
131072                  8.99
262144                 12.57
524288                 19.33
1048576                33.20
2097152                61.22
4194304               118.50
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.53
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.50
64                      0.51
128                     0.51
256                     0.52
512                     4.92
1024                    4.67
2048                    4.86
4096                    5.05
8192                    5.30
16384                   6.15
32768                   6.33
65536                   7.24
131072                  8.95
262144                 12.55
524288                 19.34
1048576                33.36
2097152                61.21
4194304               118.48
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.49
8                       0.48
16                      0.48
32                      0.48
64                      0.49
128                     0.50
256                     0.51
512                     4.86
1024                    4.73
2048                    4.82
4096                    5.05
8192                    5.45
16384                   6.22
32768                   6.48
65536                   7.39
131072                  9.08
262144                 12.57
524288                 19.36
1048576                33.24
2097152                61.19
4194304               118.46

################################################################
# inter_pkg_1link_13   GCD(1,3)   tier=inter_pkg_1link   num_links=1
# Hypothesis: inter-package, 1 link, ~35 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.49
8                       0.48
16                      0.49
32                      0.48
64                      0.49
128                     0.50
256                     0.51
512                     4.81
1024                    4.71
2048                    4.81
4096                    4.95
8192                    5.15
16384                   5.41
32768                   5.66
65536                   6.45
131072                  8.31
262144                 11.85
524288                 18.63
1048576                32.49
2097152                60.48
4194304               117.78
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.51
256                     0.52
512                     4.87
1024                    4.77
2048                    4.93
4096                    5.09
8192                    5.19
16384                   5.53
32768                   5.76
65536                   6.60
131072                  8.41
262144                 11.90
524288                 18.70
1048576                32.60
2097152                60.54
4194304               117.76
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.49
8                       0.49
16                      0.48
32                      0.48
64                      0.49
128                     0.50
256                     0.51
512                     4.84
1024                    4.71
2048                    4.82
4096                    4.99
8192                    5.15
16384                   5.50
32768                   5.65
65536                   6.53
131072                  8.34
262144                 11.80
524288                 18.58
1048576                32.49
2097152                60.48
4194304               117.75
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.50
256                     0.52
512                     4.85
1024                    4.66
2048                    4.82
4096                    5.05
8192                    5.23
16384                   5.48
32768                   5.67
65536                   6.61
131072                  8.32
262144                 11.86
524288                 18.61
1048576                32.46
2097152                60.46
4194304               117.74
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.53
2                       0.50
4                       0.49
8                       0.49
16                      0.49
32                      0.50
64                      0.50
128                     0.51
256                     0.53
512                     4.89
1024                    4.75
2048                    4.86
4096                    5.00
8192                    5.18
16384                   5.55
32768                   5.74
65536                   6.63
131072                  8.33
262144                 11.91
524288                 18.65
1048576                32.51
2097152                60.52
4194304               117.78

################################################################
# inter_pkg_1link_15   GCD(1,5)   tier=inter_pkg_1link   num_links=1
# Hypothesis: inter-package, 1 link, ~35 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.51
256                     0.52
512                     4.86
1024                    4.71
2048                    4.84
4096                    4.95
8192                    5.17
16384                   5.51
32768                   5.72
65536                   6.60
131072                  8.34
262144                 11.91
524288                 18.66
1048576                32.53
2097152                60.50
4194304               117.79
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.48
8                       0.48
16                      0.48
32                      0.48
64                      0.49
128                     0.51
256                     0.51
512                     4.84
1024                    4.82
2048                    4.85
4096                    4.99
8192                    5.35
16384                   5.64
32768                   5.78
65536                   6.66
131072                  8.40
262144                 11.87
524288                 18.70
1048576                32.59
2097152                60.58
4194304               117.77
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.49
8                       0.48
16                      0.48
32                      0.49
64                      0.49
128                     0.50
256                     0.51
512                     4.80
1024                    4.66
2048                    4.78
4096                    5.00
8192                    5.19
16384                   5.52
32768                   5.72
65536                   6.56
131072                  8.35
262144                 11.76
524288                 18.56
1048576                32.47
2097152                60.42
4194304               117.67
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.53
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.51
64                      0.50
128                     0.52
256                     0.53
512                     4.90
1024                    4.76
2048                    4.90
4096                    5.01
8192                    5.21
16384                   5.47
32768                   5.72
65536                   6.56
131072                  8.35
262144                 11.88
524288                 18.58
1048576                32.52
2097152                60.48
4194304               117.75
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.50
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.50
128                     0.51
256                     0.52
512                     4.79
1024                    4.77
2048                    4.87
4096                    4.96
8192                    5.16
16384                   5.44
32768                   5.69
65536                   6.52
131072                  8.32
262144                 11.85
524288                 18.61
1048576                32.54
2097152                60.48
4194304               117.74

################################################################
# inter_pkg_1link_37   GCD(3,7)   tier=inter_pkg_1link   num_links=1
# Hypothesis: inter-package, 1 link, ~35 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.51
256                     0.52
512                     4.79
1024                    4.71
2048                    4.78
4096                    4.91
8192                    5.11
16384                   5.43
32768                   5.61
65536                   6.45
131072                  8.26
262144                 11.79
524288                 18.52
1048576                32.43
2097152                60.40
4194304               117.72
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.51
256                     0.52
512                     4.80
1024                    4.70
2048                    4.84
4096                    5.09
8192                    5.29
16384                   5.59
32768                   5.77
65536                   6.67
131072                  8.42
262144                 11.89
524288                 18.57
1048576                32.56
2097152                60.54
4194304               117.74
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.53
2                       0.51
4                       0.51
8                       0.51
16                      0.51
32                      0.51
64                      0.52
128                     0.52
256                     0.54
512                     4.84
1024                    4.76
2048                    4.86
4096                    4.93
8192                    5.17
16384                   5.46
32768                   5.66
65536                   6.48
131072                  8.37
262144                 11.83
524288                 18.56
1048576                32.53
2097152                60.51
4194304               117.76
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.50
4                       0.50
8                       0.51
16                      0.50
32                      0.50
64                      0.50
128                     0.51
256                     0.52
512                     4.80
1024                    4.70
2048                    4.87
4096                    4.98
8192                    5.16
16384                   5.54
32768                   5.64
65536                   6.48
131072                  8.30
262144                 11.84
524288                 18.59
1048576                32.50
2097152                60.45
4194304               117.98
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.51
4                       0.50
8                       0.49
16                      0.50
32                      0.50
64                      0.50
128                     0.51
256                     0.52
512                     4.82
1024                    4.73
2048                    4.85
4096                    4.92
8192                    5.12
16384                   5.45
32768                   5.63
65536                   6.44
131072                  8.29
262144                 11.82
524288                 18.54
1048576                32.45
2097152                60.47
4194304               117.69

################################################################
# inter_pkg_1link_46   GCD(4,6)   tier=inter_pkg_1link   num_links=1
# Hypothesis: inter-package, 1 link, ~35 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.50
128                     0.51
256                     0.54
512                     4.83
1024                    4.70
2048                    4.85
4096                    4.96
8192                    5.16
16384                   6.04
32768                   6.27
65536                   7.17
131072                  8.90
262144                 12.47
524288                 19.29
1048576                33.12
2097152                61.08
4194304               118.42
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.49
4                       0.50
8                       0.49
16                      0.49
32                      0.49
64                      0.49
128                     0.51
256                     0.52
512                     4.81
1024                    4.67
2048                    4.76
4096                    4.93
8192                    5.17
16384                   6.04
32768                   6.26
65536                   7.19
131072                  8.90
262144                 12.50
524288                 19.29
1048576                33.17
2097152                61.24
4194304               118.46
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.50
128                     0.50
256                     0.52
512                     4.86
1024                    4.74
2048                    4.90
4096                    5.11
8192                    5.44
16384                   6.25
32768                   6.41
65536                   7.33
131072                  9.05
262144                 12.63
524288                 19.35
1048576                33.20
2097152                61.17
4194304               118.40
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.53
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.50
64                      0.50
128                     0.52
256                     0.52
512                     4.85
1024                    4.71
2048                    4.85
4096                    5.00
8192                    5.35
16384                   6.16
32768                   6.32
65536                   7.28
131072                  8.95
262144                 12.57
524288                 19.32
1048576                33.17
2097152                61.17
4194304               118.52
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
