benchmark,num_gcds,run,size_bytes,latency_us
osu_alltoall,2,2,1,11.63
osu_alltoall,2,2,2,11.96
osu_alltoall,2,2,4,12.28
osu_alltoall,2,2,8,12.59
osu_alltoall,2,2,16,11.45
osu_alltoall,2,2,32,11.34
osu_alltoall,2,2,64,11.16
osu_alltoall,2,2,128,11.14
osu_alltoall,2,2,256,11.22
osu_alltoall,2,2,512,16.19
osu_alltoall,2,2,1024,17.18
osu_alltoall,2,2,2048,17.18
osu_alltoall,2,2,4096,30.64
osu_alltoall,2,2,8192,32.35
osu_alltoall,2,2,16384,32.23
osu_alltoall,2,2,32768,33.37
osu_alltoall,2,2,65536,33.61
osu_alltoall,2,2,131072,33.95
osu_alltoall,2,2,262144,34.12
osu_alltoall,2,2,524288,36.98
osu_alltoall,2,2,1048576,43.40
osu_alltoall,2,3,1,11.85
osu_alltoall,2,3,2,12.10
osu_alltoall,2,3,4,12.42
osu_alltoall,2,3,8,12.71
osu_alltoall,2,3,16,11.63
osu_alltoall,2,3,32,11.54
osu_alltoall,2,3,64,11.29
osu_alltoall,2,3,128,11.21
osu_alltoall,2,3,256,11.36
osu_alltoall,2,3,512,16.28
osu_alltoall,2,3,1024,17.17
osu_alltoall,2,3,2048,17.31
osu_alltoall,2,3,4096,30.50
osu_alltoall,2,3,8192,32.26
osu_alltoall,2,3,16384,32.13
osu_alltoall,2,3,32768,33.90
osu_alltoall,2,3,65536,34.19
osu_alltoall,2,3,131072,34.51
osu_alltoall,2,3,262144,33.67
osu_alltoall,2,3,524288,36.66
osu_alltoall,2,3,1048576,41.79
osu_alltoall,2,4,1,12.05
osu_alltoall,2,4,2,12.05
osu_alltoall,2,4,4,12.43
osu_alltoall,2,4,8,12.68
osu_alltoall,2,4,16,11.53
osu_alltoall,2,4,32,11.52
osu_alltoall,2,4,64,11.24
osu_alltoall,2,4,128,11.40
osu_alltoall,2,4,256,11.40
osu_alltoall,2,4,512,16.41
osu_alltoall,2,4,1024,17.28
osu_alltoall,2,4,2048,17.37
osu_alltoall,2,4,4096,30.54
osu_alltoall,2,4,8192,32.25
osu_alltoall,2,4,16384,32.37
osu_alltoall,2,4,32768,33.29
osu_alltoall,2,4,65536,33.59
osu_alltoall,2,4,131072,33.90
osu_alltoall,2,4,262144,34.11
osu_alltoall,2,4,524288,37.00
osu_alltoall,2,4,1048576,42.18
osu_alltoall,2,5,1,12.06
osu_alltoall,2,5,2,12.01
osu_alltoall,2,5,4,12.18
osu_alltoall,2,5,8,12.72
osu_alltoall,2,5,16,11.55
osu_alltoall,2,5,32,11.60
osu_alltoall,2,5,64,11.52
osu_alltoall,2,5,128,11.58
osu_alltoall,2,5,256,11.55
osu_alltoall,2,5,512,16.40
osu_alltoall,2,5,1024,16.72
osu_alltoall,2,5,2048,17.22
osu_alltoall,2,5,4096,30.73
osu_alltoall,2,5,8192,31.96
osu_alltoall,2,5,16384,31.91
osu_alltoall,2,5,32768,33.07
osu_alltoall,2,5,65536,33.51
osu_alltoall,2,5,131072,33.89
osu_alltoall,2,5,262144,33.83
osu_alltoall,2,5,524288,36.01
osu_alltoall,2,5,1048576,41.86
osu_alltoall,2,6,1,11.65
osu_alltoall,2,6,2,12.01
osu_alltoall,2,6,4,12.27
osu_alltoall,2,6,8,12.37
osu_alltoall,2,6,16,11.54
osu_alltoall,2,6,32,11.38
osu_alltoall,2,6,64,11.14
osu_alltoall,2,6,128,11.15
osu_alltoall,2,6,256,11.18
osu_alltoall,2,6,512,16.27
osu_alltoall,2,6,1024,17.12
osu_alltoall,2,6,2048,17.10
osu_alltoall,2,6,4096,30.38
osu_alltoall,2,6,8192,32.08
osu_alltoall,2,6,16384,32.54
osu_alltoall,2,6,32768,33.03
osu_alltoall,2,6,65536,33.30
osu_alltoall,2,6,131072,33.69
osu_alltoall,2,6,262144,33.78
osu_alltoall,2,6,524288,36.73
osu_alltoall,2,6,1048576,42.02
osu_alltoall,4,2,1,16.32
osu_alltoall,4,2,2,16.51
osu_alltoall,4,2,4,16.07
osu_alltoall,4,2,8,17.48
osu_alltoall,4,2,16,15.05
osu_alltoall,4,2,32,15.02
osu_alltoall,4,2,64,14.91
osu_alltoall,4,2,128,26.41
osu_alltoall,4,2,256,26.27
osu_alltoall,4,2,512,26.01
osu_alltoall,4,2,1024,26.03
osu_alltoall,4,2,2048,26.54
osu_alltoall,4,2,4096,41.80
osu_alltoall,4,2,8192,42.18
osu_alltoall,4,2,16384,41.81
osu_alltoall,4,2,32768,42.20
osu_alltoall,4,2,65536,43.43
osu_alltoall,4,2,131072,45.21
osu_alltoall,4,2,262144,51.48
osu_alltoall,4,2,524288,99.03
osu_alltoall,4,2,1048576,103.01
osu_alltoall,4,3,1,16.05
osu_alltoall,4,3,2,16.10
osu_alltoall,4,3,4,15.99
osu_alltoall,4,3,8,17.35
osu_alltoall,4,3,16,14.88
osu_alltoall,4,3,32,14.88
osu_alltoall,4,3,64,14.60
osu_alltoall,4,3,128,25.51
osu_alltoall,4,3,256,25.85
osu_alltoall,4,3,512,25.94
osu_alltoall,4,3,1024,26.16
osu_alltoall,4,3,2048,26.35
osu_alltoall,4,3,4096,41.13
osu_alltoall,4,3,8192,41.46
osu_alltoall,4,3,16384,42.79
osu_alltoall,4,3,32768,46.42
osu_alltoall,4,3,65536,43.08
osu_alltoall,4,3,131072,44.02
osu_alltoall,4,3,262144,50.45
osu_alltoall,4,3,524288,95.25
osu_alltoall,4,3,1048576,101.48
osu_alltoall,4,4,1,16.39
osu_alltoall,4,4,2,16.28
osu_alltoall,4,4,4,15.78
osu_alltoall,4,4,8,17.14
osu_alltoall,4,4,16,14.65
osu_alltoall,4,4,32,14.72
osu_alltoall,4,4,64,14.64
osu_alltoall,4,4,128,26.01
osu_alltoall,4,4,256,26.03
osu_alltoall,4,4,512,25.81
osu_alltoall,4,4,1024,26.05
osu_alltoall,4,4,2048,26.48
osu_alltoall,4,4,4096,41.65
osu_alltoall,4,4,8192,42.70
osu_alltoall,4,4,16384,42.05
osu_alltoall,4,4,32768,43.31
osu_alltoall,4,4,65536,43.88
osu_alltoall,4,4,131072,44.43
osu_alltoall,4,4,262144,52.13
osu_alltoall,4,4,524288,93.37
osu_alltoall,4,4,1048576,101.61
