Using OSU collective binaries from: /users/joglekar/eessi/versions/2025.06/software/linux/x86_64/amd/zen3/software/OSU-Micro-Benchmarks/7.5-rompi-2025a/libexec/osu-micro-benchmarks/mpi/collective

################################################################
# osu_alltoall  N=2 GCDs   devices=0,1   cpu_mask=49,57
################################################################
  [run 1/6] warm-up starting

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      40.55
2                      42.73
4                      43.75
8                      44.09
16                     44.15
32                     43.96
64                     44.21
128                    46.68
256                    45.04
512                    45.83
1024                   46.44
2048                   48.80
4096                   53.09
8192                   62.76
16384                  83.03
32768                 124.18
65536                  82.34
131072                106.35
262144                164.45
524288                276.47
1048576               473.85
  [run 4/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      40.53
2                      42.74
4                      43.64
8                      43.92
16                     43.53
32                     43.52
64                     44.17
128                    46.58
256                    44.82
512                    45.34
1024                   46.55
2048                   48.47
4096                   53.06
8192                   62.54
16384                  82.78
32768                 123.98
65536                  81.78
131072                106.05
262144                164.68
524288                276.47
1048576               474.36
  [run 5/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      40.31
2                      42.50
4                      43.79
8                      43.86
16                     43.66
32                     43.91
64                     44.06
128                    46.34
256                    44.77
512                    45.34
1024                   46.36
2048                   48.70
4096                   52.88
8192                   62.28
16384                  82.90
32768                 124.30
65536                  82.50
131072                106.42
262144                164.41
524288                276.92
1048576               473.40
  [run 6/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      40.53
2                      42.57
4                      43.36
8                      43.61
16                     43.68
32                     43.57
64                     44.22
128                    46.50
256                    44.84
512                    45.27
1024                   46.32
2048                   48.38
4096                   52.87
8192                   62.78
16384                  83.08
32768                 124.52
65536                  82.52
131072                106.98
262144                164.77
524288                277.04
1048576               473.83

################################################################
# osu_alltoall  N=8 GCDs   devices=0,1,2,3,4,5,6,7   cpu_mask=49,57,17,25,1,9,33,41
################################################################
  [run 1/6] warm-up starting

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.16
2                      30.68
4                      31.18
8                      30.92
16                     30.91
32                     30.87
64                     31.21
128                    33.94
256                    31.66
512                    31.71
1024                   31.93
2048                   32.65
4096                   34.21
8192                   34.88
16384                  39.24
32768                  45.78
65536                  44.42
131072                 52.12
262144                 69.06
524288                102.08
1048576               169.32
  [run 2/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.89
2                      30.67
4                      31.17
8                      31.35
16                     31.61
32                     31.28
64                     31.40
128                    34.49
256                    31.70
512                    31.91
1024                   32.07
2048                   32.89
4096                   34.44
8192                   35.12
16384                  38.59
32768                  45.67
65536                  45.10
131072                 51.35
262144                 68.84
524288                101.91
1048576               169.32
  [run 3/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.50
2                      30.70
4                      31.74
8                      31.55
16                     31.46
32                     31.48
64                     31.58
128                    34.15
256                    31.82
512                    31.70
1024                   32.10
2048                   32.97
4096                   34.51
8192                   35.00
16384                  38.86
32768                  45.65
65536                  45.25
131072                 51.25
262144                 68.76
524288                102.01
1048576               169.34
  [run 4/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      26.89
2                      30.64
4                      31.23
8                      31.23
16                     31.27
32                     31.36
64                     31.49
128                    34.21
256                    31.83
512                    31.86
1024                   31.99
2048                   32.93
4096                   34.44
8192                   34.95
16384                  38.85
32768                  45.37
65536                  44.60
131072                 51.21
262144                 68.52
524288                101.80
1048576               168.99
  [run 5/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.39
2                      30.82
4                      31.40
8                      31.38
16                     31.26
32                     31.31
64                     31.03
128                    34.22
256                    31.90
512                    31.92
1024                   32.03
2048                   32.55
4096                   34.16
8192                   34.83
16384                  38.19
32768                  45.64
65536                  45.21
131072                 51.36
262144                 68.56
524288                101.93
1048576               169.25
  [run 6/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.27
2                      30.59
4                      31.46
8                      31.48
16                     31.48
32                     31.51
64                     31.66
128                    34.44
256                    31.71
512                    31.96
1024                   32.07
2048                   32.83
4096                   34.37
8192                   35.11
16384                  39.30
32768                  45.83
65536                  44.76
131072                 51.37
262144                 68.62
524288                101.86
1048576               169.26
