Using OSU collective binaries from: /users/joglekar/eessi/versions/2025.06/software/linux/x86_64/amd/zen3/software/OSU-Micro-Benchmarks/7.5-rompi-2025a/libexec/osu-micro-benchmarks/mpi/collective

################################################################
# osu_alltoall  N=2 GCDs   devices=0,1   cpu_mask=49,57
################################################################
  [run 1/6] warm-up starting

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.15
2                      24.74
4                      25.26
8                      25.28
16                     25.26
32                     25.25
64                     25.42
128                    26.72
256                    25.85
512                    25.93
1024                   26.64
2048                   27.92
4096                   29.26
8192                   28.51
16384                  28.77
32768                  29.15
65536                  32.20
131072                 38.22
262144                 36.10
524288                 37.73
1048576                46.70
  [run 2/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.08
2                      24.86
4                      25.48
8                      25.63
16                     25.47
32                     25.49
64                     25.62
128                    26.94
256                    26.09
512                    26.41
1024                   27.05
2048                   28.06
4096                   29.34
8192                   28.71
16384                  29.06
32768                  29.32
65536                  32.29
131072                 38.35
262144                 36.51
524288                 38.53
1048576                47.00
  [run 3/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.86
2                      24.75
4                      25.19
8                      25.14
16                     25.10
32                     25.16
64                     25.32
128                    26.64
256                    25.68
512                    26.18
1024                   26.69
2048                   27.80
4096                   29.11
8192                   28.37
16384                  28.65
32768                  28.92
65536                  32.06
131072                 38.28
262144                 36.09
524288                 37.37
1048576                46.61
  [run 4/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.82
2                      24.72
4                      25.31
8                      25.27
16                     25.24
32                     25.38
64                     25.43
128                    26.77
256                    25.83
512                    26.24
1024                   26.88
2048                   28.24
4096                   29.38
8192                   28.48
16384                  28.80
32768                  29.29
65536                  32.36
131072                 38.39
262144                 36.25
524288                 38.01
1048576                47.04
  [run 5/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.94
2                      24.69
4                      25.09
8                      25.16
16                     25.13
32                     25.09
64                     25.21
128                    26.51
256                    25.43
512                    25.80
1024                   26.56
2048                   27.89
4096                   28.78
8192                   28.14
16384                  28.37
32768                  28.99
65536                  31.91
131072                 38.11
262144                 35.84
524288                 37.46
1048576                46.51
  [run 6/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.07
2                      25.00
4                      25.61
8                      25.59
16                     25.57
32                     25.54
64                     25.70
128                    26.98
256                    26.05
512                    26.53
1024                   27.09
2048                   28.42
4096                   29.50
8192                   28.62
16384                  28.79
32768                  29.30
65536                  32.35
131072                 38.49
262144                 36.34
524288                 37.96
1048576                46.92

################################################################
# osu_alltoall  N=4 GCDs   devices=0,1,2,3   cpu_mask=49,57,17,25
################################################################
  [run 1/6] warm-up starting

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.52
2                      26.44
4                      27.11
8                      27.25
16                     27.14
32                     27.28
64                     27.44
128                    29.22
256                    27.76
512                    28.05
1024                   28.33
2048                   28.96
4096                   30.45
8192                   30.59
16384                  33.63
32768                  40.03
65536                  39.64
131072                 41.92
262144                 54.35
524288                 80.58
1048576               131.76
  [run 2/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.51
2                      26.65
4                      27.28
8                      27.48
16                     27.33
32                     27.25
64                     27.38
128                    28.80
256                    27.62
512                    27.93
1024                   27.98
2048                   29.34
4096                   30.65
8192                   30.56
16384                  33.37
32768                  40.34
65536                  39.61
131072                 41.54
262144                 54.32
524288                 80.46
1048576               131.96
  [run 3/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.66
2                      26.37
4                      26.93
8                      26.94
16                     26.91
32                     26.91
64                     27.22
128                    29.24
256                    27.87
512                    27.79
1024                   27.98
2048                   28.46
4096                   30.18
8192                   30.34
16384                  33.85
32768                  40.00
65536                  39.53
131072                 41.89
262144                 54.30
524288                 80.49
1048576               131.69
  [run 4/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.63
2                      26.55
4                      27.50
8                      27.46
16                     27.48
32                     27.51
64                     27.73
128                    29.22
256                    27.96
512                    28.02
1024                   28.42
2048                   29.33
4096                   30.81
8192                   30.49
16384                  33.57
32768                  40.55
65536                  39.38
131072                 41.64
262144                 54.47
524288                 80.20
1048576               131.85
  [run 5/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.45
2                      26.59
4                      27.31
8                      27.53
16                     27.52
32                     27.57
64                     27.72
128                    29.30
256                    27.84
512                    27.96
1024                   28.43
2048                   29.26
4096                   30.55
8192                   30.64
16384                  34.21
32768                  39.84
65536                  40.12
131072                 41.60
262144                 54.32
524288                 80.78
1048576               131.85
  [run 6/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      24.81
2                      26.96
4                      27.47
8                      27.48
16                     27.34
32                     27.26
64                     27.57
128                    29.32
256                    28.05
512                    28.09
1024                   28.63
2048                   29.28
4096                   30.58
8192                   30.62
16384                  33.49
32768                  40.04
65536                  39.81
131072                 42.24
262144                 54.59
524288                 80.82
1048576               131.97

################################################################
# osu_alltoall  N=6 GCDs   devices=0,1,2,3,4,5   cpu_mask=49,57,17,25,1,9
################################################################
  [run 1/6] warm-up starting

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      40.48
2                      42.72
4                      43.72
8                      43.72
16                     43.60
32                     43.72
64                     44.15
128                    46.49
256                    45.00
512                    45.72
1024                   46.59
2048                   48.94
4096                   53.18
8192                   63.07
16384                  82.80
32768                 124.36
65536                  82.23
131072                106.41
262144                164.44
524288                276.17
1048576               472.96
  [run 2/6] recording

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      40.70
2                      42.83
4                      44.03
8                      43.93
16                     43.89
32                     44.04
64                     44.20
128                    46.51
256                    45.02
512                    45.78
1024                   47.09
2048                   48.67
4096                   53.30
8192                   62.98
16384                  83.51
32768                 124.78
65536                  82.73
131072                107.46
262144                165.46
524288                277.30
1048576               474.01
  [run 3/6] recording

