benchmark,num_gcds,run,size_bytes,latency_us
osu_alltoall,2,2,1,1.67
osu_alltoall,2,2,2,1.59
osu_alltoall,2,2,4,1.63
osu_alltoall,2,2,8,1.60
osu_alltoall,2,2,16,1.59
osu_alltoall,2,2,32,1.55
osu_alltoall,2,2,64,1.61
osu_alltoall,2,2,128,1.62
osu_alltoall,2,2,256,1.71
osu_alltoall,2,2,512,11.34
osu_alltoall,2,2,1024,11.60
osu_alltoall,2,2,2048,11.53
osu_alltoall,2,2,4096,18.30
osu_alltoall,2,2,8192,18.74
osu_alltoall,2,2,16384,18.67
osu_alltoall,2,2,32768,20.44
osu_alltoall,2,2,65536,23.68
osu_alltoall,2,2,131072,31.21
osu_alltoall,2,2,262144,57.14
osu_alltoall,2,2,524288,105.21
osu_alltoall,2,2,1048576,137.65
osu_alltoall,2,3,1,1.69
osu_alltoall,2,3,2,1.60
osu_alltoall,2,3,4,1.55
osu_alltoall,2,3,8,1.60
osu_alltoall,2,3,16,1.56
osu_alltoall,2,3,32,1.59
osu_alltoall,2,3,64,1.55
osu_alltoall,2,3,128,1.57
osu_alltoall,2,3,256,1.62
osu_alltoall,2,3,512,11.40
osu_alltoall,2,3,1024,11.34
osu_alltoall,2,3,2048,11.63
osu_alltoall,2,3,4096,18.62
osu_alltoall,2,3,8192,18.82
osu_alltoall,2,3,16384,19.24
osu_alltoall,2,3,32768,20.83
osu_alltoall,2,3,65536,25.19
osu_alltoall,2,3,131072,35.17
osu_alltoall,2,3,262144,62.93
osu_alltoall,2,3,524288,110.14
osu_alltoall,2,3,1048576,142.27
osu_alltoall,2,4,1,1.59
osu_alltoall,2,4,2,1.60
osu_alltoall,2,4,4,1.52
osu_alltoall,2,4,8,1.52
osu_alltoall,2,4,16,1.52
osu_alltoall,2,4,32,1.52
osu_alltoall,2,4,64,1.52
osu_alltoall,2,4,128,1.55
osu_alltoall,2,4,256,1.56
osu_alltoall,2,4,512,11.34
osu_alltoall,2,4,1024,12.54
osu_alltoall,2,4,2048,12.45
osu_alltoall,2,4,4096,18.35
osu_alltoall,2,4,8192,18.72
osu_alltoall,2,4,16384,19.42
osu_alltoall,2,4,32768,20.82
osu_alltoall,2,4,65536,24.94
osu_alltoall,2,4,131072,30.33
osu_alltoall,2,4,262144,57.66
osu_alltoall,2,4,524288,105.43
osu_alltoall,2,4,1048576,136.51
osu_alltoall,2,5,1,1.64
osu_alltoall,2,5,2,1.65
osu_alltoall,2,5,4,1.58
osu_alltoall,2,5,8,1.60
osu_alltoall,2,5,16,1.57
osu_alltoall,2,5,32,1.60
osu_alltoall,2,5,64,1.57
osu_alltoall,2,5,128,1.59
osu_alltoall,2,5,256,1.65
osu_alltoall,2,5,512,11.33
osu_alltoall,2,5,1024,11.89
osu_alltoall,2,5,2048,11.62
osu_alltoall,2,5,4096,18.37
osu_alltoall,2,5,8192,18.56
osu_alltoall,2,5,16384,18.54
osu_alltoall,2,5,32768,19.85
osu_alltoall,2,5,65536,24.52
osu_alltoall,2,5,131072,34.07
osu_alltoall,2,5,262144,61.39
osu_alltoall,2,5,524288,108.24
osu_alltoall,2,5,1048576,141.66
osu_alltoall,2,6,1,1.67
osu_alltoall,2,6,2,1.61
osu_alltoall,2,6,4,1.55
osu_alltoall,2,6,8,1.56
osu_alltoall,2,6,16,1.59
osu_alltoall,2,6,32,1.59
osu_alltoall,2,6,64,1.61
osu_alltoall,2,6,128,1.64
osu_alltoall,2,6,256,1.65
osu_alltoall,2,6,512,11.39
osu_alltoall,2,6,1024,11.50
osu_alltoall,2,6,2048,11.22
osu_alltoall,2,6,4096,18.15
osu_alltoall,2,6,8192,18.67
osu_alltoall,2,6,16384,18.49
osu_alltoall,2,6,32768,19.78
osu_alltoall,2,6,65536,23.50
osu_alltoall,2,6,131072,30.37
osu_alltoall,2,6,262144,55.87
osu_alltoall,2,6,524288,104.21
osu_alltoall,2,6,1048576,137.41
osu_alltoall,4,2,1,3.38
osu_alltoall,4,2,2,3.36
osu_alltoall,4,2,4,3.11
osu_alltoall,4,2,8,3.19
osu_alltoall,4,2,16,3.05
osu_alltoall,4,2,32,3.09
osu_alltoall,4,2,64,3.20
osu_alltoall,4,2,128,3.10
osu_alltoall,4,2,256,3.13
osu_alltoall,4,2,512,27.44
osu_alltoall,4,2,1024,27.73
osu_alltoall,4,2,2048,21.80
osu_alltoall,4,2,4096,44.63
osu_alltoall,4,2,8192,44.00
osu_alltoall,4,2,16384,45.12
osu_alltoall,4,2,32768,46.66
osu_alltoall,4,2,65536,53.38
osu_alltoall,4,2,131072,70.65
osu_alltoall,4,2,262144,127.21
osu_alltoall,4,2,524288,219.96
osu_alltoall,4,2,1048576,255.56
osu_alltoall,4,3,1,3.52
osu_alltoall,4,3,2,3.28
osu_alltoall,4,3,4,3.27
osu_alltoall,4,3,8,3.13
osu_alltoall,4,3,16,3.09
osu_alltoall,4,3,32,3.10
osu_alltoall,4,3,64,3.15
osu_alltoall,4,3,128,3.28
osu_alltoall,4,3,256,3.24
osu_alltoall,4,3,512,26.88
osu_alltoall,4,3,1024,26.97
osu_alltoall,4,3,2048,21.00
osu_alltoall,4,3,4096,44.40
osu_alltoall,4,3,8192,44.32
osu_alltoall,4,3,16384,47.34
osu_alltoall,4,3,32768,49.05
osu_alltoall,4,3,65536,53.01
osu_alltoall,4,3,131072,72.11
osu_alltoall,4,3,262144,121.28
osu_alltoall,4,3,524288,216.94
osu_alltoall,4,3,1048576,253.29
osu_alltoall,4,4,1,3.93
osu_alltoall,4,4,2,3.32
osu_alltoall,4,4,4,3.28
osu_alltoall,4,4,8,3.10
osu_alltoall,4,4,16,3.24
osu_alltoall,4,4,32,3.13
osu_alltoall,4,4,64,3.27
osu_alltoall,4,4,128,3.22
osu_alltoall,4,4,256,3.32
osu_alltoall,4,4,512,26.38
osu_alltoall,4,4,1024,26.55
osu_alltoall,4,4,2048,20.22
osu_alltoall,4,4,4096,44.34
osu_alltoall,4,4,8192,45.17
osu_alltoall,4,4,16384,46.59
osu_alltoall,4,4,32768,47.58
osu_alltoall,4,4,65536,50.94
osu_alltoall,4,4,131072,66.62
osu_alltoall,4,4,262144,116.71
osu_alltoall,4,4,524288,208.90
osu_alltoall,4,4,1048576,248.11
osu_alltoall,4,5,1,3.96
osu_alltoall,4,5,2,3.32
osu_alltoall,4,5,4,3.23
osu_alltoall,4,5,8,3.10
osu_alltoall,4,5,16,3.19
osu_alltoall,4,5,32,3.09
osu_alltoall,4,5,64,3.25
osu_alltoall,4,5,128,3.16
osu_alltoall,4,5,256,3.23
osu_alltoall,4,5,512,26.90
osu_alltoall,4,5,1024,26.38
osu_alltoall,4,5,2048,21.12
osu_alltoall,4,5,4096,44.11
osu_alltoall,4,5,8192,44.65
osu_alltoall,4,5,16384,45.86
osu_alltoall,4,5,32768,47.79
osu_alltoall,4,5,65536,53.60
osu_alltoall,4,5,131072,73.61
osu_alltoall,4,5,262144,129.27
osu_alltoall,4,5,524288,214.26
osu_alltoall,4,5,1048576,258.39
osu_alltoall,4,6,1,3.85
osu_alltoall,4,6,2,3.29
osu_alltoall,4,6,4,3.10
osu_alltoall,4,6,8,3.07
osu_alltoall,4,6,16,3.06
osu_alltoall,4,6,32,3.07
osu_alltoall,4,6,64,3.08
osu_alltoall,4,6,128,3.12
osu_alltoall,4,6,256,3.15
osu_alltoall,4,6,512,27.02
osu_alltoall,4,6,1024,27.33
osu_alltoall,4,6,2048,21.24
osu_alltoall,4,6,4096,44.36
osu_alltoall,4,6,8192,45.15
osu_alltoall,4,6,16384,46.67
osu_alltoall,4,6,32768,47.60
osu_alltoall,4,6,65536,51.08
osu_alltoall,4,6,131072,68.10
osu_alltoall,4,6,262144,117.35
osu_alltoall,4,6,524288,211.68
osu_alltoall,4,6,1048576,247.50
