################# EESSI STACK (HSA_ENABLE_SDMA=0) ##################

# [eessi sdma=0] intra_pkg_OAM0  GCD(0,1) tier=intra_pkg
  [run 1/6] warm-up — 21:14:25
  [run 1/6] warm-up done in 12s
  [run 2/6] recording — 21:14:37
  [run 2/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
32768                  14.67
65536                  14.87
131072                 15.40
262144                 17.02
524288                 18.57
1048576                22.41
2097152                30.14
4194304                41.05

# [eessi sdma=0] intra_pkg_OAM2  GCD(4,5) tier=intra_pkg
  [run 1/6] warm-up — 21:15:11
  [run 1/6] warm-up done in 4s
  [run 2/6] recording — 21:15:14
  [run 2/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.50
4                       0.49
8                       0.49
16                      0.53
32                      0.49
64                      0.58
128                     0.58
256                     0.64
512                    20.74
1024                   13.59
2048                   13.61
4096                   13.60
8192                   13.82
16384                  13.85
32768                  14.31
65536                  14.58
131072                 15.12
262144                 16.63
524288                 18.22
1048576                22.05
2097152                29.77
4194304                40.99
  [run 3/6] recording — 21:15:17
  [run 3/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.58
128                     0.57
256                     0.64
512                    20.71
1024                   13.85
2048                   13.59
4096                   13.57
8192                   14.07
16384                  13.86
32768                  14.39
65536                  14.64
131072                 15.16
262144                 16.69
524288                 18.09
1048576                22.04
2097152                29.94
4194304                40.94
  [run 4/6] recording — 21:15:20
  [run 4/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.17
2                       0.50
4                       0.53
8                       0.51
16                      0.60
32                      0.61
64                      0.70
128                     0.66
256                     0.76
512                    20.86
1024                   13.67
2048                   13.84
4096                   13.66
8192                   13.90
16384                  13.85
32768                  14.58
65536                  14.57
131072                 15.31
262144                 16.83
524288                 18.21
1048576                22.19
2097152                29.90
4194304                40.94
  [run 5/6] recording — 21:15:23
  [run 5/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.15
2                       0.49
4                       0.49
8                       0.50
16                      0.49
32                      0.50
64                      0.57
128                     0.58
256                     0.64
512                    20.71
1024                   13.54
2048                   13.51
4096                   13.52
8192                   13.76
16384                  13.81
32768                  14.30
65536                  14.53
131072                 15.12
262144                 16.72
524288                 18.10
1048576                22.10
2097152                29.89
4194304                40.94
  [run 6/6] recording — 21:15:26
  [run 6/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.15
2                       0.49
4                       0.52
8                       0.53
16                      0.54
32                      0.51
64                      0.62
128                     0.64
256                     0.67
512                    21.31
1024                   13.94
2048                   13.65
4096                   13.59
8192                   13.99
16384                  13.84
32768                  14.34
65536                  14.58
131072                 15.13
262144                 16.82
524288                 18.08
1048576                22.17
2097152                29.81
4194304                41.08

# [eessi sdma=0] inter_pkg_2link_06  GCD(0,6) tier=inter_pkg_2link
  [run 1/6] warm-up — 21:15:29
  [run 1/6] warm-up done in 3s
  [run 2/6] recording — 21:15:32
  [run 2/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.57
128                     0.57
256                     0.64
512                    22.93
1024                   15.86
2048                   15.90
4096                   15.86
8192                   15.76
16384                  15.84
32768                  16.42
65536                  16.86
131072                 17.82
262144                 20.18
524288                 23.05
1048576                30.77
2097152                42.55
4194304                66.50
  [run 3/6] recording — 21:15:35
  [run 3/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.06
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.60
128                     0.57
256                     0.63
512                    23.22
1024                   15.98
2048                   16.11
4096                   16.00
8192                   15.79
16384                  16.12
32768                  16.48
65536                  17.17
131072                 18.07
262144                 20.39
524288                 23.37
1048576                30.94
2097152                42.41
4194304                66.52
  [run 4/6] recording — 21:15:38
  [run 4/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.06
2                       0.49
4                       0.49
8                       0.49
16                      0.48
32                      0.49
64                      0.57
128                     0.57
256                     0.63
512                    23.29
1024                   16.00
2048                   16.09
4096                   16.20
8192                   15.86
16384                  16.05
32768                  16.73
65536                  17.18
131072                 18.09
262144                 20.45
524288                 23.29
1048576                30.83
2097152                42.61
4194304                66.62
  [run 5/6] recording — 21:15:41
  [run 5/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.15
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.59
128                     0.57
256                     0.64
512                    23.00
1024                   16.01
2048                   15.97
4096                   15.92
8192                   15.94
16384                  15.89
32768                  16.83
65536                  16.97
131072                 18.14
262144                 20.19
524288                 23.34
1048576                30.96
2097152                42.65
4194304                66.77
  [run 6/6] recording — 21:15:44
  [run 6/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.11
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.50
64                      0.58
128                     0.58
256                     0.65
512                    23.41
1024                   15.93
2048                   15.89
4096                   16.00
8192                   16.14
16384                  15.91
32768                  16.89
65536                  16.91
131072                 18.05
262144                 20.22
524288                 23.31
1048576                30.88
2097152                42.65
4194304                66.73

# [eessi sdma=0] inter_pkg_2link_24  GCD(2,4) tier=inter_pkg_2link
  [run 1/6] warm-up — 21:15:47
  [run 1/6] warm-up done in 3s
  [run 2/6] recording — 21:15:50
  [run 2/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.07
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.57
128                     0.57
256                     0.63
512                    22.64
1024                   15.17
2048                   15.26
4096                   15.32
8192                   15.14
16384                  15.05
32768                  15.62
65536                  16.31
131072                 17.06
262144                 19.59
524288                 22.47
1048576                30.24
2097152                42.26
4194304                66.41
  [run 3/6] recording — 21:15:53
  [run 3/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.50
64                      0.58
128                     0.58
256                     0.64
512                    22.77
1024                   15.15
2048                   15.28
4096                   15.37
8192                   15.09
16384                  15.32
32768                  15.69
65536                  16.38
131072                 17.08
262144                 19.61
524288                 22.26
1048576                30.34
2097152                42.10
4194304                66.20
  [run 4/6] recording — 21:15:56
  [run 4/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.18
2                       0.54
4                       0.52
8                       0.52
16                      0.52
32                      0.52
64                      0.60
128                     0.60
256                     0.66
512                    22.26
1024                   15.11
2048                   15.38
4096                   15.02
8192                   14.97
16384                  15.38
32768                  15.63
65536                  16.12
131072                 17.05
262144                 19.38
524288                 22.21
1048576                30.23
2097152                41.94
4194304                66.24
  [run 5/6] recording — 21:15:59
  [run 5/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.60
128                     0.64
256                     0.73
512                    22.54
1024                   15.09
2048                   15.32
4096                   15.02
8192                   15.49
16384                  15.28
32768                  15.67
65536                  16.19
131072                 17.27
262144                 19.43
524288                 22.26
1048576                30.42
2097152                42.18
4194304                66.49
  [run 6/6] recording — 21:16:02
  [run 6/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.57
128                     0.62
256                     0.63
512                    22.13
1024                   15.13
2048                   15.11
4096                   15.26
8192                   14.94
16384                  15.04
32768                  15.63
65536                  16.24
131072                 17.22
262144                 19.32
524288                 22.18
1048576                30.22
2097152                41.94
4194304                66.38

# [eessi sdma=0] inter_pkg_1link_02  GCD(0,2) tier=inter_pkg_1link
  [run 1/6] warm-up — 21:16:05
  [run 1/6] warm-up done in 3s
  [run 2/6] recording — 21:16:08
  [run 2/6] done in 4s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.17
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.50
64                      0.59
128                     0.58
256                     0.64
512                    22.80
1024                   15.89
2048                   15.93
4096                   15.89
8192                   15.64
16384                  15.83
32768                  16.63
65536                  17.44
131072                 19.25
262144                 23.15
524288                 29.92
1048576                43.37
2097152                66.54
4194304               118.43
  [run 3/6] recording — 21:16:12
  [run 3/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.14
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.58
128                     0.57
256                     0.64
512                    22.76
1024                   15.59
2048                   15.62
4096                   15.58
8192                   15.62
16384                  15.81
32768                  16.89
65536                  18.71
131072                 19.61
262144                 23.27
524288                 29.98
1048576                43.30
2097152                66.58
4194304               118.49
  [run 4/6] recording — 21:16:15
  [run 4/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.49
4                       0.49
8                       0.49
16                      0.50
32                      0.49
64                      0.58
128                     0.58
256                     0.64
512                    22.72
1024                   15.94
2048                   15.69
4096                   15.60
8192                   15.64
16384                  15.88
32768                  16.63
65536                  17.44
131072                 19.25
262144                 23.18
524288                 29.92
1048576                43.34
2097152                66.58
4194304               118.53
  [run 5/6] recording — 21:16:18
  [run 5/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.15
2                       0.51
4                       0.51
8                       0.50
16                      0.50
32                      0.50
64                      0.59
128                     0.59
256                     0.65
512                    23.53
1024                   15.64
2048                   15.66
4096                   15.84
8192                   15.95
16384                  15.87
32768                  16.67
65536                  17.58
131072                 19.25
262144                 23.17
524288                 30.05
1048576                43.32
2097152                66.47
4194304               118.51
  [run 6/6] recording — 21:16:21
  [run 6/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.14
2                       0.49
4                       0.50
8                       0.49
16                      0.49
32                      0.49
64                      0.57
128                     0.58
256                     0.64
512                    22.70
1024                   15.61
2048                   15.60
4096                   15.61
8192                   15.62
16384                  16.12
32768                  16.85
65536                  17.44
131072                 19.22
262144                 23.15
524288                 29.87
1048576                43.33
2097152                66.38
4194304               118.43

# [eessi sdma=0] inter_pkg_1link_15  GCD(1,5) tier=inter_pkg_1link
  [run 1/6] warm-up — 21:16:24
  [run 1/6] warm-up done in 3s
  [run 2/6] recording — 21:16:27
  [run 2/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.50
64                      0.59
128                     0.60
256                     0.64
512                    20.58
1024                   13.39
2048                   13.03
4096                   13.20
8192                   14.03
16384                  13.87
32768                  14.69
65536                  15.65
131072                 17.28
262144                 21.32
524288                 27.89
1048576                41.70
2097152                65.01
4194304               117.41
  [run 3/6] recording — 21:16:30
  [run 3/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.17
2                       0.49
4                       0.49
8                       0.52
16                      0.64
32                      0.59
64                      0.67
128                     0.64
256                     0.72
512                    20.37
1024                   13.20
2048                   13.31
4096                   13.10
8192                   13.73
16384                  13.93
32768                  14.73
65536                  15.55
131072                 17.28
262144                 21.22
524288                 28.11
1048576                41.54
2097152                65.05
4194304               117.42
  [run 4/6] recording — 21:16:33
  [run 4/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.15
2                       0.48
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.57
128                     0.57
256                     0.63
512                    20.17
1024                   13.11
2048                   13.10
4096                   13.10
8192                   13.69
16384                  13.84
32768                  14.86
65536                  15.55
131072                 17.55
262144                 21.16
524288                 27.91
1048576                41.54
2097152                65.09
4194304               117.39
  [run 5/6] recording — 21:16:36
  [run 5/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.51
4                       0.51
8                       0.50
16                      0.51
32                      0.50
64                      0.59
128                     0.58
256                     0.65
512                    20.25
1024                   13.17
2048                   13.13
4096                   13.19
8192                   13.79
16384                  14.22
32768                  14.77
65536                  15.70
131072                 17.37
262144                 21.53
524288                 28.07
1048576                41.70
2097152                65.12
4194304               117.44
  [run 6/6] recording — 21:16:39
  [run 6/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.18
2                       0.50
4                       0.49
8                       0.49
16                      0.49
32                      0.50
64                      0.58
128                     0.57
256                     0.64
512                    20.14
1024                   13.26
2048                   13.17
4096                   13.13
8192                   13.78
16384                  14.21
32768                  14.76
65536                  15.96
131072                 17.39
262144                 21.25
524288                 28.02
1048576                41.74
2097152                65.27
4194304               117.57

# [eessi sdma=0] inter_pkg_1link_37  GCD(3,7) tier=inter_pkg_1link
  [run 1/6] warm-up — 21:16:42
  [run 1/6] warm-up done in 3s
  [run 2/6] recording — 21:16:45
  [run 2/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.15
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.58
128                     0.58
256                     0.64
512                    20.26
1024                   12.99
2048                   12.99
4096                   13.34
8192                   13.64
16384                  14.17
32768                  14.66
65536                  15.87
131072                 17.25
262144                 21.16
524288                 27.89
1048576                41.60
2097152                65.02
4194304               117.66
  [run 3/6] recording — 21:16:48
  [run 3/6] done in 4s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.08
2                       0.50
4                       0.50
8                       0.49
16                      0.49
32                      0.54
64                      0.58
128                     0.58
256                     0.64
512                    20.64
1024                   13.71
2048                   13.19
4096                   13.33
8192                   13.95
16384                  13.91
32768                  14.73
65536                  15.57
131072                 17.35
262144                 21.35
524288                 27.99
1048576                41.61
2097152                65.02
4194304               117.73
  [run 4/6] recording — 21:16:52
  [run 4/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.15
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.50
64                      0.58
128                     0.58
256                     0.68
512                    20.74
1024                   13.39
2048                   13.18
4096                   13.10
8192                   13.89
16384                  14.13
32768                  14.66
65536                  15.52
131072                 17.23
262144                 21.31
524288                 27.97
1048576                41.47
2097152                64.95
4194304               117.66
  [run 5/6] recording — 21:16:55
  [run 5/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.49
4                       0.51
8                       0.56
16                      0.56
32                      0.56
64                      0.65
128                     0.69
256                     0.64
512                    20.12
1024                   13.00
2048                   13.05
4096                   13.04
8192                   13.66
16384                  13.89
32768                  14.69
65536                  15.53
131072                 17.27
262144                 21.21
524288                 28.04
1048576                41.70
2097152                64.94
4194304               117.77
  [run 6/6] recording — 21:16:58
  [run 6/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.14
2                       0.49
4                       0.51
8                       0.53
16                      0.51
32                      0.52
64                      0.59
128                     0.60
256                     0.69
512                    20.11
1024                   13.06
2048                   13.29
4096                   13.01
8192                   13.63
16384                  13.86
32768                  14.65
65536                  15.52
131072                 17.29
262144                 21.14
524288                 28.04
1048576                41.49
2097152                64.94
4194304               117.66

# [eessi sdma=0] inter_pkg_1link_57  GCD(5,7) tier=inter_pkg_1link
  [run 1/6] warm-up — 21:17:01
  [run 1/6] warm-up done in 3s
  [run 2/6] recording — 21:17:04
  [run 2/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.50
4                       0.49
8                       0.50
16                      0.49
32                      0.49
64                      0.58
128                     0.58
256                     0.64
512                    20.61
1024                   13.06
2048                   13.26
4096                   12.86
8192                   13.50
16384                  13.66
32768                  14.46
65536                  15.34
131072                 17.07
262144                 20.92
524288                 27.69
1048576                41.24
2097152                64.57
4194304               116.97
  [run 3/6] recording — 21:17:07
  [run 3/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.51
4                       0.51
8                       0.51
16                      0.50
32                      0.51
64                      0.59
128                     0.59
256                     0.66
512                    20.40
1024                   13.23
2048                   12.93
4096                   13.05
8192                   13.87
16384                  13.83
32768                  14.70
65536                  15.61
131072                 17.15
262144                 21.18
524288                 27.96
1048576                41.45
2097152                64.93
4194304               117.22
  [run 4/6] recording — 21:17:10
  [run 4/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.58
128                     0.58
256                     0.64
512                    20.41
1024                   12.98
2048                   13.15
4096                   12.93
8192                   13.54
16384                  13.73
32768                  14.68
65536                  15.36
131072                 17.31
262144                 20.93
524288                 27.78
1048576                41.35
2097152                64.71
4194304               117.06
  [run 5/6] recording — 21:17:13
  [run 5/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.17
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.50
64                      0.58
128                     0.59
256                     0.65
512                    20.29
1024                   12.97
2048                   12.82
4096                   12.93
8192                   13.58
16384                  13.78
32768                  14.46
65536                  15.49
131072                 17.05
262144                 21.17
524288                 27.67
1048576                41.32
2097152                64.69
4194304               117.11
  [run 6/6] recording — 21:17:16
  [run 6/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.16
2                       0.49
4                       0.49
8                       0.52
16                      0.51
32                      0.56
64                      0.65
128                     0.64
256                     0.72
512                    20.01
1024                   13.12
2048                   12.98
4096                   12.93
8192                   13.79
16384                  13.78
32768                  14.63
65536                  15.39
131072                 17.21
262144                 21.20
524288                 27.83
1048576                41.41
2097152                64.72
4194304               117.05

# [eessi sdma=0] routed_07  GCD(0,7) tier=routed
  [run 1/6] warm-up — 21:17:19
  [run 1/6] warm-up done in 3s
  [run 2/6] recording — 21:17:22
  [run 2/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.39
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.50
64                      0.58
128                     0.57
256                     0.65
512                    21.79
1024                   14.88
2048                   15.04
4096                   14.80
8192                   15.12
16384                  15.21
32768                  15.83
65536                  16.28
131072                 17.55
262144                 19.89
524288                 23.18
1048576                31.78
2097152                44.95
4194304                72.76
  [run 3/6] recording — 21:17:25
  [run 3/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.14
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.58
128                     0.57
256                     0.64
512                    21.79
1024                   14.86
2048                   14.87
4096                   14.75
8192                   15.00
16384                  15.09
32768                  15.69
65536                  16.22
131072                 17.25
262144                 19.74
524288                 23.08
1048576                31.53
2097152                44.83
4194304                72.64
  [run 4/6] recording — 21:17:28
  [run 4/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.17
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.49
64                      0.57
128                     0.63
256                     0.72
512                    21.85
1024                   14.97
2048                   14.82
4096                   14.83
8192                   15.36
16384                  15.14
32768                  15.78
65536                  16.26
131072                 17.27
262144                 19.82
524288                 23.10
1048576                31.65
2097152                44.96
4194304                72.69
  [run 5/6] recording — 21:17:31
  [run 5/6] done in 4s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.17
2                       0.56
4                       0.56
8                       0.56
16                      0.56
32                      0.55
64                      0.57
128                     0.58
256                     0.64
512                    22.23
1024                   14.87
2048                   14.87
4096                   15.08
8192                   15.04
16384                  15.43
32768                  15.79
65536                  16.48
131072                 17.28
262144                 20.11
524288                 23.16
1048576                31.68
2097152                45.22
4194304                72.81
  [run 6/6] recording — 21:17:35
  [run 6/6] done in 3s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.14
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.57
64                      0.66
128                     0.65
256                     0.73
512                    21.78
1024                   15.03
2048                   15.14
4096                   14.93
8192                   15.40
16384                  15.23
32768                  15.78
65536                  16.30
131072                 17.34
262144                 19.87
524288                 23.22
1048576                31.65
2097152                45.04
4194304                72.76

