################# NATIVE STACK #################
--- NATIVE / HSA_ENABLE_SDMA=0 ---

################################################################
# [native sdma=0] intra_pkg_OAM0  GCD(0,1) tier=intra_pkg links=4
################################################################
  [run 1/6] warm-up — 20:20:12
  [run 1/6] warm-up done in 10s
  [run 2/6] recording — 20:20:22
  [run 2/6] done in 7s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.64
2                       5.78
4                      11.48
8                      22.53
16                     46.87
32                     92.60
64                    180.87
128                   350.13
256                   433.16
512                   771.65
1024                  581.33
2048                 1166.36
4096                 2333.89
8192                  970.78
16384                1900.19
32768                3476.76
65536                6367.08
131072              10905.53
262144              16340.51
524288              23266.72
1048576             28755.92
2097152             34937.21
4194304             37280.57
8388608             38362.98
16777216            38855.04
33554432            38946.11
67108864            38851.12

################################################################
# [native sdma=0] inter_pkg_1link_57  GCD(5,7) tier=inter_pkg_1link links=1
################################################################
  [run 1/6] warm-up — 20:32:23
  [run 1/6] warm-up done in 24s
  [run 2/6] recording — 20:32:47
srun: Step created for StepId=18633084.49
  [run 2/6] done in 24s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.72
2                       5.95
4                      11.61
8                      23.36
16                     47.47
32                     94.85
64                    185.21
128                   372.26
256                   437.30
512                   779.45
1024                  586.22
2048                 1172.74
4096                 2349.95
8192                  937.89
16384                1827.17
32768                3359.26
65536                6162.87
131072              10619.55
262144              15983.65
524288              23013.23
1048576             28687.17
2097152             34987.73
4194304             37421.01
8388608             38505.50
16777216            38984.95
33554432            39066.64
67108864            38942.82
  [run 3/6] recording — 20:33:11
  [run 3/6] done in 24s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.69
2                       5.88
4                      11.68
8                      23.53
16                     47.51
32                     94.07
64                    165.82
128                   314.80
256                   436.63
512                   772.06
1024                  578.01
2048                 1151.31
4096                 2309.98
8192                  949.20
16384                1856.12
32768                3392.85
65536                6227.15
131072              10770.01
262144              16189.08
524288              23178.02
1048576             28842.28
2097152             35011.28
4194304             37445.67
8388608             38547.42
16777216            39045.77
33554432            39147.62
67108864            39036.21
  [run 4/6] recording — 20:33:35
  [run 4/6] done in 24s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.80
2                       6.29
4                      12.72
8                      24.82
16                     51.08
32                    100.26
64                    178.24
128                   299.52
256                   437.29
512                   786.03
1024                  583.37
2048                 1173.31
4096                 2363.35
8192                  977.30
16384                1912.88
32768                3502.00
65536                6394.16
131072              10936.43
262144              16350.92
524288              23372.12
1048576             28926.62
2097152             35077.61
4194304             37467.74
8388608             38562.53
16777216            39040.75
33554432            39108.63
67108864            38987.45
  [run 5/6] recording — 20:33:59
  [run 5/6] done in 24s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.69
2                       5.85
4                      11.71
8                      23.06
16                     47.20
32                     93.23
64                    169.70
128                   297.04
256                   424.42
512                   767.78
1024                  579.01
2048                 1159.93
4096                 2326.27
8192                  942.92
16384                1847.94
32768                3404.47
65536                6220.74
131072              10704.46
262144              16157.08
524288              23112.02
1048576             28811.84
2097152             35118.32
4194304             37468.33
8388608             38530.95
16777216            38983.27
33554432            39059.33
67108864            38952.30
  [run 6/6] recording — 20:34:23
  [run 6/6] done in 24s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.71
2                       5.89
4                      11.83
8                      28.20
16                     47.83
32                     94.73
64                    185.04
128                   314.83
256                   436.26
512                   781.54
1024                  585.56
2048                 1171.90
4096                 2346.07
8192                  942.48
16384                1838.13
32768                3385.72
65536                6200.12
131072              10656.88
262144              16076.41
524288              23124.53
1048576             28754.57
2097152             35042.23
4194304             37455.20
8388608             38527.33
16777216            38976.26
33554432            39059.56
67108864            38949.35

################################################################
# [native sdma=0] routed_07  GCD(0,7) tier=routed links=0
################################################################
  [run 1/6] warm-up — 20:34:47
  [run 1/6] warm-up done in 14s
  [run 2/6] recording — 20:35:01
  [run 2/6] done in 14s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.72
2                       5.86
4                      11.69
8                      22.92
16                     51.13
32                    109.71
64                    177.00
128                   301.94
256                   435.03
512                   788.61
1024                  581.92
2048                 1160.92
4096                 2332.99
8192                 1067.20
16384                2106.37
32768                3856.77
65536                7210.71
131072              12480.00
262144              19549.96
524288              31085.37
1048576             41676.37
2097152             54030.41
4194304             62566.83
8388608             66589.06
16777216            68833.46
33554432            69989.87
67108864            70585.90
  [run 3/6] recording — 20:35:15
  [run 3/6] done in 15s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.73
2                       5.86
4                      11.85
8                      23.23
16                     46.50
32                     90.96
64                    174.88
128                   350.14
256                   434.58
512                   771.26
1024                  590.17
2048                 1177.33
4096                 2353.20
8192                 1053.90
16384                2083.72
32768                3853.60
65536                7242.34
131072              12264.40
262144              19440.03
524288              30945.59
1048576             41545.76
2097152             53749.99
4194304             62539.45
8388608             66583.62
16777216            68797.21
33554432            69927.14
67108864            70578.75
  [run 4/6] recording — 20:35:30
  [run 4/6] done in 14s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.72
2                       5.94
4                      11.67
8                      23.46
16                     48.12
32                     91.36
64                    176.36
128                   358.30
256                   421.10
512                   777.69
1024                  592.17
2048                 1190.33
4096                 2358.02
8192                 1061.47
16384                2090.33
32768                3847.08
65536                7143.33
131072              12214.14
262144              19473.11
524288              30952.27
1048576             41642.25
2097152             54141.38
4194304             62521.89
8388608             66572.31
16777216            68843.56
33554432            69976.14
67108864            70600.49
  [run 5/6] recording — 20:35:44
  [run 5/6] done in 14s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.65
2                       5.67
4                      11.50
8                      23.03
16                     46.30
32                     84.10
64                    171.33
128                   346.51
256                   430.37
512                   770.92
1024                  590.40
2048                 1178.87
4096                 2338.45
8192                 1061.12
16384                2097.96
32768                3865.22
65536                7223.44
131072              12153.54
262144              19491.57
524288              30979.83
1048576             41663.14
2097152             54045.61
4194304             62588.51
8388608             66600.09
16777216            68851.11
33554432            70017.51
67108864            70605.66
  [run 6/6] recording — 20:35:58
  [run 6/6] done in 14s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.85
2                       6.27
4                      12.66
8                      25.12
16                     51.55
32                     99.01
64                    187.58
128                   414.80
256                   442.69
512                   791.44
1024                  588.70
2048                 1187.49
4096                 2363.78
8192                 1028.22
16384                2022.63
32768                3735.57
65536                6952.68
131072              11755.31
262144              19101.68
524288              30499.77
1048576             41184.27
2097152             53834.47
4194304             62485.68
8388608             66540.96
16777216            68822.77
33554432            69944.76
67108864            70584.78

################################################################
# [native sdma=0] routed_03  GCD(0,3) tier=routed links=0
################################################################
  [run 1/6] warm-up — 20:36:12
  [run 1/6] warm-up done in 25s
  [run 2/6] recording — 20:36:37
  [run 2/6] done in 25s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.87
2                       6.12
4                      12.37
8                      25.13
16                     49.40
32                    100.57
64                    186.70
128                   366.71
256                   450.62
512                   788.05
1024                  596.52
2048                 1193.37
4096                 2385.20
8192                 1005.10
16384                1952.14
32768                3464.13
65536                6049.38
131072              10297.40
262144              15401.69
524288              22005.82
1048576             27094.42
2097152             32821.17
4194304             35051.37
8388608             36265.47
16777216            36907.74
33554432            37230.07
67108864            37372.62
  [run 3/6] recording — 20:37:02
  [run 3/6] done in 25s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.68
2                       5.88
4                      11.68
8                      23.14
16                     47.03
32                     89.76
64                    169.17
128                   315.68
256                   435.68
512                   772.71
1024                  583.48
2048                 1168.41
4096                 2329.80
8192                 1045.82
16384                2022.59
32768                3548.95
65536                6220.15
131072              10435.08
262144              15573.93
524288              22178.36
1048576             27277.37
2097152             32822.34
4194304             35055.07
8388608             36270.00
16777216            36908.58
33554432            37230.89
67108864            37376.22
  [run 4/6] recording — 20:37:27
  [run 4/6] done in 24s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.69
2                       5.88
4                      11.86
8                      23.40
16                     47.22
32                     93.07
64                    183.62
128                   362.62
256                   429.16
512                   776.47
1024                  589.40
2048                 1180.87
4096                 2365.36
8192                 1052.11
16384                2042.76
32768                3673.25
65536                6323.38
131072              10475.08
262144              15588.30
524288              22230.77
1048576             27216.07
2097152             32827.92
4194304             35048.70
8388608             36262.32
16777216            36904.16
33554432            37229.91
67108864            37372.82
  [run 5/6] recording — 20:37:52
  [run 5/6] done in 25s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.58
2                       5.68
4                      11.31
8                      22.77
16                     45.29
32                     92.91
64                    169.85
128                   339.81
256                   429.47
512                   780.48
1024                  584.49
2048                 1167.37
4096                 2324.78
8192                 1046.66
16384                2031.01
32768                3631.55
65536                6252.57
131072              10471.12
262144              15645.27
524288              22252.34
1048576             27314.71
2097152             32786.50
4194304             35032.62
8388608             36252.08
16777216            36903.16
33554432            37228.93
67108864            37375.75
  [run 6/6] recording — 20:38:16
  [run 6/6] done in 26s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.73
2                       6.01
4                      11.74
8                      23.39
16                     48.24
32                    110.45
64                    177.72
128                   365.99
256                   439.29
512                   780.22
1024                  586.55
2048                 1177.22
4096                 2350.69
8192                 1051.28
16384                2036.24
32768                3628.21
65536                6240.35
131072              10432.07
262144              15557.54
524288              22173.15
1048576             27222.72
2097152             32829.80
4194304             35051.36
8388608             36274.14
16777216            36911.90
33554432            37235.43
67108864            37378.16

################################################################
# [native sdma=0] routed_17  GCD(1,7) tier=routed links=0
################################################################
  [run 1/6] warm-up — 20:38:42
  [run 1/6] warm-up done in 14s
  [run 2/6] recording — 20:38:56
  [run 2/6] done in 14s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.70
2                       5.85
4                      13.62
8                      25.45
16                     48.31
32                     94.86
64                    188.44
128                   352.97
256                   435.25
512                   788.37
1024                  590.11
2048                 1185.56
4096                 2356.06
8192                 1047.07
16384                2073.84
32768                3865.59
65536                7293.37
131072              13046.33
262144              20956.06
524288              32734.38
1048576             43195.67
2097152             55096.47
4194304             63038.39
8388608             66834.67
16777216            68922.61
33554432            69998.56
67108864            70568.80
  [run 3/6] recording — 20:39:10
  [run 3/6] done in 14s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.71
2                       5.87
4                      11.84
8                      23.51
16                     47.25
32                     92.91
64                    186.02
128                   360.10
256                   416.99
512                   761.17
1024                  585.45
2048                 1178.77
4096                 2334.92
8192                 1038.09
16384                2046.11
32768                3826.96
65536                7241.34
131072              12879.90
262144              20735.61
524288              32523.44
1048576             42960.23
2097152             55127.66
4194304             63066.24
8388608             66860.35
16777216            68922.27
33554432            70036.85
67108864            70573.69
  [run 4/6] recording — 20:39:24
  [run 4/6] done in 13s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.70
2                       5.91
4                      11.78
8                      23.59
16                     47.12
32                     94.91
64                    180.40
128                   356.83
256                   432.13
512                   777.66
1024                  595.85
2048                 1190.86
4096                 2378.03
8192                 1048.73
16384                2076.71
32768                3851.90
65536                7271.60
131072              12975.89
262144              20869.15
524288              32653.05
1048576             43040.41
2097152             54889.47
4194304             63048.47
8388608             66812.43
16777216            68894.57
33554432            69964.98
67108864            70561.32
  [run 5/6] recording — 20:39:37
  [run 5/6] done in 14s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.72
2                       6.01
4                      11.91
8                      23.77
16                     48.51
32                     97.37
64                    175.53
128                   352.81
256                   431.93
512                   776.32
1024                  581.89
2048                 1166.39
4096                 2329.39
8192                 1034.01
16384                2044.49
32768                3840.09
65536                7231.62
131072              12908.29
262144              20818.87
524288              32536.36
1048576             43017.95
2097152             55220.67
4194304             63067.22
8388608             66870.43
16777216            68923.22
33554432            70025.91
67108864            70575.33
  [run 6/6] recording — 20:39:51
  [run 6/6] done in 14s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.70
2                       5.68
4                      11.74
8                      23.47
16                     48.20
32                     91.94
64                    227.40
128                   302.59
256                   431.69
512                   764.93
1024                  586.09
2048                 1169.23
4096                 2339.99
8192                 1040.73
16384                2056.94
32768                3824.00
65536                7198.97
131072              12909.90
262144              20833.94
524288              32567.72
1048576             42980.79
2097152             54841.93
4194304             63005.09
8388608             66817.43
16777216            68905.00
33554432            69974.04
67108864            70567.52
--- NATIVE / HSA_ENABLE_SDMA=1 ---

################################################################
# [native sdma=1] intra_pkg_OAM0  GCD(0,1) tier=intra_pkg links=4
################################################################
  [run 1/6] warm-up — 20:40:05
  [run 1/6] warm-up done in 9s
  [run 2/6] recording — 20:40:14
  [run 2/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.62
2                       5.74
4                      11.58
8                      23.09
16                     46.06
32                     94.49
64                    169.64
128                   300.29
256                   435.16
512                   775.82
1024                  583.30
2048                 1170.84
4096                 2343.47
8192                  766.25
16384                1533.13
32768                3029.44
65536                5903.67
131072              11379.62
262144              21123.42
524288              37162.86
1048576             59595.78
2097152             84241.99
4194304            106270.43
8388608            121612.09
16777216           131159.00
33554432           136827.53
67108864           140441.22
  [run 3/6] recording — 20:40:22
srun: Step created for StepId=18633084.74
  [run 3/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.72
2                       5.65
4                      11.80
8                      23.45
16                     47.17
32                     95.55
64                    177.78
128                   370.03
256                   417.98
512                   772.50
1024                  587.91
2048                 1178.44
4096                 2357.51
8192                  766.62
16384                1531.13
32768                3041.46
65536                5885.37
131072              11378.73
262144              21282.84
524288              37297.83
1048576             59841.64
2097152             84416.26
4194304            106322.85
8388608            121573.35
16777216           131266.16
33554432           136849.41
67108864           140255.93
  [run 4/6] recording — 20:40:30
srun: Step created for StepId=18633084.75
  [run 4/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.66
2                       5.82
4                      11.56
8                      23.24
16                     47.60
32                     94.13
64                    163.94
128                   338.80
256                   423.20
512                   782.56
1024                  593.37
2048                 1187.12
4096                 2378.28
8192                  770.15
16384                1532.82
32768                3032.96
65536                5921.93
131072              11362.65
262144              21053.21
524288              37015.88
1048576             58877.57
2097152             83499.81
4194304            105500.06
8388608            121154.85
16777216           131049.25
33554432           136628.00
67108864           139950.79
  [run 5/6] recording — 20:40:38
  [run 5/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.71
2                       5.83
4                      11.85
8                      23.52
16                     47.51
32                     93.80
64                    173.35
128                   339.48
256                   436.79
512                   776.80
1024                  583.85
2048                 1167.44
4096                 2341.89
8192                  766.33
16384                1534.76
32768                3041.92
65536                5887.11
131072              11441.06
262144              21229.35
524288              37288.89
1048576             59808.54
2097152             84315.10
4194304            106308.59
8388608            121629.63
16777216           131094.53
33554432           136743.70
67108864           140255.45
  [run 6/6] recording — 20:40:46
  [run 6/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.96
2                       6.63
4                      13.45
8                      26.55
16                     54.74
32                    107.83
64                    213.06
128                   391.06
256                   441.89
512                   809.05
1024                  576.03
2048                 1153.92
4096                 2282.25
8192                  757.02
16384                1508.79
32768                3003.69
65536                5814.61
131072              11229.71
262144              20967.45
524288              36760.11
1048576             59245.11
2097152             83843.24
4194304            105858.66
8388608            121379.39
16777216           131206.77
33554432           136815.74
67108864           140371.82

################################################################
# [native sdma=1] intra_pkg_OAM1  GCD(2,3) tier=intra_pkg links=4
################################################################
  [run 1/6] warm-up — 20:40:54
  [run 1/6] warm-up done in 8s
  [run 2/6] recording — 20:41:02
  [run 2/6] done in 7s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.76
2                       5.84
4                      11.93
8                      24.00
16                     47.77
32                     93.80
64                    169.33
128                   347.49
256                   436.70
512                   772.79
1024                  582.61
2048                 1167.84
4096                 2332.10
8192                  733.79
16384                1467.32
32768                2912.59
65536                5658.20
131072              10957.87
262144              20391.54
524288              36135.23
1048576             59446.49
2097152             84185.54
4194304            106121.81
8388608            121268.03
16777216           131199.11
33554432           136480.51
67108864           139877.52
  [run 3/6] recording — 20:41:09
  [run 3/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.68
2                       5.76
4                      11.81
8                      22.51
16                     46.57
32                     93.90
64                    185.41
128                   352.65
256                   431.00
512                   786.83
1024                  593.98
2048                 1190.13
4096                 2376.57
8192                  736.94
16384                1464.93
32768                2905.09
65536                5691.33
131072              10948.59
262144              20395.76
524288              36158.97
1048576             58061.91
2097152             82743.46
4194304            104960.46
8388608            120557.63
16777216           130524.00
33554432           136636.44
67108864           139960.57
  [run 4/6] recording — 20:41:17
  [run 4/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.65
2                       5.64
4                      11.57
8                      23.00
16                     46.85
32                     91.37
64                    176.72
128                   348.06
256                   439.01
512                   777.73
1024                  583.19
2048                 1183.62
4096                 2376.35
8192                  738.91
16384                1465.83
32768                2912.19
65536                5690.65
131072              10959.74
262144              20427.26
524288              36157.68
1048576             58049.03
2097152             82746.77
4194304            105021.04
8388608            120510.08
16777216           130491.46
33554432           136391.67
67108864           139822.43
  [run 5/6] recording — 20:41:25
  [run 5/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.75
2                       5.82
4                      11.87
8                      23.05
16                     40.05
32                     93.65
64                    170.95
128                   352.92
256                   429.29
512                   765.22
1024                  575.78
2048                 1177.12
4096                 2337.37
8192                  739.91
16384                1468.30
32768                2912.79
65536                5696.24
131072              10959.05
262144              20446.42
524288              36195.20
1048576             58072.57
2097152             83276.60
4194304            106225.08
8388608            121316.80
16777216           131022.13
33554432           136574.14
67108864           139940.96
  [run 6/6] recording — 20:41:33
  [run 6/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.73
2                       5.86
4                      11.79
8                      23.61
16                     48.37
32                     93.73
64                    173.50
128                   341.88
256                   439.02
512                   777.66
1024                  582.29
2048                 1165.25
4096                 2330.17
8192                  736.91
16384                1460.41
32768                2912.43
65536                5692.20
131072              10945.37
262144              20436.72
524288              36028.22
1048576             58201.63
2097152             82710.74
4194304            104986.55
8388608            120589.62
16777216           130589.45
33554432           136405.82
67108864           139698.67

################################################################
# [native sdma=1] intra_pkg_OAM2  GCD(4,5) tier=intra_pkg links=4
################################################################
  [run 1/6] warm-up — 20:41:41
  [run 1/6] warm-up done in 8s
  [run 2/6] recording — 20:41:49
  [run 2/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.79
2                       6.18
4                      12.20
8                      25.82
16                     52.43
32                    101.07
64                    194.17
128                   325.88
256                   443.73
512                   797.98
1024                  578.68
2048                 1176.65
4096                 2338.72
8192                  744.55
16384                1492.90
32768                2972.34
65536                5737.46
131072              11124.00
262144              20677.51
524288              36776.32
1048576             58960.48
2097152             83729.61
4194304            105770.26
8388608            120907.14
16777216           130351.71
33554432           135682.14
67108864           139026.13
  [run 3/6] recording — 20:41:57
srun: Step created for StepId=18633084.86
  [run 3/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.60
2                       5.69
4                      11.26
8                      22.65
16                     45.30
32                     91.00
64                    177.44
128                   367.36
256                   431.12
512                   772.50
1024                  575.35
2048                 1151.95
4096                 2307.06
8192                  741.67
16384                1478.58
32768                2944.47
65536                5702.17
131072              11057.40
262144              20603.94
524288              36324.71
1048576             58522.56
2097152             83063.33
4194304            105269.06
8388608            120471.56
16777216           130334.20
33554432           135843.61
67108864           139111.37
  [run 4/6] recording — 20:42:05
srun: Step created for StepId=18633084.87
  [run 4/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.69
2                       5.91
4                      11.69
8                      23.13
16                     47.43
32                     92.84
64                    176.62
128                   331.38
256                   411.98
512                   793.97
1024                  588.90
2048                 1179.28
4096                 2356.95
8192                  741.86
16384                1479.55
32768                2952.19
65536                5723.50
131072              11048.04
262144              20614.38
524288              36307.70
1048576             58562.46
2097152             82926.94
4194304            105331.00
8388608            120798.68
16777216           130172.28
33554432           136038.90
67108864           138942.21
  [run 5/6] recording — 20:42:13
  [run 5/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.75
2                       5.94
4                      11.88
8                      23.79
16                     49.35
32                    111.72
64                    174.57
128                   343.18
256                   431.10
512                   755.64
1024                  582.68
2048                 1165.55
4096                 2342.79
8192                  742.86
16384                1478.46
32768                2944.25
65536                5710.88
131072              11047.68
262144              20611.50
524288              36325.45
1048576             58454.46
2097152             82978.54
4194304            106123.32
8388608            121440.70
16777216           130620.54
33554432           135872.55
67108864           138809.12
  [run 6/6] recording — 20:42:21
  [run 6/6] done in 8s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.64
2                       5.86
4                      11.57
8                      23.15
16                     46.98
32                     88.96
64                    183.58
128                   299.99
256                   432.62
512                   779.68
1024                  580.16
2048                 1161.92
4096                 2326.49
8192                  735.91
16384                1475.03
32768                2928.17
65536                5746.30
131072              10968.77
262144              20479.59
524288              36301.05
1048576             58407.90
2097152             82807.35
4194304            105122.68
8388608            120658.70
16777216           130403.39
33554432           135890.66
67108864           138755.30

################################################################
# [native sdma=1] inter_pkg_2link_06  GCD(0,6) tier=inter_pkg_2link links=2
################################################################
  [run 1/6] warm-up — 20:42:29
  [run 1/6] warm-up done in 15s
  [run 2/6] recording — 20:42:44
  [run 2/6] done in 14s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.58
2                       5.60
4                      11.37
8                      22.38
16                     45.54
32                     91.56
64                    168.04
128                   353.17
256                   443.19
512                   778.22
1024                  589.87
2048                 1181.66
4096                 2367.73
8192                 1025.13
16384                2051.98
32768                3975.51
65536                7613.73
131072              14221.81
262144              23457.40
524288              36864.92
1048576             47867.35
2097152             55364.76
4194304             60579.06
8388608             63264.70
16777216            64858.93
33554432            65744.71
67108864            66167.76
  [run 3/6] recording — 20:42:58
  [run 3/6] done in 15s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.68
2                       5.82
4                      11.70
8                      23.50
16                     47.20
32                     94.51
64                    167.72
128                   344.02
256                   435.08
512                   797.79
1024                  592.33
2048                 1179.56
4096                 2382.89
8192                 1026.85
16384                2074.15
32768                4044.83
65536                7695.91
131072              14276.06
262144              23527.79
524288              36987.41
1048576             48010.73
2097152             55611.39
4194304             60613.98
8388608             63371.22
16777216            64876.71
33554432            65768.41
67108864            66198.28
  [run 4/6] recording — 20:43:13
  [run 4/6] done in 16s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.68
2                       5.70
4                      11.76
8                      23.53
16                     47.60
32                     91.80
64                    181.42
128                   365.66
256                   441.24
512                   779.22
1024                  576.07
2048                 1173.32
4096                 2345.83
8192                 1024.36
16384                2051.68
32768                3979.38
65536                7605.11
131072              14234.04
262144              23461.72
524288              36869.49
1048576             47878.67
2097152             55580.70
4194304             60642.32
8388608             63366.35
16777216            64901.01
33554432            65758.42
67108864            66187.43
  [run 5/6] recording — 20:43:29
  [run 5/6] done in 14s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.71
2                       5.98
4                      11.92
8                      23.75
16                     47.74
32                     96.15
64                    184.93
128                   335.13
256                   424.92
512                   767.54
1024                  584.03
2048                 1166.47
4096                 2330.93
8192                 1025.44
16384                2054.64
32768                3979.60
65536                7624.93
131072              14242.37
262144              23469.59
524288              36869.05
1048576             47913.03
2097152             55656.38
4194304             60593.47
8388608             63378.44
16777216            64911.83
33554432            65792.69
67108864            66188.20
  [run 6/6] recording — 20:43:43
  [run 6/6] done in 15s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.57
2                       5.83
4                      11.83
8                      23.58
16                     47.26
32                     93.44
64                    185.66
128                   335.24
256                   443.16
512                   779.56
1024                  584.54
2048                 1168.24
4096                 2340.40
8192                 1025.13
16384                2051.97
32768                3974.12
65536                7613.05
131072              14215.45
262144              23460.24
524288              36842.79
1048576             47872.28
2097152             55587.24
4194304             60613.70
8388608             63407.33
16777216            64870.76
33554432            65764.62
67108864            66179.01

################################################################
# [native sdma=1] inter_pkg_2link_24  GCD(2,4) tier=inter_pkg_2link links=2
################################################################
  [run 1/6] warm-up — 20:43:58
  [run 1/6] warm-up done in 14s
  [run 2/6] recording — 20:44:12
  [run 2/6] done in 13s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.71
2                       5.95
4                      11.63
8                      23.74
16                     47.76
32                     95.82
64                    185.83
128                   352.25
256                   435.30
512                   780.71
1024                  584.57
2048                 1173.61
4096                 2343.24
8192                  975.74
16384                1962.71
32768                3843.17
65536                7370.16
131072              13444.66
262144              22843.78
524288              36372.57
1048576             50304.42
2097152             61508.88
4194304             67997.70
8388608             71344.35
16777216            72251.44
33554432            72631.63
67108864            72846.23
  [run 3/6] recording — 20:44:25
  [run 3/6] done in 13s
