################# EESSI STACK (HSA_ENABLE_SDMA=0) ##################

# [eessi sdma=0] osu_allreduce  N=2  devices=0,1
  [run 1/6] warm-up — 23:11:46
  [run 1/6] warm-up done in 14s
  [run 2/6] recording — 23:12:00
  [run 2/6] done in 3s

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
256                    14.62
512                    43.96
1024                   55.68
2048                   55.96
4096                   55.62
8192                   56.31
16384                  56.99
32768                  58.60
65536                  61.15
131072                 66.99
262144                 77.01
524288                 96.17
1048576               133.07
  [run 4/6] recording — 23:15:46
  [run 4/6] done in 4s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.46
2                      14.77
4                      14.84
8                      16.32
16                     14.38
32                     14.35
64                     14.43
128                    15.10
256                    14.68
512                    43.91
1024                   54.24
2048                   54.23
4096                   53.89
8192                   53.86
16384                  54.44
32768                  56.02
65536                  58.02
131072                 62.97
262144                 73.60
524288                 92.63
1048576               128.68
  [run 5/6] recording — 23:15:50
  [run 5/6] done in 3s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.67
2                      14.92
4                      14.99
8                      16.50
16                     14.65
32                     14.64
64                     14.67
128                    15.16
256                    14.79
512                    44.05
1024                   54.33
2048                   54.83
4096                   54.45
8192                   55.58
16384                  56.55
32768                  58.41
65536                  60.36
131072                 65.48
262144                 75.66
524288                 94.94
1048576               131.39
  [run 6/6] recording — 23:15:53
  [run 6/6] done in 4s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      15.67
2                      15.03
4                      15.01
8                      16.60
16                     14.63
32                     14.72
64                     14.75
128                    15.32
256                    14.83
512                    43.41
1024                   56.09
2048                   55.87
4096                   56.41
8192                   57.27
16384                  58.46
32768                  59.71
65536                  63.01
131072                 67.58
262144                 78.32
524288                 97.57
1048576               134.36

# [eessi sdma=0] osu_allgather  N=8  devices=0,1,2,3,4,5,6,7
  [run 1/6] warm-up — 23:15:57
  [run 1/6] warm-up done in 5s
  [run 2/6] recording — 23:16:02
  [run 2/6] done in 4s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.89
2                      16.68
4                      16.40
8                      19.23
16                     16.03
32                     16.11
64                     34.57
128                    35.12
256                    58.19
512                    89.37
1024                   88.88
2048                   89.18
4096                   89.48
8192                   89.77
16384                  91.67
32768                  93.91
65536                  99.07
131072                114.76
262144                141.24
524288                197.20
1048576               304.81
  [run 3/6] recording — 23:16:06
  [run 3/6] done in 4s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.73
2                      16.60
4                      16.47
8                      18.97
16                     16.07
32                     16.12
64                     34.62
128                    35.02
256                    57.96
512                    87.12
1024                   87.72
2048                   87.67
4096                   89.10
8192                   89.56
16384                  91.37
32768                  93.55
65536                  98.64
131072                113.99
262144                140.76
524288                198.47
1048576               305.41
  [run 4/6] recording — 23:16:10
  [run 4/6] done in 5s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.81
2                      16.64
4                      16.38
8                      18.76
16                     15.96
32                     15.97
64                     34.50
128                    35.08
256                    57.91
512                    90.08
1024                   90.05
2048                   89.87
4096                   90.49
8192                   90.66
16384                  92.47
32768                  94.75
65536                 100.43
131072                116.67
262144                145.10
524288                202.99
1048576               309.55
  [run 5/6] recording — 23:16:15
  [run 5/6] done in 4s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.94
2                      16.69
4                      16.55
8                      19.61
16                     16.27
32                     16.22
64                     34.85
128                    35.13
256                    58.44
512                    88.26
1024                   88.47
2048                   88.40
4096                   88.67
8192                   89.21
16384                  91.45
32768                  93.64
65536                  99.27
131072                111.54
262144                136.96
524288                196.27
1048576               305.26
  [run 6/6] recording — 23:16:19
  [run 6/6] done in 4s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      16.67
2                      16.60
4                      16.50
8                      19.70
16                     16.15
32                     16.24
64                     34.62
128                    34.87
256                    57.98
512                    88.37
1024                   88.31
2048                   88.53
4096                   88.96
8192                   89.33
16384                  91.27
32768                  93.69
65536                  99.54
131072                114.14
262144                140.22
524288                195.75
1048576               303.49
ALL BENCHMARKS COMPLETE  CSV=results/osu_collectives_eessi_18636936.csv
