stack,sdma_enabled,benchmark,num_gcds,run,size_bytes,latency_us
eessi,0,osu_allreduce,4,3,65536,103.54
eessi,0,osu_allreduce,4,3,131072,105.38
eessi,0,osu_allreduce,4,3,262144,108.28
eessi,0,osu_allreduce,4,3,524288,115.40
eessi,0,osu_allreduce,4,3,1048576,127.60
eessi,0,osu_allreduce,4,4,4,2.99
eessi,0,osu_allreduce,4,4,8,2.90
eessi,0,osu_allreduce,4,4,16,2.68
eessi,0,osu_allreduce,4,4,32,2.87
eessi,0,osu_allreduce,4,4,64,2.90
eessi,0,osu_allreduce,4,4,128,2.90
eessi,0,osu_allreduce,4,4,256,2.92
eessi,0,osu_allreduce,4,4,512,60.53
eessi,0,osu_allreduce,4,4,1024,45.66
eessi,0,osu_allreduce,4,4,2048,46.35
eessi,0,osu_allreduce,4,4,4096,107.32
eessi,0,osu_allreduce,4,4,8192,105.94
eessi,0,osu_allreduce,4,4,16384,105.25
eessi,0,osu_allreduce,4,4,32768,112.37
eessi,0,osu_allreduce,4,4,65536,106.47
eessi,0,osu_allreduce,4,4,131072,108.33
eessi,0,osu_allreduce,4,4,262144,111.70
eessi,0,osu_allreduce,4,4,524288,119.28
eessi,0,osu_allreduce,4,4,1048576,130.92
eessi,0,osu_allreduce,4,5,4,2.77
eessi,0,osu_allreduce,4,5,8,2.85
eessi,0,osu_allreduce,4,5,16,2.63
eessi,0,osu_allreduce,4,5,32,2.76
eessi,0,osu_allreduce,4,5,64,2.68
eessi,0,osu_allreduce,4,5,128,2.78
eessi,0,osu_allreduce,4,5,256,2.73
eessi,0,osu_allreduce,4,5,512,60.14
eessi,0,osu_allreduce,4,5,1024,45.47
eessi,0,osu_allreduce,4,5,2048,45.62
eessi,0,osu_allreduce,4,5,4096,106.18
eessi,0,osu_allreduce,4,5,8192,105.74
eessi,0,osu_allreduce,4,5,16384,105.84
eessi,0,osu_allreduce,4,5,32768,112.82
eessi,0,osu_allreduce,4,5,65536,106.30
eessi,0,osu_allreduce,4,5,131072,108.68
eessi,0,osu_allreduce,4,5,262144,111.61
eessi,0,osu_allreduce,4,5,524288,118.67
eessi,0,osu_allreduce,4,5,1048576,130.46
eessi,0,osu_allreduce,4,6,4,2.83
eessi,0,osu_allreduce,4,6,8,2.73
eessi,0,osu_allreduce,4,6,16,2.67
eessi,0,osu_allreduce,4,6,32,2.68
eessi,0,osu_allreduce,4,6,64,2.70
eessi,0,osu_allreduce,4,6,128,2.71
eessi,0,osu_allreduce,4,6,256,2.73
eessi,0,osu_allreduce,4,6,512,59.96
eessi,0,osu_allreduce,4,6,1024,45.21
eessi,0,osu_allreduce,4,6,2048,45.16
eessi,0,osu_allreduce,4,6,4096,108.19
eessi,0,osu_allreduce,4,6,8192,106.65
eessi,0,osu_allreduce,4,6,16384,107.89
eessi,0,osu_allreduce,4,6,32768,113.62
eessi,0,osu_allreduce,4,6,65536,107.21
eessi,0,osu_allreduce,4,6,131072,109.42
eessi,0,osu_allreduce,4,6,262144,112.07
eessi,0,osu_allreduce,4,6,524288,120.00
eessi,0,osu_allreduce,4,6,1048576,131.81
eessi,0,osu_allreduce,8,2,4,4.72
eessi,0,osu_allreduce,8,2,8,4.57
eessi,0,osu_allreduce,8,2,16,4.44
eessi,0,osu_allreduce,8,2,32,4.54
eessi,0,osu_allreduce,8,2,64,4.56
eessi,0,osu_allreduce,8,2,128,4.66
eessi,0,osu_allreduce,8,2,256,4.68
eessi,0,osu_allreduce,8,2,512,95.58
eessi,0,osu_allreduce,8,2,1024,86.54
eessi,0,osu_allreduce,8,2,2048,86.23
eessi,0,osu_allreduce,8,2,4096,167.67
eessi,0,osu_allreduce,8,2,8192,166.56
eessi,0,osu_allreduce,8,2,16384,162.92
eessi,0,osu_allreduce,8,2,32768,162.89
eessi,0,osu_allreduce,8,2,65536,163.55
eessi,0,osu_allreduce,8,2,131072,165.59
eessi,0,osu_allreduce,8,2,262144,170.19
eessi,0,osu_allreduce,8,2,524288,180.11
eessi,0,osu_allreduce,8,2,1048576,196.43
eessi,0,osu_allreduce,8,3,4,4.72
eessi,0,osu_allreduce,8,3,8,4.70
eessi,0,osu_allreduce,8,3,16,4.54
eessi,0,osu_allreduce,8,3,32,4.51
eessi,0,osu_allreduce,8,3,64,4.54
eessi,0,osu_allreduce,8,3,128,4.60
eessi,0,osu_allreduce,8,3,256,4.66
eessi,0,osu_allreduce,8,3,512,95.58
eessi,0,osu_allreduce,8,3,1024,87.05
eessi,0,osu_allreduce,8,3,2048,86.50
eessi,0,osu_allreduce,8,3,4096,167.54
eessi,0,osu_allreduce,8,3,8192,165.43
eessi,0,osu_allreduce,8,3,16384,161.61
eessi,0,osu_allreduce,8,3,32768,161.35
eessi,0,osu_allreduce,8,3,65536,162.28
eessi,0,osu_allreduce,8,3,131072,163.81
eessi,0,osu_allreduce,8,3,262144,168.54
eessi,0,osu_allreduce,8,3,524288,179.06
eessi,0,osu_allreduce,8,3,1048576,195.32
eessi,0,osu_allreduce,8,4,4,4.86
eessi,0,osu_allreduce,8,4,8,4.73
