################# NATIVE STACK (HSA_ENABLE_SDMA=0) #################

# [native sdma=0] intra_pkg_OAM0  GCD(0,1) tier=intra_pkg
  [run 1/6] warm-up — 21:17:08
  [run 1/6] warm-up done in 3s
  [run 2/6] recording — 21:17:11
  [run 2/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
# Size       Avg Latency(us)
1                       0.50
2                       0.50
4                       0.54
8                       0.51
16                      0.52
32                      0.59
64                      0.65
128                     0.66
256                     1.13
512                     1.24
1024                    2.57
2048                    2.63
4096                    2.60
8192                   16.26
16384                  16.25
32768                  16.71
65536                  16.98
131072                 17.56
262144                 19.05
524288                 20.48
1048576                24.51
2097152                31.71
4194304                42.98
  [run 3/6] recording — 21:17:18
  [run 3/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.57
4                       0.54
8                       0.53
16                      0.54
32                      0.56
64                      0.63
128                     0.67
256                     1.09
512                     1.21
1024                    2.55
2048                    2.58
4096                    2.62
8192                   16.25
16384                  16.66
32768                  16.83
65536                  17.01
131072                 17.53
262144                 19.10
524288                 20.47
1048576                24.55
2097152                31.78
4194304                43.00
  [run 4/6] recording — 21:17:19
  [run 4/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.60
4                       0.52
8                       0.50
16                      0.52
32                      0.57
64                      0.66
128                     0.70
256                     1.14
512                     1.29
1024                    2.60
2048                    2.66
4096                    2.71
8192                   16.29
16384                  16.42
32768                  16.82
65536                  17.04
131072                 17.58
262144                 19.09
524288                 20.53
1048576                24.58
2097152                31.80
4194304                43.02
  [run 5/6] recording — 21:17:20
  [run 5/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.59
4                       0.52
8                       0.53
16                      0.48
32                      0.53
64                      0.61
128                     0.62
256                     1.12
512                     1.26
1024                    2.63
2048                    2.63
4096                    2.61
8192                   16.41
16384                  16.48
32768                  16.97
65536                  17.18
131072                 17.70
262144                 19.22
524288                 20.63
1048576                24.70
2097152                31.95
4194304                43.15
  [run 6/6] recording — 21:17:21
  [run 6/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.52
4                       0.53
8                       0.56
16                      0.55
32                      0.61
64                      0.68
128                     0.67
256                     1.14
512                     1.22
1024                    2.71
2048                    2.72
4096                    2.70
8192                   16.80
16384                  16.89
32768                  17.31
65536                  17.11
131072                 17.65
262144                 19.61
524288                 20.62
1048576                24.70
2097152                31.80
4194304                43.15

# [native sdma=0] intra_pkg_OAM2  GCD(4,5) tier=intra_pkg
  [run 1/6] warm-up — 21:17:22
  [run 1/6] warm-up done in 0s
  [run 2/6] recording — 21:17:22
  [run 2/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.59
4                       0.55
8                       0.52
16                      0.52
32                      0.55
64                      0.67
128                     0.71
256                     1.52
512                     1.56
1024                    2.89
2048                    2.88
4096                    2.70
8192                   16.26
16384                  16.30
32768                  16.79
65536                  17.44
131072                 17.52
262144                 19.17
524288                 20.54
1048576                24.56
2097152                31.85
4194304                43.14
  [run 3/6] recording — 21:17:23
  [run 3/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.54
4                       0.56
8                       0.60
16                      0.50
32                      0.56
64                      0.61
128                     0.69
256                     1.14
512                     1.26
1024                    2.66
2048                    2.62
4096                    2.66
8192                   16.06
16384                  16.09
32768                  16.59
65536                  17.04
131072                 17.36
262144                 18.90
524288                 20.29
1048576                24.30
2097152                31.72
4194304                42.86
  [run 4/6] recording — 21:17:24
  [run 4/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.53
4                       0.51
8                       0.50
16                      0.63
32                      0.60
64                      0.68
128                     0.71
256                     1.16
512                     1.22
1024                    2.61
2048                    2.62
4096                    2.66
8192                   16.40
16384                  16.36
32768                  16.84
65536                  17.09
131072                 17.63
262144                 19.13
524288                 20.65
1048576                24.60
2097152                31.94
4194304                43.14
  [run 5/6] recording — 21:17:25
  [run 5/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.55
4                       0.52
8                       0.53
16                      0.48
32                      0.55
64                      0.62
128                     0.65
256                     1.11
512                     1.25
1024                    2.68
2048                    2.67
4096                    2.65
8192                   16.22
16384                  16.28
32768                  16.77
65536                  17.00
131072                 17.60
262144                 19.01
524288                 20.45
1048576                24.54
2097152                32.06
4194304                43.07
  [run 6/6] recording — 21:17:26
  [run 6/6] done in 0s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.56
4                       0.52
8                       0.53
16                      0.50
32                      0.56
64                      0.65
128                     0.68
256                     1.16
512                     1.29
1024                    2.61
2048                    2.58
4096                    2.67
8192                   16.26
16384                  16.36
32768                  16.97
65536                  17.01
131072                 17.57
262144                 19.04
524288                 20.49
1048576                24.52
2097152                31.86
4194304                42.97

# [native sdma=0] inter_pkg_2link_06  GCD(0,6) tier=inter_pkg_2link
  [run 1/6] warm-up — 21:17:26
  [run 1/6] warm-up done in 1s
  [run 2/6] recording — 21:17:27
  [run 2/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.53
4                       0.52
8                       0.54
16                      0.55
32                      0.58
64                      0.63
128                     0.67
256                     1.16
512                     1.31
1024                    3.14
2048                    3.01
4096                    2.79
8192                   17.18
16384                  17.27
32768                  17.90
65536                  18.32
131072                 19.26
262144                 21.55
524288                 24.44
1048576                32.07
2097152                44.24
4194304                68.75
  [run 3/6] recording — 21:17:28
  [run 3/6] done in 2s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.50
4                       0.55
8                       0.53
16                      0.51
32                      0.60
64                      0.68
128                     0.70
256                     1.09
512                     1.22
1024                    2.56
2048                    2.57
4096                    2.60
8192                   17.59
16384                  17.80
32768                  18.09
65536                  18.49
131072                 19.50
262144                 21.80
524288                 25.04
1048576                32.35
2097152                44.48
4194304                68.77
  [run 4/6] recording — 21:17:30
  [run 4/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.50
4                       0.50
8                       0.55
16                      0.53
32                      0.57
64                      0.67
128                     0.68
256                     1.14
512                     1.20
1024                    2.62
2048                    2.62
4096                    2.67
8192                   17.12
16384                  17.47
32768                  17.85
65536                  18.22
131072                 19.20
262144                 21.54
524288                 24.39
1048576                32.05
2097152                44.13
4194304                68.58
  [run 5/6] recording — 21:17:31
  [run 5/6] done in 0s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.53
4                       0.50
8                       0.55
16                      0.51
32                      0.57
64                      0.70
128                     0.69
256                     1.09
512                     1.21
1024                    2.57
2048                    2.62
4096                    2.59
8192                   17.06
16384                  17.15
32768                  17.73
65536                  18.13
131072                 19.38
262144                 21.43
524288                 24.31
1048576                31.99
2097152                44.05
4194304                68.57
  [run 6/6] recording — 21:17:31
  [run 6/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.52
2                       0.54
4                       0.54
8                       0.53
16                      0.54
32                      0.65
64                      0.64
128                     0.67
256                     1.06
512                     1.19
1024                    2.56
2048                    2.53
4096                    2.56
8192                   17.24
16384                  17.29
32768                  18.14
65536                  18.55
131072                 19.26
262144                 21.66
524288                 24.49
1048576                32.18
2097152                44.31
4194304                68.58

# [native sdma=0] inter_pkg_2link_24  GCD(2,4) tier=inter_pkg_2link
  [run 1/6] warm-up — 21:17:32
  [run 1/6] warm-up done in 2s
  [run 2/6] recording — 21:17:34
  [run 2/6] done in 0s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.54
4                       0.50
8                       0.50
16                      0.50
32                      0.55
64                      0.63
128                     0.65
256                     1.07
512                     1.18
1024                    2.58
2048                    2.58
4096                    2.61
8192                   17.18
16384                  17.22
32768                  17.81
65536                  18.28
131072                 19.23
262144                 21.55
524288                 25.06
1048576                32.09
2097152                44.06
4194304                68.49
  [run 3/6] recording — 21:17:34
  [run 3/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.56
4                       0.52
8                       0.52
16                      0.51
32                      0.57
64                      0.65
128                     0.69
256                     1.16
512                     1.25
1024                    2.67
2048                    2.66
4096                    2.65
8192                   17.17
16384                  17.28
32768                  17.91
65536                  18.31
131072                 19.23
262144                 21.57
524288                 24.49
1048576                32.08
2097152                44.08
4194304                68.41
  [run 4/6] recording — 21:17:35
  [run 4/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.52
4                       0.51
8                       0.55
16                      0.54
32                      0.59
64                      0.64
128                     0.71
256                     1.14
512                     1.24
1024                    2.61
2048                    2.63
4096                    2.64
8192                   17.08
16384                  17.11
32768                  17.73
65536                  18.15
131072                 19.09
262144                 21.45
524288                 24.31
1048576                32.02
2097152                43.92
4194304                68.31
  [run 5/6] recording — 21:17:36
  [run 5/6] done in 2s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.53
4                       0.55
8                       0.54
16                      0.55
32                      0.58
64                      0.65
128                     0.66
256                     1.13
512                     1.27
1024                    2.56
2048                    2.57
4096                    2.56
8192                   17.06
16384                  17.18
32768                  17.75
65536                  18.23
131072                 19.11
262144                 21.42
524288                 24.32
1048576                32.03
2097152                43.91
4194304                68.40
  [run 6/6] recording — 21:17:38
  [run 6/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.49
4                       0.50
8                       0.55
16                      0.55
32                      0.59
64                      0.74
128                     0.72
256                     1.15
512                     1.21
1024                    2.58
2048                    2.61
4096                    2.60
8192                   17.15
16384                  17.91
32768                  18.21
65536                  18.21
131072                 19.14
262144                 21.44
524288                 24.39
1048576                32.08
2097152                44.11
4194304                68.46

# [native sdma=0] inter_pkg_1link_02  GCD(0,2) tier=inter_pkg_1link
  [run 1/6] warm-up — 21:17:39
  [run 1/6] warm-up done in 0s
  [run 2/6] recording — 21:17:39
  [run 2/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.47
2                       0.50
4                       0.51
8                       0.52
16                      0.54
32                      0.60
64                      0.64
128                     0.64
256                     1.09
512                     1.21
1024                    2.54
2048                    2.58
4096                    2.58
8192                   16.82
16384                  17.03
32768                  17.80
65536                  18.64
131072                 20.41
262144                 24.29
524288                 30.97
1048576                44.59
2097152                68.18
4194304               120.54
  [run 3/6] recording — 21:17:40
  [run 3/6] done in 2s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.50
4                       0.51
8                       0.51
16                      0.52
32                      0.60
64                      0.67
128                     0.68
256                     1.16
512                     1.22
1024                    2.59
2048                    2.58
4096                    2.58
8192                   16.93
16384                  17.15
32768                  18.05
65536                  19.03
131072                 20.52
262144                 24.35
524288                 31.24
1048576                44.73
2097152                68.16
4194304               120.44
  [run 4/6] recording — 21:17:42
  [run 4/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.51
4                       0.50
8                       0.53
16                      0.52
32                      0.59
64                      0.65
128                     0.67
256                     1.07
512                     1.20
1024                    2.56
2048                    2.54
4096                    2.54
8192                   17.20
16384                  17.49
32768                  18.26
65536                  19.12
131072                 20.77
262144                 24.55
524288                 31.15
1048576                45.00
2097152                68.37
4194304               120.66
  [run 5/6] recording — 21:17:43
  [run 5/6] done in 0s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.49
4                       0.55
8                       0.53
16                      0.55
32                      0.60
64                      0.63
128                     0.68
256                     1.07
512                     1.26
1024                    2.59
2048                    2.58
4096                    2.61
8192                   16.98
16384                  17.21
32768                  17.99
65536                  18.76
131072                 20.59
262144                 24.71
524288                 31.11
1048576                44.76
2097152                68.22
4194304               120.52
  [run 6/6] recording — 21:17:44
  [run 6/6] done in 0s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.50
4                       0.52
8                       0.54
16                      0.51
32                      0.56
64                      0.63
128                     0.65
256                     1.12
512                     1.29
1024                    2.60
2048                    2.55
4096                    2.54
8192                   16.94
16384                  17.16
32768                  17.99
65536                  18.79
131072                 20.55
262144                 24.41
524288                 31.07
1048576                44.77
2097152                68.31
4194304               120.44

# [native sdma=0] inter_pkg_1link_15  GCD(1,5) tier=inter_pkg_1link
  [run 1/6] warm-up — 21:17:44
  [run 1/6] warm-up done in 2s
  [run 2/6] recording — 21:17:46
  [run 2/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.56
4                       0.52
8                       0.51
16                      0.48
32                      0.55
64                      0.63
128                     0.74
256                     1.16
512                     1.29
1024                    2.75
2048                    2.69
4096                    2.70
8192                   15.08
16384                  15.58
32768                  16.00
65536                  17.27
131072                 18.71
262144                 22.87
524288                 29.38
1048576                43.14
2097152                67.06
4194304               119.58
  [run 3/6] recording — 21:17:47
  [run 3/6] done in 0s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.56
4                       0.55
8                       0.54
16                      0.55
32                      0.56
64                      0.67
128                     0.69
256                     1.12
512                     1.28
1024                    2.65
2048                    2.69
4096                    2.59
8192                   15.05
16384                  15.25
32768                  15.98
65536                  16.86
131072                 19.04
262144                 22.52
524288                 29.39
1048576                43.07
2097152                66.85
4194304               119.40
  [run 4/6] recording — 21:17:47
  [run 4/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.58
4                       0.53
8                       0.49
16                      0.48
32                      0.57
64                      0.65
128                     0.69
256                     1.09
512                     1.22
1024                    2.69
2048                    2.60
4096                    2.66
8192                   14.95
16384                  15.65
32768                  15.93
65536                  17.17
131072                 18.62
262144                 22.83
524288                 29.36
1048576                43.09
2097152                66.99
4194304               119.38
  [run 5/6] recording — 21:17:48
  [run 5/6] done in 2s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.52
4                       0.52
8                       0.51
16                      0.53
32                      0.57
64                      0.65
128                     0.69
256                     1.15
512                     1.27
1024                    2.61
2048                    2.55
4096                    2.58
8192                   15.25
16384                  15.20
32768                  16.29
65536                  16.86
131072                 19.03
262144                 22.42
524288                 29.30
1048576                42.98
2097152                66.86
4194304               119.41
  [run 6/6] recording — 21:17:50
  [run 6/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.51
4                       0.53
8                       0.54
16                      0.56
32                      0.58
64                      0.66
128                     0.67
256                     1.14
512                     1.27
1024                    2.61
2048                    2.60
4096                    2.61
8192                   15.04
16384                  15.23
32768                  15.97
65536                  16.83
131072                 18.66
262144                 22.72
524288                 29.37
1048576                43.09
2097152                66.90
4194304               119.44

# [native sdma=0] inter_pkg_1link_37  GCD(3,7) tier=inter_pkg_1link
  [run 1/6] warm-up — 21:17:51
  [run 1/6] warm-up done in 0s
  [run 2/6] recording — 21:17:51
  [run 2/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.47
4                       0.50
8                       0.52
16                      0.56
32                      0.62
64                      0.69
128                     0.69
256                     1.11
512                     1.25
1024                    2.61
2048                    2.60
4096                    2.58
8192                   15.94
16384                  16.43
32768                  17.15
65536                  17.81
131072                 19.51
262144                 23.36
524288                 30.21
1048576                43.79
2097152                67.22
4194304               119.82
  [run 3/6] recording — 21:17:52
  [run 3/6] done in 2s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.51
4                       0.51
8                       0.50
16                      0.50
32                      0.60
64                      0.65
128                     0.65
256                     1.17
512                     1.32
1024                    2.65
2048                    2.68
4096                    2.67
8192                   15.75
16384                  15.93
32768                  16.78
65536                  17.60
131072                 19.36
262144                 23.26
524288                 30.06
1048576                43.63
2097152                67.15
4194304               119.63
  [run 4/6] recording — 21:17:54
  [run 4/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.49
4                       0.52
8                       0.55
16                      0.55
32                      0.58
64                      0.63
128                     0.68
256                     1.11
512                     1.22
1024                    2.63
2048                    2.64
4096                    2.61
8192                   15.88
16384                  16.05
32768                  16.78
65536                  17.65
131072                 19.53
262144                 23.35
524288                 30.07
1048576                43.95
2097152                67.15
4194304               119.75
  [run 5/6] recording — 21:17:55
  [run 5/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.55
4                       0.53
8                       0.53
16                      0.53
32                      0.59
64                      0.64
128                     0.64
256                     1.09
512                     1.22
1024                    2.69
2048                    2.61
4096                    2.64
8192                   15.84
16384                  15.94
32768                  16.74
65536                  17.95
131072                 19.37
262144                 23.24
524288                 30.04
1048576                43.66
2097152                67.04
4194304               119.55
  [run 6/6] recording — 21:17:56
  [run 6/6] done in 0s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.54
4                       0.54
8                       0.54
16                      0.53
32                      0.57
64                      0.66
128                     0.69
256                     1.11
512                     1.20
1024                    2.63
2048                    2.63
4096                    2.64
8192                   16.37
16384                  16.08
32768                  16.80
65536                  18.16
131072                 19.43
262144                 23.33
524288                 30.17
1048576                43.76
2097152                67.23
4194304               119.70

# [native sdma=0] inter_pkg_1link_57  GCD(5,7) tier=inter_pkg_1link
  [run 1/6] warm-up — 21:17:56
  [run 1/6] warm-up done in 3s
  [run 2/6] recording — 21:17:59
  [run 2/6] done in 0s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.51
2                       0.50
4                       0.51
8                       0.53
16                      0.50
32                      0.57
64                      0.65
128                     0.64
256                     1.13
512                     1.26
1024                    2.62
2048                    2.61
4096                    2.58
8192                   16.00
16384                  16.57
32768                  17.00
65536                  17.99
131072                 19.63
262144                 23.50
524288                 30.23
1048576                43.75
2097152                66.98
4194304               119.21
  [run 3/6] recording — 21:17:59
  [run 3/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.48
4                       0.50
8                       0.49
16                      0.50
32                      0.57
64                      0.64
128                     0.68
256                     1.14
512                     1.25
1024                    2.68
2048                    2.69
4096                    2.72
8192                   16.08
16384                  16.21
32768                  16.76
65536                  17.63
131072                 19.43
262144                 23.28
524288                 29.99
1048576                43.52
2097152                66.77
4194304               118.98
  [run 4/6] recording — 21:18:00
  [run 4/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.48
4                       0.48
8                       0.48
16                      0.49
32                      0.57
64                      0.65
128                     0.70
256                     1.11
512                     1.23
1024                    2.56
2048                    2.58
4096                    2.60
8192                   15.92
16384                  16.09
32768                  17.13
65536                  18.02
131072                 19.72
262144                 23.35
524288                 30.06
1048576                43.55
2097152                66.73
4194304               119.02
  [run 5/6] recording — 21:18:01
  [run 5/6] done in 2s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.49
4                       0.51
8                       0.50
16                      0.52
32                      0.58
64                      0.64
128                     0.68
256                     1.16
512                     1.29
1024                    2.64
2048                    2.65
4096                    2.66
8192                   15.98
16384                  16.18
32768                  17.38
65536                  17.78
131072                 19.52
262144                 23.38
524288                 30.34
1048576                43.74
2097152                66.96
4194304               119.11
  [run 6/6] recording — 21:18:03
  [run 6/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.51
4                       0.51
8                       0.51
16                      0.51
32                      0.59
64                      0.61
128                     0.62
256                     1.11
512                     1.22
1024                    2.60
2048                    2.59
4096                    2.58
8192                   15.75
16384                  15.94
32768                  16.73
65536                  17.55
131072                 19.25
262144                 23.15
524288                 30.06
1048576                43.48
2097152                66.67
4194304               118.98

# [native sdma=0] routed_07  GCD(0,7) tier=routed
  [run 1/6] warm-up — 21:18:04
  [run 1/6] warm-up done in 1s
  [run 2/6] recording — 21:18:05
  [run 2/6] done in 0s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.50
4                       0.52
8                       0.54
16                      0.54
32                      0.59
64                      0.64
128                     0.68
256                     1.15
512                     1.29
1024                    2.67
2048                    2.65
4096                    2.61
8192                   16.37
16384                  16.54
32768                  17.06
65536                  17.80
131072                 18.59
262144                 21.20
524288                 24.70
1048576                32.62
2097152                46.21
4194304                74.39
  [run 3/6] recording — 21:18:05
  [run 3/6] done in 2s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.54
4                       0.51
8                       0.49
16                      0.52
32                      0.54
64                      0.61
128                     0.63
256                     1.12
512                     1.25
1024                    2.55
2048                    2.62
4096                    2.55
8192                   16.35
16384                  16.45
32768                  17.09
65536                  17.51
131072                 18.59
262144                 21.16
524288                 24.45
1048576                32.71
2097152                46.51
4194304                74.47
  [run 4/6] recording — 21:18:07
  [run 4/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.53
4                       0.51
8                       0.51
16                      0.53
32                      0.56
64                      0.66
128                     0.69
256                     1.15
512                     1.28
1024                    2.62
2048                    2.60
4096                    2.59
8192                   16.41
16384                  16.56
32768                  17.14
65536                  17.65
131072                 18.69
262144                 21.23
524288                 24.49
1048576                32.70
2097152                46.52
4194304                74.56
  [run 5/6] recording — 21:18:08
  [run 5/6] done in 1s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.53
4                       0.53
8                       0.51
16                      0.52
32                      0.58
64                      0.64
128                     0.69
256                     1.14
512                     1.29
1024                    2.58
2048                    2.62
4096                    2.63
8192                   16.37
16384                  16.47
32768                  17.08
65536                  17.53
131072                 18.59
262144                 21.10
524288                 24.38
1048576                32.56
2097152                46.54
4194304                74.45
  [run 6/6] recording — 21:18:09
  [run 6/6] done in 0s

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.54
4                       0.54
8                       0.52
16                      0.50
32                      0.57
64                      0.62
128                     0.63
256                     1.16
512                     1.27
1024                    2.55
2048                    2.54
4096                    2.56
8192                   16.38
16384                  16.49
32768                  17.06
65536                  17.91
131072                 18.57
262144                 21.08
524288                 24.38
1048576                32.59
2097152                46.57
4194304                74.45

# [native sdma=0] routed_03  GCD(0,3) tier=routed
