################# NATIVE STACK (HSA_ENABLE_SDMA=0) #################

# [native sdma=0] osu_allreduce  N=2  devices=0,1
  [run 1/6] warm-up — 23:11:37
  [run 1/6] warm-up done in 3s
  [run 2/6] recording — 23:11:40
  [run 2/6] done in 1s

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
2048                   12.72
4096                   26.88
8192                   51.44
16384                  52.21
32768                  54.38
65536                  56.37
131072                 98.77
262144                110.79
524288                128.51
1048576               175.99
  [run 4/6] recording — 23:12:56
  [run 4/6] done in 1s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.11
2                       2.08
4                       2.08
8                       2.19
16                      2.09
32                      2.19
64                      2.30
128                     3.67
256                     5.53
512                     8.38
1024                   11.19
2048                   13.07
4096                   27.19
8192                   50.71
16384                  51.69
32768                  54.14
65536                  55.32
131072                 98.68
262144                111.17
524288                128.07
1048576               175.13
  [run 5/6] recording — 23:12:57
  [run 5/6] done in 1s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.12
2                       2.08
4                       2.10
8                       2.17
16                      2.10
32                      2.22
64                      2.34
128                     3.76
256                     5.50
512                     8.33
1024                   11.42
2048                   12.83
4096                   27.13
8192                   51.01
16384                  51.33
32768                  53.49
65536                  56.60
131072                 98.39
262144                110.94
524288                127.59
1048576               174.65
  [run 6/6] recording — 23:12:58
  [run 6/6] done in 2s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       2.09
2                       2.06
4                       2.04
8                       2.06
16                      2.06
32                      2.13
64                      2.22
128                     3.69
256                     5.44
512                     8.25
1024                   11.28
2048                   12.70
4096                   26.97
8192                   51.45
16384                  52.89
32768                  54.10
65536                  56.88
131072                 98.06
262144                111.30
524288                127.95
1048576               174.96

# [native sdma=0] osu_allgather  N=8  devices=0,1,2,3,4,5,6,7
  [run 1/6] warm-up — 23:13:00
  [run 1/6] warm-up done in 2s
  [run 2/6] recording — 23:13:02
  [run 2/6] done in 1s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       3.76
2                       3.52
4                       3.55
8                       3.56
16                      3.61
32                      3.93
64                      6.08
128                     8.66
256                    14.33
512                    17.71
1024                   21.34
2048                   36.72
4096                   50.67
8192                   87.46
16384                  89.04
32768                  92.67
65536                 183.85
131072                186.99
262144                211.11
524288                257.24
1048576               369.58
  [run 3/6] recording — 23:13:03
  [run 3/6] done in 2s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.01
2                       3.67
4                       3.56
8                       3.74
16                      3.70
32                      4.01
64                      6.29
128                     8.74
256                    14.58
512                    17.61
1024                   21.23
2048                   36.33
4096                   50.61
8192                   87.21
16384                  88.65
32768                  92.36
65536                 183.18
131072                186.25
262144                209.29
524288                257.05
1048576               369.54
  [run 4/6] recording — 23:13:05
  [run 4/6] done in 1s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       3.94
2                       3.57
4                       3.57
8                       3.54
16                      3.69
32                      3.97
64                      6.22
128                     8.61
256                    14.74
512                    17.84
1024                   21.78
2048                   36.70
4096                   51.20
8192                   87.57
16384                  89.16
32768                  92.96
65536                 183.95
131072                186.67
262144                210.38
524288                258.09
1048576               370.82
  [run 5/6] recording — 23:13:07
  [run 5/6] done in 3s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.01
2                       3.69
4                       3.65
8                       3.63
16                      3.79
32                      3.93
64                      6.21
128                     8.67
256                    14.60
512                    17.64
1024                   21.14
2048                   36.59
4096                   50.66
8192                   87.16
16384                  88.51
32768                  92.40
65536                 182.74
131072                186.22
262144                209.23
524288                257.19
1048576               369.45
  [run 6/6] recording — 23:13:09
  [run 6/6] done in 2s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       4.09
2                       3.64
4                       3.60
8                       3.70
16                      3.78
32                      4.00
64                      6.25
128                     8.69
256                    14.53
512                    17.36
1024                   21.24
2048                   36.61
4096                   50.98
8192                   87.07
16384                  88.50
32768                  92.31
65536                 182.19
131072                186.29
262144                210.71
524288                257.46
1048576               370.74
ALL BENCHMARKS COMPLETE  CSV=results/osu_collectives_native_18636935.csv
