stack,sdma_enabled,mpich_gpu_ipc_threshold,pair_label,gcd_a,gcd_b,tier,num_links,run,size_bytes,bandwidth_MBps
native,0,4096,intra_pkg_OAM0,0,1,intra_pkg,4,4,4194304,118034.82
native,0,4096,intra_pkg_OAM0,0,1,intra_pkg,4,4,8388608,132940.02
native,0,4096,intra_pkg_OAM0,0,1,intra_pkg,4,4,16777216,142795.60
native,0,4096,intra_pkg_OAM0,0,1,intra_pkg,4,4,33554432,147987.96
native,0,4096,intra_pkg_OAM0,0,1,intra_pkg,4,4,67108864,150061.29
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,1,2.74
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,2,6.18
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,4,12.11
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,8,24.55
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,16,48.95
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,32,96.58
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,64,190.93
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,128,354.00
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,256,427.24
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,512,774.97
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,1024,1322.51
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,2048,1763.27
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,4096,2805.46
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,8192,1105.88
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,16384,2202.90
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,32768,4093.88
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,65536,7934.30
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,131072,14898.81
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,262144,23340.25
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,524288,41315.52
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,1048576,61554.32
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,2097152,85266.69
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,4194304,118194.20
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,8388608,133074.53
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,16777216,142784.88
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,33554432,148047.60
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,2,67108864,150343.13
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,1,2.70
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,2,5.95
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,4,11.92
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,8,24.06
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,16,48.34
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,32,95.34
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,64,191.94
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,128,302.19
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,256,431.05
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,512,785.04
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,1024,1405.83
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,2048,1845.72
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,4096,2813.50
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,8192,1104.19
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,16384,2200.36
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,32768,4077.42
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,65536,7898.64
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,131072,14859.58
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,262144,23437.01
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,524288,41488.68
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,1048576,61716.59
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,2097152,85304.74
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,4194304,118255.64
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,8388608,133081.57
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,16777216,142938.29
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,33554432,148261.45
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,3,67108864,150425.02
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,1,2.80
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,2,6.19
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,4,12.03
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,8,24.50
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,16,49.73
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,32,96.46
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,64,187.44
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,128,315.86
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,256,428.53
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,512,769.76
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,1024,1296.21
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,2048,1776.04
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,4096,2892.64
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,8192,1089.86
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,16384,2173.07
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,32768,4049.81
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,65536,7860.42
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,131072,14676.97
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,262144,23282.23
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,524288,41530.77
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,1048576,61747.70
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,2097152,85226.66
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,4194304,118287.90
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,8388608,133216.33
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,16777216,142986.92
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,33554432,148147.33
native,0,8192,intra_pkg_OAM0,0,1,intra_pkg,4,4,67108864,150289.86
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,1,2.71
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,2,6.05
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,4,12.06
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,8,24.43
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,16,49.13
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,32,94.77
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,64,188.71
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,128,346.55
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,256,432.70
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,512,782.73
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,1024,1335.29
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,2048,1776.92
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,4096,2837.84
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,8192,1093.73
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,16384,2165.30
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,32768,4082.80
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,65536,7850.24
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,131072,14670.01
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,262144,23376.24
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,524288,41323.49
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,1048576,61606.46
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,2097152,85074.40
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,4194304,118243.95
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,8388608,133220.80
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,16777216,142961.83
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,33554432,148021.73
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,2,67108864,150201.21
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,1,2.75
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,2,5.81
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,4,12.02
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,8,24.02
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,16,48.72
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,32,94.05
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,64,181.29
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,128,375.84
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,256,422.49
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,512,790.60
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,1024,1405.51
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,2048,1814.26
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,4096,2847.79
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,8192,1099.03
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,16384,2188.80
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,32768,4064.06
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,65536,7890.73
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,131072,14670.97
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,262144,23392.54
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,524288,41665.19
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,1048576,61946.62
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,2097152,85312.33
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,4194304,118161.85
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,8388608,133152.37
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,16777216,142759.15
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,33554432,148178.34
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,3,67108864,150468.42
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,1,2.59
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,2,5.90
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,4,11.64
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,8,23.24
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,16,46.31
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,32,91.39
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,64,184.02
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,128,305.13
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,256,424.34
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,512,765.82
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,1024,1336.92
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,2048,1709.33
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,4096,2937.68
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,8192,1084.03
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,16384,2146.59
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,32768,4041.35
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,65536,7816.49
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,131072,14519.02
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,262144,23239.89
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,524288,41503.06
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,1048576,61621.58
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,2097152,85025.26
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,4194304,118186.63
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,8388608,133122.94
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,16777216,143019.64
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,33554432,148186.72
native,0,16384,intra_pkg_OAM0,0,1,intra_pkg,4,4,67108864,150356.79
