stack,sdma_enabled,pair_label,gcd_a,gcd_b,tier,num_links,run,size_bytes,bandwidth_MBps
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,1,2.90
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,2,5.83
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,4,12.41
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,8,25.39
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,16,50.84
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,32,101.91
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,64,202.30
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,128,14.97
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,256,30.03
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,512,60.03
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,1024,120.23
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,2048,239.34
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,4096,492.52
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,8192,933.89
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,16384,1859.34
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,32768,3493.83
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,65536,6817.62
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,131072,12425.02
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,262144,21274.40
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,524288,37979.11
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,1048576,58074.89
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,2097152,82908.09
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,4194304,116733.73
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,8388608,132019.09
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,16777216,141977.70
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,33554432,147662.78
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,67108864,150407.64
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,3,1,2.94
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,3,2,5.86
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,3,4,12.48
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,3,8,25.66
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,3,16,51.31
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,3,32,102.37
