stack,sdma_enabled,pair_label,gcd_a,gcd_b,tier,num_links,run,size_bytes,bandwidth_MBps
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,1,3.77
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,2,7.53
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,4,15.09
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,8,30.27
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,16,56.73
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,32,120.98
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,64,222.31
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,128,463.63
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,256,61.27
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,512,123.98
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,1024,249.39
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,2048,497.73
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,4096,972.69
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,8192,1826.76
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,16384,3650.11
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,32768,6860.10
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,65536,13241.35
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,131072,24657.96
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,262144,41511.52
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,524288,73261.89
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,1048576,114477.87
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,2097152,160588.42
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,4194304,225196.17
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,8388608,249465.78
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,16777216,268441.59
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,33554432,277687.64
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,2,67108864,281971.70
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,3,1,3.63
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,3,2,7.26
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,3,4,14.44
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,3,8,29.14
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,3,16,58.61
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,3,32,116.93
eessi,0,intra_pkg_OAM0,0,1,intra_pkg,4,3,64,228.20
