######## EESSI STACK (HSA_ENABLE_SDMA=0, UCX_RNDV_THRESH=1024) ########

################################################################
# [eessi sdma=0 rndv=1024] intra_pkg_OAM0  GCD(0,1) tier=intra_pkg links=4
################################################################
  [run 1/6] warm-up — 01:00:40
  [run 1/6] warm-up done in 22s
  [run 2/6] recording — 01:01:02
  [run 2/6] done in 10s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
  [run 6/6] recording — 01:11:40
  [run 6/6] done in 26s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.96
2                       5.93
4                      12.59
8                      25.92
16                     47.27
32                    103.74
64                    187.88
128                   390.68
256                   760.00
512                    45.18
1024                  126.93
2048                  254.37
4096                  508.46
8192                  935.70
16384                1832.35
32768                3355.13
65536                6166.39
131072              10639.16
262144              16039.61
524288              22985.35
1048576             28617.91
2097152             34856.88
4194304             37257.70
8388608             38380.85
16777216            38919.95
33554432            39048.84
67108864            38927.02

################################################################
# [eessi sdma=0 rndv=1024] inter_pkg_1link_37  GCD(3,7) tier=inter_pkg_1link links=1
################################################################
  [run 1/6] warm-up — 01:12:06
  [run 1/6] warm-up done in 27s
  [run 2/6] recording — 01:12:33
  [run 2/6] done in 26s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       3.00
2                       6.04
4                      12.79
8                      26.34
16                     52.76
32                    105.87
64                    202.50
128                   403.05
256                   803.63
512                    49.05
1024                  143.14
2048                  286.49
4096                  566.91
8192                 1030.68
16384                2012.43
32768                3651.98
65536                6642.96
131072              11323.70
262144              16847.08
524288              23780.52
1048576             29132.19
2097152             34987.63
4194304             37294.18
8388608             38387.01
16777216            38924.32
33554432            39052.12
67108864            38985.24
  [run 3/6] recording — 01:12:59
  [run 3/6] done in 26s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.99
2                       6.03
4                      12.78
8                      26.13
16                     51.70
32                    104.93
64                    206.03
128                   409.41
256                   800.53
512                    49.24
1024                  142.69
2048                  285.46
4096                  568.39
8192                 1040.49
16384                2025.31
32768                3696.57
65536                6704.69
131072              11350.17
262144              16828.54
524288              23744.47
1048576             29129.63
2097152             34988.54
4194304             37216.52
8388608             38335.27
16777216            38821.94
33554432            38924.47
67108864            38804.28
  [run 4/6] recording — 01:13:25
  [run 4/6] done in 26s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       3.00
2                       5.98
4                      12.67
8                      23.67
16                     51.44
32                    104.20
64                    206.59
128                   412.27
256                   802.01
512                    48.92
1024                  143.32
2048                  286.31
4096                  556.06
8192                 1017.71
16384                1990.94
32768                3621.64
65536                6603.01
131072              11258.09
262144              16738.10
524288              23698.24
1048576             29057.94
2097152             34986.17
4194304             37287.61
8388608             38413.44
16777216            38932.69
33554432            39026.04
67108864            38894.31
  [run 5/6] recording — 01:13:51
  [run 5/6] done in 26s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.99
2                       6.03
4                      12.84
8                      26.27
16                     52.81
32                    105.21
64                    209.13
128                   395.96
256                   770.75
512                    48.84
1024                  142.04
2048                  285.84
4096                  564.90
8192                 1030.07
16384                2013.76
32768                3662.19
65536                6665.34
131072              11303.75
262144              16813.79
524288              23751.04
1048576             29167.13
2097152             35028.82
4194304             37284.24
8388608             38394.01
16777216            38877.58
33554432            38959.04
67108864            38847.18
  [run 6/6] recording — 01:14:17
  [run 6/6] done in 27s

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
