################# EESSI STACK (HSA_ENABLE_SDMA=0) ##################

# [eessi sdma=0] intra_pkg_OAM0  GCD(0,1) tier=intra_pkg links=4
  [run 1/6] warm-up — 20:50:25
  [run 1/6] warm-up done in 19s
  [run 2/6] recording — 20:50:44
  [run 2/6] done in 11s

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       3.74
2                       7.49
4                      14.98
8                      30.04
16                     60.06
32                    120.04
64                    235.61
128                   458.54
256                    64.65
512                   129.49
1024                  254.02
2048                  509.34
4096                 1019.40
8192                 1883.25
16384                3655.84
32768                6683.47
65536               12293.08
131072              21214.42
262144              32048.29
524288              45749.50
1048576             56525.44
2097152             67344.45
4194304             71513.30
8388608             73808.18
16777216            74644.27
33554432            74554.07
67108864            74062.58
  [run 5/6] recording — 21:04:12
  [run 5/6] done in 28s

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       3.68
2                       7.37
4                      14.79
8                      29.59
16                     59.30
32                    118.35
64                    232.26
128                   453.92
256                    64.59
512                   128.90
1024                  256.22
2048                  507.21
4096                 1002.33
8192                 1849.29
16384                3604.89
32768                6641.63
65536               12188.32
131072              20903.93
262144              31792.86
524288              45424.71
1048576             56283.04
2097152             67462.49
4194304             71607.04
8388608             73777.79
16777216            74439.52
33554432            74282.68
67108864            73810.51
  [run 6/6] recording — 21:04:40
  [run 6/6] done in 27s

