################# NATIVE STACK (HSA_ENABLE_SDMA=0) #################

# [native sdma=0] intra_pkg_OAM0  GCD(0,1) tier=intra_pkg links=4
  [run 1/6] warm-up — 20:50:27
  [run 1/6] warm-up done in 9s
  [run 2/6] recording — 20:50:36
  [run 2/6] done in 8s

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
# Size      Bandwidth (MB/s)
1                       4.67
2                       9.14
4                      18.29
8                      36.65
16                     73.48
32                    142.44
64                    274.84
128                   531.45
256                   517.35
512                   925.57
1024                  884.02
2048                 1761.52
4096                 3455.50
8192                 2082.68
16384                4062.05
32768                7417.76
65536               13452.12
131072              22710.74
262144              33637.15
524288              47217.34
1048576             57476.24
2097152             67801.61
4194304             71746.29
8388608             73473.06
16777216            74077.30
33554432            73781.03
67108864            73265.21
  [run 5/6] recording — 20:59:50
  [run 5/6] done in 25s

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.79
2                       9.40
4                      18.83
8                      37.69
16                     75.34
32                    146.89
64                    284.98
128                   553.62
256                   523.45
512                   942.46
1024                  878.53
2048                 1740.99
4096                 3432.68
8192                 1986.16
16384                3899.13
32768                7129.93
65536               12958.64
131072              22099.45
262144              32944.63
524288              46709.52
1048576             57183.68
2097152             67769.41
4194304             71742.67
8388608             73377.39
16777216            73930.46
33554432            73639.24
67108864            73216.78
  [run 6/6] recording — 21:00:15
  [run 6/6] done in 25s

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.65
2                       9.12
4                      18.24
8                      36.62
16                     73.30
32                    141.88
64                    274.57
128                   528.03
256                   521.75
512                   933.50
1024                  894.63
2048                 1771.00
4096                 3453.39
8192                 2061.18
16384                4039.16
32768                7374.36
65536               13384.54
131072              22663.42
262144              33594.01
524288              47370.99
1048576             57554.91
2097152             67818.52
4194304             71746.46
8388608             73487.48
16777216            74082.01
33554432            73774.52
67108864            73252.97

# [native sdma=0] inter_pkg_1link_37  GCD(3,7) tier=inter_pkg_1link links=1
  [run 1/6] warm-up — 21:00:40
  [run 1/6] warm-up done in 25s
  [run 2/6] recording — 21:01:05
  [run 2/6] done in 25s

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.67
2                       9.14
4                      18.28
8                      36.71
16                     72.93
32                    141.90
64                    270.20
128                   526.37
256                   519.25
512                   931.16
1024                  885.44
2048                 1754.99
4096                 3383.95
8192                 1912.30
16384                3735.27
32768                6807.13
65536               12455.53
131072              21367.51
262144              32217.76
524288              45806.32
1048576             56316.99
2097152             67422.14
4194304             71504.66
8388608             73752.91
16777216            74487.61
33554432            74328.92
67108864            73862.19
  [run 3/6] recording — 21:01:30
  [run 3/6] done in 25s

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.65
2                       9.09
4                      18.32
8                      36.56
16                     73.08
32                    141.29
64                    272.18
128                   524.96
256                   511.43
512                   928.63
1024                  895.05
2048                 1771.08
4096                 3453.74
8192                 1899.02
16384                3716.17
32768                6786.18
65536               12392.04
131072              21338.11
262144              32159.66
524288              45716.67
1048576             56161.71
2097152             67425.69
4194304             71549.43
8388608             73768.84
16777216            74572.52
33554432            74434.48
67108864            73944.76
  [run 4/6] recording — 21:01:55
  [run 4/6] done in 26s

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.57
2                       9.13
4                      18.18
8                      36.40
16                     72.99
32                    141.95
64                    274.13
128                   532.77
256                   523.31
512                   934.18
1024                  885.59
2048                 1750.86
4096                 3405.84
8192                 1897.48
16384                3714.94
32768                6778.59
65536               12392.84
131072              21328.13
262144              32160.18
524288              45823.66
1048576             56319.18
2097152             67449.88
4194304             71572.23
8388608             73779.12
16777216            74430.92
33554432            74273.79
67108864            73860.92
  [run 5/6] recording — 21:02:21
  [run 5/6] done in 25s

