stack,sdma_enabled,config_label,nccl_nchannels,nccl_ignore_aff,nccl_net_gdr,benchmark,num_gcds,run,size_bytes,latency_us
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,64,85.66
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,128,86.13
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,256,87.16
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,512,88.39
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,1024,89.83
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,2048,95.72
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,4096,107.55
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,8192,102.68
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,16384,125.43
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,32768,173.42
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,65536,273.22
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,131072,475.57
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,262144,877.24
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,524288,1679.61
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,2,1048576,722.53
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,1,84.45
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,2,84.29
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,4,84.46
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,8,84.88
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,16,84.77
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,32,85.03
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,64,85.73
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,128,86.43
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,256,87.59
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,512,88.76
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,1024,89.96
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,2048,95.99
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,4096,108.11
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,8192,102.83
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,16384,125.81
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,32768,173.89
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,65536,273.37
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,131072,476.40
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,262144,878.74
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,524288,1682.99
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,3,1048576,721.68
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,1,84.26
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,2,84.10
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,4,84.25
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,8,84.68
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,16,84.51
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,32,84.81
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,64,85.45
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,128,86.23
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,256,87.17
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,512,88.23
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,1024,89.45
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,2048,95.58
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,4096,107.20
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,8192,102.52
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,16384,125.58
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,32768,173.71
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,65536,273.49
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,131072,475.83
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,262144,877.75
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,524288,1682.13
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,4,1048576,718.66
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,1,84.35
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,2,84.17
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,4,84.23
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,8,84.68
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,16,84.59
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,32,84.91
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,64,85.63
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,128,86.22
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,256,87.30
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,512,88.36
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,1024,89.71
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,2048,95.50
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,4096,107.67
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,8192,102.95
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,16384,125.71
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,32768,173.56
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,65536,273.30
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,131072,475.84
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,262144,878.36
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,524288,1681.13
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,5,1048576,721.42
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,1,84.33
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,2,84.17
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,4,84.31
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,8,84.86
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,16,84.67
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,32,84.88
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,64,85.74
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,128,86.30
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,256,87.48
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,512,88.82
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,1024,90.23
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,2048,95.72
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,4096,107.72
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,8192,102.94
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,16384,125.73
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,32768,173.74
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,65536,273.43
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,131072,475.93
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,262144,878.34
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,524288,1681.84
eessi_xccl,0,channels32,32,NA,NA,osu_xccl_alltoall,8,6,1048576,723.90
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,4,36.70
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,8,36.46
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,16,36.31
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,32,37.76
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,64,40.73
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,128,46.89
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,256,46.91
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,512,47.31
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,1024,47.46
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,2048,48.42
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,4096,49.45
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,8192,50.53
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,16384,51.68
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,32768,51.54
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,65536,51.37
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,131072,52.13
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,262144,85.80
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,524288,109.34
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,2,1048576,121.47
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,4,36.48
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,8,36.25
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,16,36.07
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,32,37.79
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,64,41.00
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,128,46.98
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,256,46.98
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,512,47.34
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,1024,47.85
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,2048,48.47
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,4096,49.34
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,8192,50.68
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,16384,51.86
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,32768,51.75
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,65536,51.37
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,131072,52.14
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,262144,85.70
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,524288,109.40
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,3,1048576,121.42
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,4,36.30
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,8,36.32
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,16,36.19
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,32,37.85
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,64,41.15
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,128,47.28
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,256,47.24
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,512,47.52
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,1024,48.01
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,2048,48.65
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,4096,49.44
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,8192,50.71
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,16384,51.81
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,32768,52.12
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,65536,52.25
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,131072,52.74
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,262144,86.16
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,524288,109.22
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,4,1048576,121.37
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,4,36.59
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,8,36.19
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,16,36.05
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,32,37.84
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,64,41.00
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,128,46.82
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,256,46.79
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,512,47.16
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,1024,47.72
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,2048,48.32
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,4096,49.26
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,8192,50.39
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,16384,51.55
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,32768,51.07
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,65536,51.19
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,131072,52.26
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,262144,85.40
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,524288,108.97
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,5,1048576,121.15
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,4,37.09
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,8,36.84
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,16,36.73
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,32,38.97
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,64,41.35
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,128,47.27
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,256,47.73
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,512,47.77
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,1024,48.02
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,2048,48.89
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,4096,49.64
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,8192,50.85
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,16384,51.82
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,32768,51.63
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,65536,52.01
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,131072,52.88
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,262144,84.30
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,524288,107.96
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_allreduce,8,6,1048576,119.91
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,1,31.88
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,2,31.79
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,4,31.78
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,8,31.81
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,16,31.82
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,32,31.99
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,64,32.07
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,128,32.09
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,256,32.20
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,512,32.40
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,1024,32.60
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,2048,33.20
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,4096,34.69
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,8192,35.25
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,16384,38.41
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,32768,44.79
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,65536,44.66
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,131072,50.51
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,262144,67.40
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,524288,100.37
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,2,1048576,167.59
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,1,31.97
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,2,31.95
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,4,31.96
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,8,32.04
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,16,32.05
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,32,32.11
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,64,32.17
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,128,32.16
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,256,32.28
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,512,32.43
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,1024,32.79
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,2048,33.47
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,4096,34.88
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,8192,35.46
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,16384,38.72
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,32768,45.15
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,65536,44.93
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,131072,50.69
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,262144,67.37
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,524288,100.60
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,3,1048576,167.44
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,1,32.35
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,2,32.28
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,4,32.20
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,8,32.25
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,16,32.28
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,32,32.41
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,64,32.45
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,128,32.45
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,256,32.46
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,512,32.70
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,1024,32.84
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,2048,33.56
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,4096,34.86
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,8192,35.42
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,16384,38.46
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,32768,44.98
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,65536,44.49
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,131072,50.73
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,262144,67.18
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,524288,100.16
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,4,1048576,167.13
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,1,32.04
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,2,32.76
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,4,32.83
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,8,32.81
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,16,32.85
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,32,32.93
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,64,33.03
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,128,33.03
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,256,33.04
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,512,33.16
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,1024,33.42
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,2048,34.13
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,4096,35.56
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,8192,36.03
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,16384,39.03
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,32768,45.30
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,65536,44.57
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,131072,51.30
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,262144,68.25
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,524288,100.56
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,5,1048576,167.65
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,1,32.89
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,2,32.57
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,4,32.56
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,8,32.58
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,16,32.57
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,32,32.63
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,64,32.78
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,128,32.77
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,256,32.85
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,512,33.05
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,1024,33.55
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,2048,34.23
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,4096,35.75
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,8192,36.21
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,16384,39.52
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,32768,46.15
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,65536,45.48
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,131072,51.81
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,262144,68.39
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,524288,100.94
eessi_xccl,0,affinity,NA,1,NA,osu_xccl_alltoall,8,6,1048576,166.76
eessi_xccl,0,gdr3,NA,NA,3,osu_xccl_allreduce,8,2,4,38.02
eessi_xccl,0,gdr3,NA,NA,3,osu_xccl_allreduce,8,2,8,37.69
eessi_xccl,0,gdr3,NA,NA,3,osu_xccl_allreduce,8,2,16,37.52
eessi_xccl,0,gdr3,NA,NA,3,osu_xccl_allreduce,8,2,32,38.40
eessi_xccl,0,gdr3,NA,NA,3,osu_xccl_allreduce,8,2,64,40.98
eessi_xccl,0,gdr3,NA,NA,3,osu_xccl_allreduce,8,2,128,46.86
eessi_xccl,0,gdr3,NA,NA,3,osu_xccl_allreduce,8,2,256,46.86
eessi_xccl,0,gdr3,NA,NA,3,osu_xccl_allreduce,8,2,512,47.28
eessi_xccl,0,gdr3,NA,NA,3,osu_xccl_allreduce,8,2,1024,47.69
eessi_xccl,0,gdr3,NA,NA,3,osu_xccl_allreduce,8,2,2048,48.62
eessi_xccl,0,gdr3,NA,NA,3,osu_xccl_allreduce,8,2,4096,49.48
eessi_xccl,0,gdr3,NA,NA,3,osu_xccl_allreduce,8,2,8192,50.60
eessi_xccl,0,gdr3,NA,NA,3,osu_xccl_allreduce,8,2,16384,51.61
