stack,sdma_enabled,benchmark,num_nodes,num_gcds,run,size_bytes,latency_us
eessi,0,osu_allreduce,2,16,2,4,42.13
eessi,0,osu_allreduce,2,16,2,8,44.75
eessi,0,osu_allreduce,2,16,2,16,43.26
eessi,0,osu_allreduce,2,16,2,32,43.39
eessi,0,osu_allreduce,2,16,2,64,41.80
eessi,0,osu_allreduce,2,16,2,128,43.92
eessi,0,osu_allreduce,2,16,2,256,43.72
eessi,0,osu_allreduce,2,16,2,512,44.34
eessi,0,osu_allreduce,2,16,2,1024,45.99
eessi,0,osu_allreduce,2,16,2,2048,47.68
eessi,0,osu_allreduce,2,16,2,4096,53.87
eessi,0,osu_allreduce,2,16,2,8192,77.52
eessi,0,osu_allreduce,2,16,2,16384,89.42
eessi,0,osu_allreduce,2,16,2,32768,124.36
eessi,0,osu_allreduce,2,16,2,65536,201.81
eessi,0,osu_allreduce,2,16,2,131072,349.17
eessi,0,osu_allreduce,2,16,2,262144,658.62
eessi,0,osu_allreduce,2,16,2,524288,1296.62
eessi,0,osu_allreduce,2,16,2,1048576,2559.07
eessi,0,osu_allreduce,2,16,3,4,44.38
eessi,0,osu_allreduce,2,16,3,8,46.76
eessi,0,osu_allreduce,2,16,3,16,45.39
eessi,0,osu_allreduce,2,16,3,32,45.62
eessi,0,osu_allreduce,2,16,3,64,43.94
eessi,0,osu_allreduce,2,16,3,128,46.13
eessi,0,osu_allreduce,2,16,3,256,46.02
eessi,0,osu_allreduce,2,16,3,512,46.32
eessi,0,osu_allreduce,2,16,3,1024,48.05
eessi,0,osu_allreduce,2,16,3,2048,49.81
eessi,0,osu_allreduce,2,16,3,4096,55.76
eessi,0,osu_allreduce,2,16,3,8192,79.86
eessi,0,osu_allreduce,2,16,3,16384,91.83
eessi,0,osu_allreduce,2,16,3,32768,127.46
eessi,0,osu_allreduce,2,16,3,65536,183.27
eessi,0,osu_allreduce,2,16,3,131072,319.09
eessi,0,osu_allreduce,2,16,3,262144,609.04
eessi,0,osu_allreduce,2,16,3,524288,1149.55
eessi,0,osu_allreduce,2,16,3,1048576,2227.22
eessi,0,osu_allreduce,2,16,4,4,45.05
eessi,0,osu_allreduce,2,16,4,8,47.59
eessi,0,osu_allreduce,2,16,4,16,45.99
eessi,0,osu_allreduce,2,16,4,32,45.83
eessi,0,osu_allreduce,2,16,4,64,44.15
eessi,0,osu_allreduce,2,16,4,128,46.27
eessi,0,osu_allreduce,2,16,4,256,46.08
eessi,0,osu_allreduce,2,16,4,512,46.62
eessi,0,osu_allreduce,2,16,4,1024,48.16
eessi,0,osu_allreduce,2,16,4,2048,49.85
eessi,0,osu_allreduce,2,16,4,4096,55.85
eessi,0,osu_allreduce,2,16,4,8192,79.90
eessi,0,osu_allreduce,2,16,4,16384,92.93
eessi,0,osu_allreduce,2,16,4,32768,126.14
eessi,0,osu_allreduce,2,16,4,65536,200.10
eessi,0,osu_allreduce,2,16,4,131072,348.27
eessi,0,osu_allreduce,2,16,4,262144,660.91
eessi,0,osu_allreduce,2,16,4,524288,1289.24
eessi,0,osu_allreduce,2,16,4,1048576,2539.74
eessi,0,osu_allreduce,2,16,5,4,41.61
eessi,0,osu_allreduce,2,16,5,8,44.31
eessi,0,osu_allreduce,2,16,5,16,42.86
eessi,0,osu_allreduce,2,16,5,32,42.95
eessi,0,osu_allreduce,2,16,5,64,41.45
eessi,0,osu_allreduce,2,16,5,128,43.54
eessi,0,osu_allreduce,2,16,5,256,43.44
eessi,0,osu_allreduce,2,16,5,512,43.74
eessi,0,osu_allreduce,2,16,5,1024,45.51
eessi,0,osu_allreduce,2,16,5,2048,47.10
eessi,0,osu_allreduce,2,16,5,4096,53.46
eessi,0,osu_allreduce,2,16,5,8192,77.61
eessi,0,osu_allreduce,2,16,5,16384,86.76
eessi,0,osu_allreduce,2,16,5,32768,124.16
eessi,0,osu_allreduce,2,16,5,65536,196.49
eessi,0,osu_allreduce,2,16,5,131072,333.61
eessi,0,osu_allreduce,2,16,5,262144,633.68
eessi,0,osu_allreduce,2,16,5,524288,1211.61
eessi,0,osu_allreduce,2,16,5,1048576,2370.10
eessi,0,osu_allreduce,2,16,6,4,42.35
eessi,0,osu_allreduce,2,16,6,8,44.73
eessi,0,osu_allreduce,2,16,6,16,43.30
eessi,0,osu_allreduce,2,16,6,32,43.46
eessi,0,osu_allreduce,2,16,6,64,41.83
eessi,0,osu_allreduce,2,16,6,128,44.04
eessi,0,osu_allreduce,2,16,6,256,43.84
eessi,0,osu_allreduce,2,16,6,512,44.30
eessi,0,osu_allreduce,2,16,6,1024,45.99
eessi,0,osu_allreduce,2,16,6,2048,47.81
eessi,0,osu_allreduce,2,16,6,4096,54.07
