STACK=eessi  NODE_A=nid007973  NODE_B=nid007974
################# EESSI STACK (HSA_ENABLE_SDMA=0) ##################

# [eessi sdma=0] osu_allreduce  N=16  nodes=2
  [run 1/6] warm-up - 13:34:38
  [run 1/6] done in 23s

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
262144               1992.69
524288               4090.63
1048576              8151.54
  [run 4/6] recording - 13:36:20
  [run 4/6] done in 18s

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      73.68
2                      73.50
4                    1403.80
8                    1421.32
16                   1404.07
32                   1398.80
64                   1403.08
128                  1404.74
256                  1398.83
512                    73.87
1024                   74.25
2048                   75.29
4096                   79.74
8192                   99.44
16384                 137.02
32768                 231.95
65536                 447.99
131072                918.12
262144               1954.52
524288               4082.59
1048576              8211.97
  [run 5/6] recording - 13:36:38
  [run 5/6] done in 19s

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      73.49
2                      73.52
4                    1403.30
8                    1410.46
16                   1399.51
32                   1411.90
64                   1400.50
128                  1391.99
256                  1405.44
512                    75.09
1024                   75.38
2048                   76.17
4096                   79.70
8192                   99.63
16384                 137.70
32768                 241.59
65536                 447.80
131072                907.30
262144               2033.25
524288               4124.47
1048576              8163.16
  [run 6/6] recording - 13:36:57
  [run 6/6] done in 17s

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      73.14
2                      73.09
4                    1377.74
8                    1374.43
16                   1346.89
32                   1348.33
64                   1358.11
128                  1366.20
256                  1360.44
512                    73.78
1024                   74.08
2048                   74.84
4096                   78.70
8192                   99.43
16384                 136.76
32768                 231.93
65536                 450.95
131072                954.22
262144               2047.71
524288               4128.41
1048576              8209.04

# [eessi sdma=0] osu_bcast  N=16  nodes=2
  [run 1/6] warm-up - 13:37:14
  [run 1/6] done in 5s

# OSU MPI-ROCM Broadcast Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.76
2                       9.06
4                       9.09
8                      10.85
16                     10.85
32                     10.82
64                      9.14
128                     9.28
256                     9.55
512                     9.67
1024                    9.94
2048                   10.36
4096                   12.56
8192                   21.29
16384                  22.18
32768                  22.60
65536                  31.64
131072                 63.81
262144                128.17
524288                256.58
1048576               512.97
  [run 2/6] recording - 13:37:19
  [run 2/6] done in 4s

# OSU MPI-ROCM Broadcast Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.04
2                       8.96
4                       8.98
8                      10.75
16                     10.76
32                     10.75
64                      9.00
128                     9.16
256                     9.37
512                     9.63
1024                    9.81
2048                   10.19
4096                   12.41
8192                   21.08
16384                  22.30
32768                  22.82
65536                  31.76
131072                 63.97
262144                128.31
524288                256.91
1048576               513.64
  [run 3/6] recording - 13:37:23
  [run 3/6] done in 4s

# OSU MPI-ROCM Broadcast Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.56
2                       9.10
4                       9.16
8                      10.93
16                     10.92
32                     10.88
64                      9.19
128                     9.32
256                     9.62
512                     9.75
1024                    9.95
2048                   10.51
4096                   12.63
8192                   21.19
16384                  22.33
32768                  22.66
65536                  31.76
131072                 63.96
262144                128.54
524288                258.12
1048576               514.55
  [run 4/6] recording - 13:37:27
  [run 4/6] done in 4s

# OSU MPI-ROCM Broadcast Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.03
2                       9.03
4                       9.05
8                      10.85
16                     10.85
32                     10.83
64                      9.08
128                     9.20
256                     9.48
512                     9.63
1024                    9.74
2048                   10.09
4096                   12.23
8192                   21.04
16384                  22.31
32768                  22.57
65536                  31.72
131072                 63.91
262144                128.29
524288                256.82
1048576               513.70
  [run 5/6] recording - 13:37:31
  [run 5/6] done in 4s

# OSU MPI-ROCM Broadcast Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.14
2                       9.13
4                       9.13
8                      10.88
16                     10.91
32                     10.85
64                      9.16
128                     9.33
256                     9.63
512                     9.68
1024                    9.96
2048                   10.39
4096                   12.58
8192                   21.19
16384                  22.20
32768                  22.71
65536                  31.73
131072                 63.97
262144                128.22
524288                256.87
1048576               513.64
  [run 6/6] recording - 13:37:35
  [run 6/6] done in 4s

# OSU MPI-ROCM Broadcast Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       9.11
2                       8.98
4                       9.00
8                      10.82
16                     10.84
32                     10.84
64                      9.04
128                     9.23
256                     9.49
512                     9.64
1024                    9.93
2048                   10.14
4096                   12.23
8192                   21.14
16384                  22.32
32768                  22.50
65536                  31.61
131072                 63.96
262144                128.34
524288                256.87
1048576               513.60

# [eessi sdma=0] osu_allgather  N=16  nodes=2
  [run 1/6] warm-up - 13:37:40
  [run 1/6] done in 7s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      91.52
2                      91.48
4                      89.92
8                      89.98
16                     90.90
32                     92.07
64                     91.74
128                    92.97
256                    95.64
512                   102.47
1024                  105.96
2048                  109.36
4096                  131.49
8192                  154.84
16384                 203.80
32768                 314.57
65536                 489.27
131072                997.75
262144               1836.30
524288               3608.39
1048576              7133.45
  [run 2/6] recording - 13:37:47
  [run 2/6] done in 9s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      92.07
2                      91.24
4                      89.61
8                      89.43
16                     90.01
32                     91.72
64                     92.44
128                    93.19
256                    95.28
512                   101.51
1024                  107.01
2048                  109.55
4096                  130.67
8192                  153.47
16384                 202.70
32768                 315.41
65536                 540.87
131072               1007.59
262144               1837.69
524288               3597.18
1048576              7133.49
  [run 3/6] recording - 13:37:56
  [run 3/6] done in 8s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      92.55
2                      91.93
4                      90.13
8                      90.15
16                     90.56
32                     91.60
64                     92.78
128                    93.40
256                    95.29
512                   103.23
1024                  107.18
2048                  108.37
4096                  131.79
8192                  152.98
16384                 204.25
32768                 304.00
65536                 544.18
131072                991.93
262144               1835.24
524288               3589.33
1048576              7107.11
  [run 4/6] recording - 13:38:04
  [run 4/6] done in 8s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      91.86
2                      91.69
4                      89.94
8                      89.93
16                     90.70
32                     92.33
64                     92.52
128                    93.03
256                    95.60
512                   102.60
1024                  107.10
2048                  109.65
4096                  131.52
8192                  157.22
16384                 202.60
32768                 309.20
65536                 535.62
131072               1009.62
262144               1836.54
524288               3589.90
1048576              7085.22
  [run 5/6] recording - 13:38:12
  [run 5/6] done in 9s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      91.94
2                      91.31
4                      89.74
8                      89.92
16                     90.72
32                     92.05
64                     91.97
128                    92.43
256                    95.10
512                   103.50
1024                  105.91
2048                  108.50
4096                  130.45
8192                  155.36
16384                 203.81
32768                 313.95
65536                 540.14
131072                988.12
262144               1841.04
524288               3603.88
1048576              7109.42
  [run 6/6] recording - 13:38:21
  [run 6/6] done in 8s

# OSU MPI-ROCM Allgather Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      93.99
2                      92.95
4                      91.46
8                      91.79
16                     92.40
32                     93.90
64                     94.15
128                    94.57
256                    97.92
512                   105.38
1024                  108.31
2048                  111.02
4096                  132.02
8192                  160.68
16384                 208.15
32768                 317.64
65536                 547.58
131072                877.18
262144               1853.36
524288               3625.15
1048576              7207.56
ALL BENCHMARKS COMPLETE  CSV=results/osu_collectives_eessi_18761906.csv
