STACK=eessi  NODE_A=nid007973  NODE_B=nid007974
################# EESSI STACK (HSA_ENABLE_SDMA=0) ##################

# [eessi sdma=0] osu_allreduce  N=16  nodes=2
  [run 1/6] warm-up - 13:34:38
  [run 1/6] done in 23s

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      44.97
8                      47.48
16                     46.33
32                     46.15
64                     44.19
128                    46.29
256                    46.22
512                    46.67
1024                   48.14
2048                   49.46
4096                   55.47
8192                   79.81
16384                  90.01
32768                 126.64
65536                 189.92
131072                327.55
262144                623.87
524288               1214.45
1048576              2396.41
  [run 2/6] recording - 13:35:01
  [run 2/6] done in 5s

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      42.13
8                      44.75
16                     43.26
32                     43.39
64                     41.80
128                    43.92
256                    43.72
512                    44.34
1024                   45.99
2048                   47.68
4096                   53.87
8192                   77.52
16384                  89.42
32768                 124.36
65536                 201.81
131072                349.17
262144                658.62
524288               1296.62
1048576              2559.07
  [run 3/6] recording - 13:35:06
  [run 3/6] done in 5s

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      44.38
8                      46.76
16                     45.39
32                     45.62
64                     43.94
128                    46.13
256                    46.02
512                    46.32
1024                   48.05
2048                   49.81
4096                   55.76
8192                   79.86
16384                  91.83
32768                 127.46
65536                 183.27
131072                319.09
262144                609.04
524288               1149.55
1048576              2227.22
  [run 4/6] recording - 13:35:11
  [run 4/6] done in 5s

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      45.05
8                      47.59
16                     45.99
32                     45.83
64                     44.15
128                    46.27
256                    46.08
512                    46.62
1024                   48.16
2048                   49.85
4096                   55.85
8192                   79.90
16384                  92.93
32768                 126.14
65536                 200.10
131072                348.27
262144                660.91
524288               1289.24
1048576              2539.74
  [run 5/6] recording - 13:35:16
  [run 5/6] done in 5s

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      41.61
8                      44.31
16                     42.86
32                     42.95
64                     41.45
128                    43.54
256                    43.44
512                    43.74
1024                   45.51
2048                   47.10
4096                   53.46
8192                   77.61
16384                  86.76
32768                 124.16
65536                 196.49
131072                333.61
262144                633.68
524288               1211.61
1048576              2370.10
  [run 6/6] recording - 13:35:21
  [run 6/6] done in 5s

# OSU MPI-ROCM Allreduce Latency Test v7.5
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      42.35
8                      44.73
16                     43.30
32                     43.46
64                     41.83
128                    44.04
256                    43.84
512                    44.30
1024                   45.99
2048                   47.81
4096                   54.07
8192                   77.48
16384                  90.91
32768                 125.31
65536                 191.06
131072                325.51
262144                616.14
524288               1156.59
1048576              2244.40

# [eessi sdma=0] osu_alltoall  N=16  nodes=2
  [run 1/6] warm-up - 13:35:26
  [run 1/6] done in 18s

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      73.01
2                      73.13
4                    1366.90
8                    1365.61
16                   1352.89
32                   1333.91
64                   1331.06
128                  1337.85
256                  1348.09
512                    73.38
1024                   73.92
2048                   74.84
4096                   79.41
8192                   99.61
16384                 136.62
32768                 231.80
65536                 444.73
131072                911.83
262144               1974.65
524288               4134.43
1048576              8108.88
  [run 2/6] recording - 13:35:44
  [run 2/6] done in 18s

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      73.58
2                      73.64
4                    1446.27
8                    1440.82
16                   1433.39
32                   1439.24
64                   1434.30
128                  1435.83
256                  1453.72
512                    73.96
1024                   74.10
2048                   74.94
4096                   78.82
8192                   99.70
16384                 137.22
32768                 231.93
65536                 444.74
131072                922.70
262144               1930.97
524288               4011.42
1048576              7905.77
  [run 3/6] recording - 13:36:02
  [run 3/6] done in 18s

# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      73.51
2                      73.59
4                    1342.78
8                    1342.35
16                   1326.54
32                   1326.70
64                   1356.27
128                  1344.50
256                  1346.17
512                    73.75
1024                   74.18
2048                   75.14
4096                   79.56
8192                   99.62
16384                 137.22
32768                 231.64
65536                 439.69
131072                919.54
