stack,sdma_enabled,pair_label,node_a,node_b,gcd_a,gcd_b,hop_class,nic_class,run,size_bytes,latency_us
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,1,20.57
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,2,20.59
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,4,20.60
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,8,20.59
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,16,20.58
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,32,20.60
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,64,21.06
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,128,21.13
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,256,3.24
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,512,3.35
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,1024,3.51
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,2048,3.63
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,4096,3.59
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,8192,6.91
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,16384,7.38
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,32768,8.17
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,65536,9.51
eessi,0,inter_GCD0_GCD0,nid005013,nid005014,0,0,inter_node,nic_via_xgmi,2,131072,15.85
