stack,sdma_enabled,pair_label,node_a,node_b,gcd_a,gcd_b,hop_class,nic_class,num_links,run,size_bytes,bandwidth_MBps
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,64,93.75
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,128,186.82
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,256,375.46
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,512,750.14
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,1024,1501.85
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,2048,2986.10
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,4096,5949.29
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,8192,11773.70
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,16384,18984.19
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,32768,19976.36
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,65536,21863.57
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,131072,22619.37
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,262144,23052.08
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,524288,23294.88
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,1048576,23529.21
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,2097152,23370.55
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,4194304,23342.90
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,8388608,23378.63
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,16777216,23457.33
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,33554432,23558.09
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,3,67108864,23552.97
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,1,1.44
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,2,2.90
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,4,5.83
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,8,11.65
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,16,23.32
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,32,46.66
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,64,92.85
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,128,183.99
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,256,371.33
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,512,741.93
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,1024,1479.33
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,2048,2952.46
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,4096,5885.01
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,8192,11670.06
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,16384,18905.79
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,32768,19975.09
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,65536,21818.97
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,131072,22628.06
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,262144,23071.98
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,524288,23357.43
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,1048576,23395.59
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,2097152,23416.13
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,4194304,23453.92
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,8388608,23442.11
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,16777216,23515.09
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,33554432,23465.61
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,4,67108864,23505.34
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,1,1.46
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,2,2.93
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,4,5.87
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,8,11.79
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,16,23.56
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,32,47.12
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,64,94.11
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,128,187.79
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,256,377.33
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,512,754.07
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,1024,1503.99
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,2048,3004.47
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,4096,5971.28
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,8192,11877.56
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,16384,18916.62
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,32768,19981.55
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,65536,21886.43
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,131072,22638.14
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,262144,23039.38
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,524288,23342.22
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,1048576,23400.35
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,2097152,23501.86
native,0,inter_GCD0_GCD0,nid005014,nid007968,0,0,inter_node,nic_via_xgmi,NA,5,4194304,23474.31
