stack,sdma_enabled,pair_label,node_a,node_b,gcd_a,gcd_b,hop_class,nic_class,run,size_bytes,latency_us
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,512,3.37
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,1024,3.63
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,2048,3.88
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,4096,3.73
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,8192,6.92
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,16384,7.40
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,32768,8.18
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,65536,9.50
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,131072,12.28
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,262144,17.66
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,524288,28.48
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,1048576,50.14
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,2097152,93.23
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,5,4194304,179.74
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,1,20.59
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,2,20.56
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,4,20.57
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,8,20.61
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,16,20.60
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,32,20.55
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,64,20.58
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,128,21.13
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,256,3.24
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,512,3.30
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,1024,3.47
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,2048,3.78
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,4096,3.70
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,8192,6.90
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,16384,7.41
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,32768,8.18
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,65536,9.51
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,131072,12.25
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,262144,17.63
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,524288,28.47
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,1048576,50.13
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,2097152,93.28
eessi,0,inter_GCD0_GCD0,nid007960,nid007961,0,0,inter_node,nic_via_xgmi,6,4194304,179.61
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,1,19.82
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,2,19.66
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,4,19.76
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,8,19.69
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,16,19.74
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,32,19.75
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,64,19.70
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,128,20.23
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,256,3.38
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,512,3.46
eessi,0,inter_GCD2_GCD2,nid007960,nid007961,2,2,inter_node,nic_via_xgmi,2,1024,3.63
