
################################################################
# intra_pkg_OAM0   GCD(0,1)   tier=intra_pkg   num_links=4
# Hypothesis: intra-package, 4 links, ~100 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
131072              14905.16
262144              21124.61
524288              27238.96
1048576             31848.87
2097152             34385.13
4194304             35423.98
  [run 6] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       3.03
2                       6.90
4                      13.64
8                      27.60
16                     54.75
32                    105.80
64                    190.70
128                   317.76
256                   439.21
512                   803.23
1024                  575.88
2048                 1154.32
4096                 2303.41
8192                 1431.38
16384                2748.02
32768                5235.07
65536                9244.04
131072              15004.70
262144              21226.28
524288              27396.55
1048576             31891.78
2097152             34400.26
4194304             35415.91

################################################################
# inter_pkg_1link_46   GCD(4,6)   tier=inter_pkg_1link   num_links=1
# Hypothesis: inter-package, 1 link, ~35 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.81
2                       6.25
4                      12.40
8                      24.89
16                     49.76
32                     92.65
64                    166.48
128                   308.56
256                   430.64
512                   786.16
1024                  574.85
2048                 1150.90
4096                 2294.50
8192                 1416.85
16384                2745.33
32768                5217.90
65536                9223.27
131072              15019.76
262144              21187.44
524288              27420.98
1048576             31886.10
2097152             34383.06
4194304             35408.08
  [run 3] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.59
2                       5.60
4                      11.59
8                      23.49
16                     46.88
32                     93.52
64                    181.38
128                   348.15
256                   432.13
512                   778.57
1024                  568.29
2048                 1139.21
4096                 2275.43
8192                 1417.75
16384                2737.21
32768                5130.11
65536                9162.21
131072              14912.35
262144              21137.27
524288              27255.89
1048576             31840.59
2097152             34381.41
4194304             35416.14
  [run 4] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.77
2                       6.08
4                      12.50
8                      25.13
16                     50.95
32                     98.83
64                    193.22
128                   324.49
256                   428.72
512                   781.24
1024                  564.70
2048                 1127.21
4096                 2262.27
8192                 1421.06
16384                2737.61
32768                5135.73
65536                9173.91
131072              14931.94
262144              21132.50
524288              27226.48
1048576             31836.19
2097152             34359.62
4194304             35418.68
  [run 5] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.71
2                       6.07
4                      12.02
8                      24.45
16                     49.31
32                     98.53
64                    191.99
128                   361.72
256                   428.44
512                   775.83
1024                  567.51
2048                 1133.29
4096                 2273.34
8192                 1419.98
16384                2738.49
32768                5096.41
65536                9152.80
131072              14903.33
262144              21137.12
524288              27233.03
1048576             31824.43
2097152             34368.26
4194304             35410.77
  [run 6] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.74
2                       6.12
4                      12.40
8                      24.69
16                     49.45
32                    120.52
64                    193.89
128                   338.04
256                   433.57
512                   782.51
1024                  573.73
2048                 1151.91
4096                 2305.65
8192                 1420.10
16384                2741.19
32768                5117.93
65536                9144.55
131072              14871.76
262144              21144.89
524288              27239.53
1048576             31764.82
2097152             34379.64
4194304             35422.02

################################################################
# inter_pkg_1link_57   GCD(5,7)   tier=inter_pkg_1link   num_links=1
# Hypothesis: inter-package, 1 link, ~35 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.69
2                       5.98
4                      12.09
8                      24.09
16                     48.50
32                     96.74
64                    211.77
128                   355.85
256                   432.23
512                   786.68
1024                  566.66
2048                 1133.87
4096                 2269.76
8192                 1430.12
16384                2740.47
32768                5126.27
65536                9181.33
131072              14943.87
262144              21151.43
524288              27253.66
1048576             31858.78
2097152             34376.73
4194304             35425.87
  [run 3] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.78
2                       6.12
4                      12.41
8                      25.06
16                     50.26
32                     98.79
64                    193.47
128                   372.59
256                   428.24
512                   769.48
1024                  576.24
2048                 1152.04
4096                 2298.82
8192                 1431.29
16384                2744.62
32768                5124.55
65536                9201.26
131072              14941.08
262144              21153.68
524288              27293.80
1048576             31869.85
2097152             34391.31
4194304             35423.30
  [run 4] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.65
2                       6.02
4                      11.94
8                      23.59
16                     48.69
32                     93.70
64                    185.84
128                   354.16
256                   437.62
512                   782.60
1024                  564.87
2048                 1136.72
4096                 2275.34
8192                 1422.48
16384                2735.33
32768                5150.48
65536                9178.60
131072              14876.19
262144              21121.82
524288              27221.61
1048576             31827.32
2097152             34383.72
4194304             35411.76
  [run 5] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.87
2                       6.45
4                      13.15
8                      26.22
16                     53.55
32                    103.37
64                    195.61
128                   459.28
256                   435.30
512                   804.67
1024                  571.41
2048                 1130.08
4096                 2261.75
8192                 1459.25
16384                2801.11
32768                5219.54
65536                9396.30
131072              15158.43
262144              21383.09
524288              27479.81
1048576             32025.31
2097152             34496.40
4194304             35526.54
  [run 6] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       3.02
2                       6.80
4                      13.41
8                      26.63
16                     54.73
32                    105.67
64                    198.66
128                   401.38
256                   436.68
512                   800.15
1024                  568.01
2048                 1135.87
4096                 2274.90
8192                 1432.03
16384                2740.02
32768                5128.16
65536                9229.29
131072              14927.36
262144              21175.91
524288              27230.67
1048576             31875.70
2097152             34393.26
4194304             35422.38

################################################################
# routed_07   GCD(0,7)   tier=routed   num_links=0
# Hypothesis: no direct link, routed via 2-link path
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.77
2                       6.09
4                      12.32
8                      24.68
16                     49.98
32                     98.96
64                    187.57
128                   330.50
256                   422.81
512                   769.21
1024                  569.63
2048                 1142.05
4096                 2288.29
8192                 1437.81
16384                2793.07
32768                5288.92
65536                9613.65
131072              16320.60
262144              24494.67
524288              33742.67
1048576             40313.61
2097152             45233.06
4194304             47817.93
  [run 3] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.75
2                       6.29
4                      12.26
8                      24.84
16                     50.77
32                    103.27
64                    206.71
128                   402.64
256                   421.27
512                   771.70
1024                  575.64
2048                 1157.46
4096                 2312.07
8192                 1400.14
16384                2719.39
32768                5164.85
65536                9385.99
131072              16072.69
262144              23944.71
524288              33254.89
1048576             40012.50
2097152             45044.98
4194304             47779.89
  [run 4] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.74
2                       6.09
4                      12.21
8                      24.81
16                     50.07
32                     98.92
64                    182.84
128                   330.35
256                   431.17
512                   783.02
1024                  566.80
2048                 1133.52
4096                 2264.99
8192                 1436.48
16384                2794.70
32768                5289.80
65536                9630.26
131072              16306.72
262144              24418.23
524288              33690.97
1048576             40311.22
2097152             45222.33
4194304             47825.83
  [run 5] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.67
2                       6.02
4                      12.24
8                      24.04
16                     49.99
32                     94.74
64                    186.28
128                   354.52
256                   433.23
512                   780.64
1024                  569.38
2048                 1138.87
4096                 2276.55
8192                 1437.55
16384                2793.38
32768                5309.61
65536                9619.46
131072              16356.20
262144              24438.67
524288              33704.15
1048576             40295.18
2097152             45146.36
4194304             47811.90
  [run 6] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.72
2                       6.26
4                      12.22
8                      24.37
16                     49.56
32                     98.48
64                    167.54
128                   368.83
256                   427.47
512                   783.30
1024                  567.04
2048                 1135.05
4096                 2273.54
8192                 1437.43
16384                2797.12
32768                5435.18
65536                9660.85
131072              16421.83
262144              24627.24
524288              33646.23
1048576             40375.74
2097152             45159.16
4194304             47822.19

################################################################
# routed_16   GCD(1,6)   tier=routed   num_links=0
# Hypothesis: no direct link, routed via 2-link path
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.73
2                       6.14
4                      12.05
8                      24.41
16                     49.16
32                     93.26
64                    177.28
128                   344.46
256                   420.69
512                   779.00
1024                  573.52
2048                 1150.17
4096                 2299.62
8192                 1425.83
16384                2768.88
32768                5245.48
65536                9569.36
131072              16213.06
262144              24262.11
524288              33585.83
1048576             40236.55
2097152             45219.67
4194304             47814.87
  [run 3] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.82
2                       6.25
4                      12.44
8                      25.07
16                     50.32
32                     98.24
64                    191.25
128                   373.90
256                   430.61
512                   785.23
1024                  560.75
2048                 1119.16
4096                 2236.15
8192                 1424.35
16384                2770.97
32768                5397.21
65536                9563.83
131072              16246.19
262144              24503.04
524288              33541.84
1048576             40302.10
2097152             45129.55
4194304             47820.11
  [run 4] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.78
2                       6.24
4                      12.34
8                      24.92
16                     50.53
32                     96.11
64                    175.62
128                   350.83
256                   432.52
512                   786.68
1024                  571.12
2048                 1146.25
4096                 2292.33
8192                 1423.95
16384                2769.81
32768                5225.08
65536                9561.22
131072              16222.47
262144              24267.23
524288              33614.50
1048576             40257.00
2097152             45216.97
4194304             47798.42
  [run 5] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       3.04
2                       6.75
4                      13.13
8                      27.34
16                     55.59
32                    104.86
64                    218.68
128                   346.21
256                   438.46
512                   815.91
1024                  573.77
2048                 1151.21
4096                 2306.62
8192                 1419.42
16384                2758.83
32768                5247.76
65536                9521.80
131072              16181.15
262144              24251.34
524288              33570.46
1048576             40215.91
2097152             45202.97
4194304             47796.50
  [run 6] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.66
2                       5.98
4                      12.10
8                      24.00
16                     48.13
32                     97.44
64                    187.70
128                   325.41
256                   426.72
512                   777.14
1024                  564.83
2048                 1130.71
4096                 2258.67
8192                 1421.82
16384                2762.49
32768                5235.56
65536                9534.19
131072              16179.08
262144              24310.37
524288              33609.44
1048576             40251.52
2097152             45151.56
4194304             47791.28

################################################################
# routed_03   GCD(0,3)   tier=routed   num_links=0
# Hypothesis: no direct link, routed via 1-link path
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.69
2                       5.92
4                      12.13
8                      24.19
16                     48.16
32                     95.83
64                    186.79
128                   379.46
256                   425.19
512                   764.26
1024                  562.43
2048                 1119.35
4096                 2258.73
8192                 1424.82
16384                2736.02
32768                5164.12
65536                9211.88
131072              15036.04
262144              21404.69
524288              27589.98
1048576             32249.97
2097152             34954.15
4194304             36023.92
  [run 3] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.74
2                       6.05
4                      12.19
8                      24.48
16                     49.84
32                     93.95
64                    185.05
128                   337.24
256                   428.20
512                   775.94
1024                  561.94
2048                 1141.61
4096                 2284.46
8192                 1423.70
16384                2734.39
32768                5106.80
65536                9189.25
131072              15001.35
262144              21302.64
524288              27567.53
1048576             32333.60
2097152             34931.73
4194304             36003.21
  [run 4] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.86
2                       6.40
4                      12.83
8                      25.29
16                     52.54
32                     97.63
64                    201.55
128                   380.76
256                   433.41
512                   793.89
1024                  571.08
2048                 1144.64
4096                 2290.96
8192                 1412.74
16384                2707.03
32768                5092.26
65536                9107.81
131072              14877.04
262144              21261.15
524288              27515.11
1048576             32211.22
2097152             34903.21
4194304             35988.53
  [run 5] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.86
2                       6.39
4                      12.70
8                      25.56
16                     51.29
32                    102.99
64                    206.87
128                   367.98
256                   438.42
512                   807.06
1024                  573.01
2048                 1148.16
4096                 2295.45
8192                 1386.89
16384                2685.08
32768                5146.76
65536                9210.24
131072              14961.76
262144              21420.30
524288              27705.08
1048576             32306.81
2097152             34981.28
4194304             36020.14
  [run 6] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.65
2                       5.99
4                      12.08
8                      23.83
16                     48.86
32                     97.32
64                    185.14
128                   337.54
256                   427.77
512                   772.37
1024                  563.02
2048                 1120.95
4096                 2255.22
8192                 1421.32
16384                2734.98
32768                5098.44
65536                9129.86
131072              14848.44
262144              21258.84
524288              27528.28
1048576             32211.52
2097152             34916.55
4194304             36006.36

################################################################
# routed_14   GCD(1,4)   tier=routed   num_links=0
# Hypothesis: no direct link, routed via 1-link path
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.77
2                       6.16
4                      12.51
8                      28.34
16                     50.15
32                     98.89
64                    178.34
128                   373.36
256                   428.65
512                   780.12
1024                  570.25
2048                 1143.13
4096                 2287.66
8192                 1430.36
16384                2747.75
32768                5112.43
65536                9175.90
131072              14837.65
262144              21164.86
524288              27267.27
1048576             31753.41
2097152             34381.28
4194304             35414.20
  [run 3] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.93
2                       6.50
4                      12.94
8                      26.21
16                     54.16
32                    106.18
64                    201.32
128                   383.12
256                   439.80
512                   805.21
1024                  575.89
2048                 1152.09
4096                 2303.82
8192                 1392.97
16384                2666.36
32768                5040.73
65536                9038.09
131072              14785.59
262144              20936.14
524288              27204.52
1048576             31737.26
2097152             34297.76
4194304             35367.66
  [run 4] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.81
2                       6.18
4                      12.26
8                      24.76
16                     49.94
32                     97.57
64                    183.16
128                   343.38
256                   422.94
512                   769.87
1024                  562.61
2048                 1148.25
4096                 2292.42
8192                 1436.85
16384                2753.41
32768                5209.36
65536                9283.08
131072              15102.08
262144              21239.20
524288              27387.30
1048576             31852.26
2097152             34404.99
4194304             35426.01
  [run 5] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.76
2                       6.24
4                      12.27
8                      24.61
16                     49.36
32                     97.91
64                    174.34
128                   360.40
256                   421.74
512                   771.44
1024                  567.42
2048                 1140.45
4096                 2283.89
8192                 1435.27
16384                2747.52
32768                5152.81
65536                9254.77
131072              15016.30
262144              21259.60
524288              27337.63
1048576             31885.29
2097152             34401.65
4194304             35435.93
  [run 6] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.70
2                       5.99
4                      11.99
8                      24.15
16                     48.66
32                     98.16
64                    173.60
128                   351.20
256                   428.17
512                   790.68
1024                  568.93
2048                 1139.61
4096                 2275.75
8192                 1430.05
16384                2745.79
32768                5181.75
65536                9265.29
131072              15102.29
262144              21304.30
524288              27353.69
1048576             31845.57
2097152             34422.80
4194304             35423.81

################################################################
# routed_17   GCD(1,7)   tier=routed   num_links=0
# Hypothesis: no direct link, routed (anomaly pair)
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.89
2                       6.41
4                      13.01
8                      26.24
16                     52.74
32                    102.55
64                    197.15
128                   380.74
256                   439.39
512                   817.01
1024                  579.94
2048                 1159.04
4096                 2315.33
8192                 1353.50
16384                2639.26
32768                5000.08
65536                9167.83
131072              15735.83
262144              23625.38
524288              32921.93
1048576             39818.10
2097152             44888.38
4194304             47755.21
  [run 3] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.75
2                       6.15
4                      12.40
8                      25.16
16                     49.93
32                     98.05
64                    188.96
128                   359.71
256                   433.50
512                   786.05
1024                  571.20
2048                 1146.43
4096                 2294.39
8192                 1389.92
16384                2701.41
32768                5117.73
65536                9346.06
131072              15974.92
262144              23940.62
524288              33293.32
1048576             40017.18
2097152             45045.78
4194304             47801.53
  [run 4] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.80
2                       5.96
4                      12.20
8                      25.78
16                     62.91
32                     97.82
64                    195.86
128                   346.56
256                   428.20
512                   782.14
1024                  573.31
2048                 1148.76
4096                 2295.13
8192                 1390.35
16384                2702.09
32768                5147.98
65536                9372.14
131072              15987.01
262144              23894.39
524288              33255.14
1048576             40023.07
2097152             45051.91
4194304             47789.58
  [run 5] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.75
2                       6.12
4                      12.37
8                      25.07
16                     50.39
32                     98.60
64                    184.49
128                   319.24
256                   422.18
512                   772.61
1024                  561.79
2048                 1127.96
4096                 2260.92
8192                 1393.01
16384                2704.31
32768                5211.86
65536                9394.16
131072              16011.66
262144              24044.99
524288              33184.91
1048576             40049.96
2097152             44980.28
4194304             47781.23
  [run 6] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.80
2                       6.11
4                      12.29
8                      24.57
16                     50.33
32                     93.19
64                    188.61
128                   330.41
256                   430.88
512                   786.28
1024                  565.21
2048                 1129.34
4096                 2262.70
8192                 1392.71
16384                2704.70
32768                5195.80
65536                9390.57
131072              16007.83
262144              24091.19
524288              33266.93
1048576             40068.64
2097152             45001.24
4194304             47799.61

################################################################
# routed_35   GCD(3,5)   tier=routed   num_links=0
# Hypothesis: no direct link, routed (anomaly pair)
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.77
2                       6.26
4                      12.43
8                      24.65
16                     50.22
32                     98.30
64                    187.00
128                   370.09
256                   429.26
512                   786.71
1024                  561.99
2048                 1127.08
4096                 2253.46
8192                 1346.19
16384                2622.05
32768                4993.73
65536                9141.59
131072              15671.85
262144              23520.80
524288              32751.20
1048576             39709.71
2097152             44848.39
4194304             47737.90
  [run 3] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.72
2                       6.02
4                      12.22
8                      24.39
16                     49.50
32                     97.47
64                    175.06
128                   353.24
256                   432.51
512                   781.33
1024                  572.20
2048                 1143.72
4096                 2284.93
8192                 1344.81
16384                2618.19
32768                4981.90
65536                9137.97
131072              15692.84
262144              23549.45
524288              32810.75
1048576             39726.94
2097152             44804.01
4194304             47744.50
  [run 4] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.90
2                       6.50
4                      13.48
8                      30.32
16                     53.36
32                    103.71
64                    201.35
128                   389.68
256                   440.45
512                   805.74
1024                  577.25
2048                 1156.55
4096                 2317.82
8192                 1338.32
16384                2611.77
32768                4940.56
65536                9084.61
131072              15647.66
262144              23524.30
524288              32720.60
1048576             39684.01
2097152             44784.90
4194304             47724.86
  [run 5] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.93
2                       6.59
4                      13.20
8                      25.80
16                     53.89
32                    105.12
64                    181.02
128                   382.10
256                   445.11
512                   821.91
1024                  571.37
2048                 1144.76
4096                 2297.19
8192                 1344.72
16384                2621.94
32768                4998.55
65536                9149.11
131072              15683.45
262144              23551.04
524288              32771.56
1048576             40059.37
2097152             45087.33
4194304             47788.10
  [run 6] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.89
2                       6.53
4                      13.43
8                      30.51
16                     51.91
32                    102.18
64                    178.26
128                   388.66
256                   428.21
512                   787.80
1024                  570.49
2048                 1144.95
4096                 2298.38
8192                 1347.47
16384                2622.39
32768                5037.90
65536                9165.02
131072              15726.46
262144              23622.60
524288              32803.92
1048576             39727.17
2097152             44743.52
4194304             47732.50

################################################################
# self_GCD0   GCD(0,0)   tier=self   num_links=NA
# Hypothesis: same GCD, intra-process HBM, ~250 GB/s
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.84
2                       6.34
4                      12.62
8                      28.87
16                     57.94
32                     99.89
64                    184.40
128                   357.88
256                   418.69
512                   796.89
1024                  571.66
2048                 1144.68
4096                 2292.17
8192                 1547.36
16384                2981.25
32768                5579.66
65536                9853.61
131072              16559.91
262144              24816.50
524288              33735.85
1048576             97953.80
2097152            162682.23
4194304            256190.19
  [run 3] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       3.05
2                       7.03
4                      13.67
8                      27.20
16                     55.98
32                    106.61
64                    185.00
128                   369.34
256                   440.81
512                   817.11
1024                  559.46
2048                 1143.15
4096                 2290.49
8192                 1521.97
16384                2937.47
32768                5516.39
65536                9875.03
131072              16484.11
262144              24724.30
524288              32916.59
1048576             96808.24
2097152            162936.32
4194304            255975.64
  [run 4] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.65
2                       6.01
4                      11.92
8                      24.14
16                     48.29
32                     91.86
64                    190.35
128                   333.58
256                   440.07
512                   797.03
1024                  571.90
2048                 1144.52
4096                 2291.57
8192                 1539.51
16384                2968.38
32768                5543.38
65536                9864.23
131072              16467.58
262144              24724.70
524288              33769.37
1048576             97142.12
2097152            162953.74
4194304            256136.93
  [run 5] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.76
2                       6.07
4                      12.14
8                      24.51
16                     49.77
32                     95.17
64                    207.30
128                   344.76
256                   427.77
512                   640.40
1024                  565.27
2048                 1126.01
4096                 2257.89
8192                 1533.14
16384                2961.39
32768                5581.70
65536                9819.55
131072              16534.68
262144              24827.05
524288              33623.96
1048576             97521.46
2097152            162248.84
4194304            253380.14
  [run 6] recording

# OSU MPI-ROCM Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       2.78
2                       6.18
4                      12.36
8                      24.68
16                     50.11
32                     96.28
64                    188.88
128                   328.64
256                   427.55
512                   780.43
1024                  568.74
2048                 1136.20
4096                 2273.63
8192                 1501.27
16384                2931.85
32768                5496.03
65536                9776.99
131072              16408.54
262144              24723.75
524288              33653.18
1048576             97072.36
2097152            162920.87
4194304            255135.99
