
################################################################
# intra_pkg_OAM0   GCD(0,1)   tier=intra_pkg   num_links=4
# Hypothesis: intra-package, 4 links, ~100 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
################################################################
# inter_pkg_1link_46   GCD(4,6)   tier=inter_pkg_1link   num_links=1
# Hypothesis: inter-package, 1 link, ~35 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.48
16                      0.48
32                      0.56
64                      0.66
128                     0.68
256                     1.09
512                     1.22
1024                    2.51
2048                    2.51
4096                    2.54
8192                    7.60
16384                   7.90
32768                   8.28
65536                   9.02
131072                 10.87
262144                 14.20
524288                 21.17
1048576                34.92
2097152                62.92
4194304               120.31
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.48
8                       0.49
16                      0.48
32                      0.56
64                      0.65
128                     0.66
256                     1.12
512                     1.24
1024                    2.52
2048                    2.52
4096                    2.55
8192                    7.60
16384                   7.82
32768                   8.15
65536                   9.02
131072                 10.90
262144                 14.19
524288                 21.13
1048576                34.94
2097152                62.94
4194304               120.31
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.48
8                       0.49
16                      0.48
32                      0.56
64                      0.63
128                     0.70
256                     1.13
512                     1.23
1024                    2.55
2048                    2.57
4096                    2.59
8192                    7.73
16384                   8.04
32768                   8.46
65536                   9.25
131072                 11.05
262144                 14.28
524288                 21.28
1048576                35.02
2097152                63.04
4194304               120.41
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.55
64                      0.63
128                     0.70
256                     1.12
512                     1.25
1024                    2.47
2048                    2.48
4096                    2.50
8192                    7.58
16384                   7.83
32768                   8.14
65536                   9.00
131072                 10.91
262144                 14.18
524288                 21.23
1048576                35.00
2097152                63.01
4194304               120.34
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.57
64                      0.63
128                     0.69
256                     1.12
512                     1.24
1024                    2.52
2048                    2.54
4096                    2.56
8192                    7.59
16384                   7.84
32768                   8.16
65536                   9.00
131072                 10.92
262144                 14.25
524288                 21.24
1048576                34.95
2097152                63.05
4194304               120.36

################################################################
# inter_pkg_1link_57   GCD(5,7)   tier=inter_pkg_1link   num_links=1
# Hypothesis: inter-package, 1 link, ~35 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.47
4                       0.48
8                       0.47
16                      0.47
32                      0.54
64                      0.63
128                     0.66
256                     1.09
512                     1.22
1024                    2.53
2048                    2.53
4096                    2.57
8192                    6.86
16384                   7.16
32768                   7.31
65536                   8.26
131072                 10.13
262144                 13.52
524288                 20.36
1048576                34.18
2097152                62.15
4194304               119.52
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.47
2                       0.48
4                       0.48
8                       0.48
16                      0.47
32                      0.54
64                      0.62
128                     0.66
256                     1.08
512                     1.21
1024                    2.50
2048                    2.49
4096                    2.52
8192                    6.81
16384                   7.10
32768                   7.27
65536                   8.21
131072                 10.08
262144                 13.48
524288                 20.32
1048576                34.26
2097152                62.23
4194304               119.44
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.47
4                       0.47
8                       0.47
16                      0.47
32                      0.54
64                      0.62
128                     0.66
256                     1.10
512                     1.24
1024                    2.49
2048                    2.51
4096                    2.55
8192                    6.88
16384                   7.16
32768                   7.32
65536                   8.26
131072                 10.17
262144                 13.54
524288                 20.38
1048576                34.19
2097152                62.21
4194304               119.54
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.48
4                       0.49
8                       0.49
16                      0.49
32                      0.55
64                      0.63
128                     0.66
256                     1.11
512                     1.25
1024                    2.51
2048                    2.52
4096                    2.55
8192                    6.93
16384                   7.21
32768                   7.38
65536                   8.32
131072                 10.23
262144                 13.74
524288                 20.42
1048576                34.23
2097152                62.24
4194304               119.58
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.50
16                      0.50
32                      0.56
64                      0.66
128                     0.70
256                     1.12
512                     1.25
1024                    2.53
2048                    2.53
4096                    2.56
8192                    6.89
16384                   7.17
32768                   7.34
65536                   8.28
131072                 10.16
262144                 13.58
524288                 20.44
1048576                34.20
2097152                62.49
4194304               119.66

################################################################
# routed_07   GCD(0,7)   tier=routed   num_links=0
# Hypothesis: no direct link, routed via 2-link path
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.48
8                       0.49
16                      0.49
32                      0.57
64                      0.66
128                     0.71
256                     1.12
512                     1.24
1024                    2.54
2048                    2.55
4096                    2.58
8192                    7.41
16384                   7.71
32768                   7.83
65536                   8.42
131072                  9.95
262144                 12.36
524288                 17.37
1048576                27.70
2097152                48.33
4194304                89.29
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.50
4                       0.49
8                       0.50
16                      0.49
32                      0.57
64                      0.66
128                     0.70
256                     1.13
512                     1.24
1024                    2.50
2048                    2.49
4096                    2.52
8192                    7.41
16384                   7.66
32768                   7.85
65536                   8.39
131072                  9.92
262144                 12.39
524288                 17.33
1048576                27.71
2097152                48.30
4194304                89.26
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.50
4                       0.50
8                       0.50
16                      0.50
32                      0.56
64                      0.62
128                     0.64
256                     1.12
512                     1.26
1024                    2.56
2048                    2.53
4096                    2.55
8192                    7.41
16384                   7.67
32768                   7.86
65536                   8.43
131072                  9.94
262144                 12.40
524288                 17.33
1048576                27.72
2097152                48.27
4194304                89.29
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.47
2                       0.47
4                       0.47
8                       0.47
16                      0.48
32                      0.54
64                      0.64
128                     0.65
256                     1.10
512                     1.21
1024                    2.53
2048                    2.52
4096                    2.56
8192                    7.41
16384                   7.64
32768                   7.83
65536                   8.38
131072                  9.96
262144                 12.43
524288                 17.40
1048576                27.76
2097152                48.25
4194304                89.30
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.48
4                       0.48
8                       0.49
16                      0.48
32                      0.56
64                      0.64
128                     0.66
256                     1.11
512                     1.24
1024                    2.54
2048                    2.51
4096                    2.54
8192                    7.38
16384                   7.63
32768                   7.81
65536                   8.41
131072                  9.89
262144                 12.34
524288                 17.32
1048576                27.64
2097152                48.21
4194304                89.21

################################################################
# routed_16   GCD(1,6)   tier=routed   num_links=0
# Hypothesis: no direct link, routed via 2-link path
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.50
16                      0.49
32                      0.55
64                      0.63
128                     0.70
256                     1.12
512                     1.23
1024                    2.56
2048                    2.57
4096                    2.61
8192                    7.48
16384                   7.73
32768                   7.96
65536                   8.49
131072                  9.98
262144                 12.46
524288                 17.51
1048576                27.77
2097152                48.24
4194304                89.35
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.47
2                       0.48
4                       0.47
8                       0.47
16                      0.48
32                      0.55
64                      0.61
128                     0.65
256                     1.10
512                     1.22
1024                    2.52
2048                    2.52
4096                    2.55
8192                    7.39
16384                   7.68
32768                   7.84
65536                   8.37
131072                  9.90
262144                 12.33
524288                 17.40
1048576                27.65
2097152                48.20
4194304                89.28
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.57
64                      0.65
128                     0.70
256                     1.11
512                     1.22
1024                    2.51
2048                    2.50
4096                    2.52
8192                    7.39
16384                   7.62
32768                   7.85
65536                   8.42
131072                  9.92
262144                 12.40
524288                 17.31
1048576                27.70
2097152                48.33
4194304                89.32
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.48
4                       0.48
8                       0.48
16                      0.49
32                      0.56
64                      0.62
128                     0.65
256                     1.12
512                     1.24
1024                    2.48
2048                    2.47
4096                    2.50
8192                    7.35
16384                   7.59
32768                   7.81
65536                   8.40
131072                  9.90
262144                 12.36
524288                 17.36
1048576                27.68
2097152                48.24
4194304                89.24
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.50
4                       0.50
8                       0.52
16                      0.50
32                      0.55
64                      0.61
128                     0.64
256                     1.11
512                     1.24
1024                    2.56
2048                    2.56
4096                    2.57
8192                    7.49
16384                   7.72
32768                   7.94
65536                   8.45
131072                 10.04
262144                 12.47
524288                 17.45
1048576                27.79
2097152                48.40
4194304                89.39

################################################################
# routed_03   GCD(0,3)   tier=routed   num_links=0
# Hypothesis: no direct link, routed via 1-link path
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.48
16                      0.49
32                      0.56
64                      0.62
128                     0.67
256                     1.11
512                     1.23
1024                    2.57
2048                    2.58
4096                    2.61
8192                    7.48
16384                   7.81
32768                   8.05
65536                   8.84
131072                 10.75
262144                 13.96
524288                 20.74
1048576                34.33
2097152                61.76
4194304               118.31
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.55
64                      0.64
128                     0.68
256                     1.13
512                     1.23
1024                    2.55
2048                    2.56
4096                    2.61
8192                    7.41
16384                   7.73
32768                   8.02
65536                   8.82
131072                 10.68
262144                 13.94
524288                 20.71
1048576                34.25
2097152                61.73
4194304               118.28
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.49
4                       0.49
8                       0.50
16                      0.50
32                      0.55
64                      0.65
128                     0.64
256                     1.09
512                     1.23
1024                    2.54
2048                    2.53
4096                    2.58
8192                    7.44
16384                   7.79
32768                   7.99
65536                   8.84
131072                 10.73
262144                 13.95
524288                 20.70
1048576                34.27
2097152                61.77
4194304               118.27
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.47
4                       0.48
8                       0.48
16                      0.47
32                      0.54
64                      0.61
128                     0.65
256                     1.09
512                     1.21
1024                    2.53
2048                    2.55
4096                    2.60
8192                    7.39
16384                   7.73
32768                   7.93
65536                   8.76
131072                 10.66
262144                 13.94
524288                 20.74
1048576                34.24
2097152                61.83
4194304               118.21
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.56
64                      0.64
128                     0.65
256                     1.12
512                     1.24
1024                    2.52
2048                    2.52
4096                    2.57
8192                    7.50
16384                   7.88
32768                   8.12
65536                   8.90
131072                 10.69
262144                 13.92
524288                 20.74
1048576                34.28
2097152                61.78
4194304               118.28

################################################################
# routed_14   GCD(1,4)   tier=routed   num_links=0
# Hypothesis: no direct link, routed via 1-link path
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.55
64                      0.60
128                     0.63
256                     1.10
512                     1.24
1024                    2.54
2048                    2.54
4096                    2.57
8192                    7.41
16384                   7.73
32768                   7.96
65536                   8.82
131072                 10.77
262144                 14.05
524288                 21.03
1048576                34.96
2097152                63.19
4194304               120.32
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.48
32                      0.56
64                      0.64
128                     0.70
256                     1.13
512                     1.27
1024                    2.54
2048                    2.56
4096                    2.58
8192                    7.39
16384                   7.71
32768                   7.96
65536                   8.80
131072                 10.71
262144                 14.04
524288                 21.07
1048576                34.96
2097152                62.98
4194304               120.25
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.56
64                      0.64
128                     0.68
256                     1.10
512                     1.24
1024                    2.55
2048                    2.55
4096                    2.57
8192                    7.44
16384                   7.78
32768                   8.03
65536                   8.83
131072                 10.77
262144                 14.12
524288                 21.15
1048576                35.02
2097152                63.04
4194304               120.28
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.57
64                      0.66
128                     0.71
256                     1.13
512                     1.23
1024                    2.52
2048                    2.53
4096                    2.55
8192                    7.36
16384                   7.69
32768                   7.90
65536                   8.77
131072                 10.70
262144                 14.20
524288                 21.00
1048576                34.86
2097152                63.05
4194304               120.23
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.57
64                      0.64
128                     0.68
256                     1.13
512                     1.24
1024                    2.51
2048                    2.50
4096                    2.53
8192                    7.45
16384                   7.76
32768                   8.05
65536                   8.85
131072                 10.93
262144                 14.11
524288                 21.13
1048576                34.98
2097152                63.07
4194304               120.27

################################################################
# routed_17   GCD(1,7)   tier=routed   num_links=0
# Hypothesis: no direct link, routed (anomaly pair)
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.48
2                       0.48
4                       0.48
8                       0.48
16                      0.49
32                      0.54
64                      0.61
128                     0.62
256                     1.09
512                     1.23
1024                    2.54
2048                    2.52
4096                    2.55
8192                    7.24
16384                   7.48
32768                   7.68
65536                   8.79
131072                  9.81
262144                 12.25
524288                 17.17
1048576                27.51
2097152                48.11
4194304                89.12
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.56
64                      0.63
128                     0.71
256                     1.12
512                     1.23
1024                    2.52
2048                    2.52
4096                    2.55
8192                    7.19
16384                   7.44
32768                   7.64
65536                   8.25
131072                  9.71
262144                 12.19
524288                 17.20
1048576                27.50
2097152                48.19
4194304                89.14
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.48
8                       0.48
16                      0.49
32                      0.56
64                      0.63
128                     0.69
256                     1.12
512                     1.23
1024                    2.53
2048                    2.51
4096                    2.56
8192                    7.26
16384                   7.52
32768                   7.70
65536                   8.30
131072                  9.77
262144                 12.26
524288                 17.28
1048576                27.56
2097152                48.18
4194304                89.19
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.47
2                       0.47
4                       0.47
8                       0.47
16                      0.47
32                      0.54
64                      0.61
128                     0.67
256                     1.09
512                     1.22
1024                    2.49
2048                    2.49
4096                    2.52
8192                    7.16
16384                   7.40
32768                   7.56
65536                   8.21
131072                  9.68
262144                 12.15
524288                 17.17
1048576                27.47
2097152                48.08
4194304                89.04
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.50
8                       0.49
16                      0.50
32                      0.55
64                      0.63
128                     0.66
256                     1.10
512                     1.23
1024                    2.51
2048                    2.52
4096                    2.54
8192                    7.21
16384                   7.44
32768                   7.66
65536                   8.25
131072                  9.73
262144                 12.23
524288                 17.22
1048576                27.50
2097152                48.06
4194304                89.13

################################################################
# routed_35   GCD(3,5)   tier=routed   num_links=0
# Hypothesis: no direct link, routed (anomaly pair)
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.48
4                       0.48
8                       0.48
16                      0.48
32                      0.55
64                      0.64
128                     0.67
256                     1.11
512                     1.23
1024                    2.55
2048                    2.61
4096                    2.64
8192                    7.27
16384                   7.48
32768                   7.72
65536                   8.30
131072                  9.80
262144                 12.28
524288                 17.31
1048576                27.59
2097152                48.19
4194304                89.16
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.50
8                       0.49
16                      0.49
32                      0.56
64                      0.63
128                     0.65
256                     1.09
512                     1.23
1024                    2.56
2048                    2.56
4096                    2.60
8192                    7.26
16384                   7.46
32768                   7.68
65536                   8.28
131072                  9.78
262144                 12.27
524288                 17.32
1048576                27.57
2097152                48.17
4194304                89.18
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.48
16                      0.49
32                      0.56
64                      0.66
128                     0.71
256                     1.11
512                     1.24
1024                    2.52
2048                    2.52
4096                    2.55
8192                    7.32
16384                   7.49
32768                   7.61
65536                   8.26
131072                  9.77
262144                 12.26
524288                 17.25
1048576                27.54
2097152                48.15
4194304                89.15
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.57
64                      0.63
128                     0.70
256                     1.13
512                     1.25
1024                    2.51
2048                    2.53
4096                    2.55
8192                    7.22
16384                   7.46
32768                   7.63
65536                   8.27
131072                  9.76
262144                 12.27
524288                 17.25
1048576                27.54
2097152                48.13
4194304                89.17
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.56
64                      0.64
128                     0.67
256                     1.13
512                     1.25
1024                    2.57
2048                    2.57
4096                    2.61
8192                    7.26
16384                   7.51
32768                   7.69
65536                   8.30
131072                  9.82
262144                 12.28
524288                 17.28
1048576                27.55
2097152                48.20
4194304                89.19

################################################################
# self_GCD0   GCD(0,0)   tier=self   num_links=NA
# Hypothesis: same GCD, intra-process HBM, ~250 GB/s
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.47
2                       0.48
4                       0.47
8                       0.47
16                      0.47
32                      0.54
64                      0.61
128                     0.65
256                     1.08
512                     1.19
1024                    2.49
2048                    2.49
4096                    2.52
8192                    7.31
16384                   7.39
32768                   7.83
65536                   8.49
131072                  9.99
262144                 12.49
524288                 17.54
1048576                19.12
2097152                21.23
4194304                24.55
  [run 3] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.57
64                      0.65
128                     0.71
256                     1.10
512                     1.22
1024                    2.54
2048                    2.53
4096                    2.56
8192                    7.31
16384                   7.51
32768                   7.86
65536                   8.55
131072                 10.02
262144                 12.49
524288                 17.57
1048576                19.21
2097152                21.31
4194304                24.66
  [run 4] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.47
2                       0.47
4                       0.47
8                       0.47
16                      0.47
32                      0.54
64                      0.60
128                     0.65
256                     1.09
512                     1.22
1024                    2.50
2048                    2.51
4096                    2.52
8192                    7.36
16384                   7.49
32768                   7.90
65536                   8.55
131072                 10.08
262144                 12.53
524288                 17.68
1048576                19.39
2097152                21.41
4194304                24.80
  [run 5] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.49
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.56
64                      0.64
128                     0.73
256                     1.12
512                     1.24
1024                    2.53
2048                    2.54
4096                    2.57
8192                    7.22
16384                   7.50
32768                   7.86
65536                   8.51
131072                  9.85
262144                 12.44
524288                 17.47
1048576                19.23
2097152                21.37
4194304                24.78
  [run 6] recording

# OSU MPI-ROCM Latency Test v7.5
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       0.50
2                       0.49
4                       0.49
8                       0.49
16                      0.49
32                      0.56
64                      0.64
128                     0.68
256                     1.09
512                     1.22
1024                    2.51
2048                    2.52
4096                    2.54
8192                    7.30
16384                   7.41
32768                   7.80
65536                   8.44
131072                  9.90
262144                 12.42
524288                 17.51
1048576                19.26
2097152                21.38
4194304                24.77
