
################################################################
# intra_pkg_OAM0   GCD(0,1)   tier=intra_pkg   num_links=4
# Hypothesis: intra-package, 4 links, ~100 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.61
2                       9.17
4                      18.35
8                      36.52
16                     72.97
32                    141.26
64                    274.68
128                   529.22
256                   528.36
512                   949.78
1024                  876.39
2048                 1738.96
4096                 3415.09
8192                 1927.30
16384                3857.22
32768                7512.15
65536               14509.81
131072              26802.31
262144              46278.29
524288              72173.88
1048576             91552.00
2097152            106178.46
4194304            115288.14
  [run 5] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.68
2                       9.18
4                      18.40
8                      36.77
16                     73.95
32                    141.14
64                    274.98
128                   527.84
256                   523.32
512                   945.23
1024                  887.34
2048                 1764.55
4096                 3460.45
8192                 1942.30
16384                3834.18
32768                7474.63
65536               14403.56
131072              26721.82
262144              46208.43
524288              72198.19
1048576             92099.05
2097152            106295.33
4194304            115345.93
  [run 6] recording

# OSU MPI-ROCM Bi-Directional Bandwidth Test v7.5
# Datatype: MPI_CHAR.
# Size      Bandwidth (MB/s)
1                       4.68
2                       9.28
4                      18.42
8                      36.95
16                     73.94
32                    142.93
64                    276.28
128                   514.14
256                   518.95
512                   946.20
1024                  884.12
2048                 1761.34
4096                 3466.50
8192                 1925.82
16384                3854.78
32768                7503.13
65536               14451.37
131072              26826.71
262144              46271.35
524288              72245.50
1048576             91984.81
2097152            106151.59
4194304            115234.93

################################################################
# inter_pkg_1link_02   GCD(0,2)   tier=inter_pkg_1link   num_links=1
# Hypothesis: inter-package, 1 link, ~35 GB/s uni
################################################################
  [run 1] warm-up — output discarded
  [run 2] recording

